phase,protocol_id,split_version,fold,seed,candidate,uses_eeg,control_type,score_variant,blend_source,blend_weight,selected_alignment,stage1_source,protocol_gauc,protocol_macro_user_auc,protocol_global_auc,local_context_macro_auc,local_pair_count,valid_context_count,valid_local_user_count,event_transfer_gauc,event_transfer_macro_user_auc,event_transfer_global_auc,event_valid_user_count
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,eeg_plus_base_0p50,base_logit,0.5,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.6326860841423948,0.680584227619025,0.6326860841423948,0.6584553277410422,618,28,24,0.6503180094963312,0.6695867712534379,0.6322786200834981,24
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,eeg_plus_base_rank_0p25,base_session_rank,0.25,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.6197411003236246,0.6739977511284915,0.6197411003236246,0.6530811020989592,618,28,24,0.6455943629020553,0.6655710300501968,0.6155423716399326,24
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,eeg_plus_base_rank_0p50,base_session_rank,0.5,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.6245954692556634,0.6716956723187373,0.6245954692556634,0.609085051852909,618,28,24,0.6463109054892272,0.6655650560858895,0.6174833369955322,24
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2026,V2H-local-zero,False,zero_eeg_control,eeg_only,eeg_score,0.0,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.5728155339805825,0.601893419367297,0.5728155339805825,0.5849311006453863,618,28,24,0.5790397636551483,0.5991028184778185,0.6111843550867941,24
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2026,V2H-local-zero,False,zero_eeg_control,base_only,base_logit,1.0,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.6197411003236246,0.6542003134917866,0.6197411003236246,0.6064140257890258,618,28,24,0.6361369787943215,0.650612990404657,0.7162162162162162,24
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2026,V2H-local-zero,False,zero_eeg_control,eeg_plus_base_0p05,base_logit,0.05,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.5711974110032363,0.6000163149901927,0.5711974110032363,0.5833221540364397,618,28,24,0.576482724734473,0.5961917634834302,0.6128689665275032,24
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2026,V2H-local-zero,False,zero_eeg_control,eeg_plus_base_0p10,base_logit,0.1,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.5760517799352751,0.6067924844226121,0.5760517799352751,0.5897149081077652,618,28,24,0.5814376183257303,0.6014624765666432,0.6155423716399326,24
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2026,V2H-local-zero,False,zero_eeg_control,eeg_plus_base_0p25,base_logit,0.25,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.5857605177993528,0.6176329536512393,0.5857605177993528,0.5991111666111665,618,28,24,0.5944801313682433,0.6148746238329572,0.6232696110744892,24
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2026,V2H-local-zero,False,zero_eeg_control,eeg_plus_base_0p50,base_logit,0.5,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.6003236245954693,0.6346736229397156,0.6003236245954693,0.615518833018833,618,28,24,0.6068969200962208,0.6264623378165045,0.6347689152567202,24
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2026,V2H-local-zero,False,zero_eeg_control,eeg_plus_base_rank_0p25,base_session_rank,0.25,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.580906148867314,0.6158689750616028,0.580906148867314,0.5989828524649953,618,28,24,0.5929384038649773,0.6119802150010484,0.6137112722478576,24
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2026,V2H-local-zero,False,zero_eeg_control,eeg_plus_base_rank_0p50,base_session_rank,0.5,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.5922330097087378,0.6248562511870368,0.5922330097087378,0.5654074397824398,618,28,24,0.6027257513271499,0.6206417926209594,0.6157987255548232,24
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2026,V2H-local-shuffle,False,shuffle_eeg_control,eeg_only,eeg_score,0.0,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.6245954692556634,0.623670957734264,0.6245954692556634,0.639478811532383,618,28,24,0.6137238150350038,0.62022362668196,0.541529334212261,24
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2026,V2H-local-shuffle,False,shuffle_eeg_control,base_only,base_logit,1.0,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.6197411003236246,0.6542003134917866,0.6197411003236246,0.6064140257890258,618,28,24,0.6361369787943215,0.650612990404657,0.7162162162162162,24
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2026,V2H-local-shuffle,False,shuffle_eeg_control,eeg_plus_base_0p05,base_logit,0.05,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.6229773462783171,0.6258094381264209,0.6229773462783171,0.6421871448657164,618,28,24,0.6137432400544288,0.6209527933486267,0.542774481798872,24
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2026,V2H-local-shuffle,False,shuffle_eeg_control,eeg_plus_base_0p10,base_logit,0.1,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.6213592233009708,0.6249761047930874,0.6213592233009708,0.6414728591514306,618,28,24,0.6115579253691141,0.6190777933486267,0.5432871896286531,24
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2026,V2H-local-shuffle,False,shuffle_eeg_control,eeg_plus_base_0p25,base_logit,0.25,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.6181229773462783,0.6366015472518632,0.6181229773462783,0.6514375241160956,618,28,24,0.6146364513497381,0.6315216881883549,0.5455943748626676,24
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2026,V2H-local-shuffle,False,shuffle_eeg_control,eeg_plus_base_0p50,base_logit,0.5,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.6245954692556634,0.64908688805151,0.6245954692556634,0.6531394168001311,618,28,24,0.6245361864242983,0.6428160920869255,0.550318611294221,24
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2026,V2H-local-shuffle,False,shuffle_eeg_control,eeg_plus_base_rank_0p25,base_session_rank,0.25,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.6067961165048543,0.6142117765287592,0.6067961165048543,0.6322462920677206,618,28,24,0.6021947264080131,0.6094570938320938,0.5422251519812495,24
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2026,V2H-local-shuffle,False,shuffle_eeg_control,eeg_plus_base_rank_0p50,base_session_rank,0.5,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.6132686084142395,0.6348105010613073,0.6132686084142395,0.6414377058127059,618,28,24,0.6141173123690606,0.6301010447885448,0.5436167875192266,24
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2026,V2H-local-real,True,real_eeg,eeg_only,eeg_score,0.0,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.6650485436893204,0.6713349040474298,0.6650485436893204,0.6530564508243079,618,28,24,0.6761234297947585,0.6767448716407051,0.5664689079323226,24
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2026,V2H-local-real,True,real_eeg,base_only,base_logit,1.0,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.6197411003236246,0.6542003134917866,0.6197411003236246,0.6064140257890258,618,28,24,0.6361369787943215,0.650612990404657,0.7162162162162162,24
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2026,V2H-local-real,True,real_eeg,eeg_plus_base_0p05,base_logit,0.05,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.6682847896440129,0.6855015707140965,0.6682847896440129,0.6651993079671651,618,28,24,0.6810185346898633,0.690633760529594,0.5674210796162016,24
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2026,V2H-local-real,True,real_eeg,eeg_plus_base_0p10,base_logit,0.1,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.6601941747572816,0.6800188279093723,0.6601941747572816,0.6612707365385937,618,28,24,0.6749149160862448,0.6844465912174246,0.5687394711784955,24
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2026,V2H-local-real,True,real_eeg,eeg_plus_base_0p25,base_logit,0.25,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.6601941747572816,0.6835480301885747,0.6601941747572816,0.6601291003969576,618,28,24,0.6768405545503448,0.6864876982585315,0.5728411338167435,24
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2026,V2H-local-real,True,real_eeg,eeg_plus_base_0p50,base_logit,0.5,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.6618122977346278,0.6887104891558581,0.6618122977346278,0.6646584929620645,618,28,24,0.6795321811056076,0.6907964604839605,0.5785907859078591,24
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2026,V2H-local-real,True,real_eeg,eeg_plus_base_rank_0p25,base_session_rank,0.25,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.6521035598705501,0.6724351966033145,0.6521035598705501,0.6419159643266786,618,28,24,0.6681382331731982,0.6780862617320951,0.5670548597377866,24
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2026,V2H-local-real,True,real_eeg,eeg_plus_base_rank_0p50,base_session_rank,0.5,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.6488673139158576,0.676696365263993,0.6488673139158576,0.6536716359037789,618,28,24,0.6716631950023559,0.681707517020017,0.5680070314216656,24
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,eeg_only,eeg_score,0.0,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.6555183946488294,0.6477837176051462,0.6555183946488294,0.6564076822648252,598,35,28,0.6287520191251535,0.6290095255273828,0.6229781325928497,28
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,base_only,base_logit,1.0,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.6053511705685619,0.6028384214991357,0.6053511705685619,0.5733238507524222,598,35,28,0.6038363377915618,0.5971337095444238,0.6173203748698368,28
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,eeg_plus_base_0p05,base_logit,0.05,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.6555183946488294,0.6511142164713591,0.6555183946488294,0.6626435099292243,598,35,28,0.6271149662940707,0.6278162148697863,0.623741756334606,28
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,eeg_plus_base_0p10,base_logit,0.1,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.6538461538461539,0.6502213593285021,0.6538461538461539,0.6619292242149386,598,35,28,0.6244035235080011,0.6254352624888339,0.6239500173550852,28
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,eeg_plus_base_0p25,base_logit,0.25,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.6488294314381271,0.6403559965167106,0.6488294314381271,0.6534416958702672,598,35,28,0.6133740388964269,0.6118303356696214,0.6246789309267615,28
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,eeg_plus_base_0p50,base_logit,0.5,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.6505016722408027,0.6365719829112685,0.6505016722408027,0.6504144849859136,598,35,28,0.6127722857573604,0.609761174671889,0.6272821936827491,28
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,eeg_plus_base_rank_0p25,base_session_rank,0.25,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.6471571906354515,0.6365970207041636,0.6471571906354515,0.6510297533154675,598,35,28,0.6164362171824859,0.6153398354291211,0.6236029156542867,28
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,eeg_plus_base_rank_0p50,base_session_rank,0.5,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.6421404682274248,0.6298276591133734,0.6421404682274248,0.6315422249707964,598,35,28,0.6117405397256144,0.6117235707414279,0.6240888580354044,28
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2027,V2H-local-zero,False,zero_eeg_control,eeg_only,eeg_score,0.0,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.6438127090301003,0.6195013518227804,0.6438127090301003,0.6232811791383219,598,35,28,0.6017191100773189,0.5971356421356422,0.6102742103436308,28
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2027,V2H-local-zero,False,zero_eeg_control,base_only,base_logit,1.0,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.6053511705685619,0.6028384214991357,0.6053511705685619,0.5733238507524222,598,35,28,0.6038363377915618,0.5971337095444238,0.6173203748698368,28
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2027,V2H-local-zero,False,zero_eeg_control,eeg_plus_base_0p05,base_logit,0.05,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.6471571906354515,0.6232215899180186,0.6471571906354515,0.6268526077097505,598,35,28,0.6033431328207446,0.5987087713873428,0.6107948628948281,28
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2027,V2H-local-zero,False,zero_eeg_control,eeg_plus_base_0p10,base_logit,0.1,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.6471571906354515,0.6235522777487065,0.6471571906354515,0.6271171579743009,598,35,28,0.6046283732850897,0.5991634671545386,0.6119750086775425,28
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2027,V2H-local-zero,False,zero_eeg_control,eeg_plus_base_0p25,base_logit,0.25,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.6521739130434783,0.623618415314844,0.6521739130434783,0.6271700680272108,598,35,28,0.6066812043677714,0.6014943439497011,0.6132245748004165,28
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2027,V2H-local-zero,False,zero_eeg_control,eeg_plus_base_0p50,base_logit,0.5,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.6488294314381271,0.618673558584273,0.6488294314381271,0.6196427540713254,598,35,28,0.6101461308177726,0.6045455189651617,0.6161402290871225,28
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2027,V2H-local-zero,False,zero_eeg_control,eeg_plus_base_rank_0p25,base_session_rank,0.25,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.6454849498327759,0.6190879920344207,0.6454849498327759,0.6235457294028722,598,35,28,0.605147207684521,0.5995716304198446,0.6112808052759457,28
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2027,V2H-local-zero,False,zero_eeg_control,eeg_plus_base_rank_0p50,base_session_rank,0.5,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.6521739130434783,0.6215269221519222,0.6521739130434783,0.6147825877825878,598,35,28,0.6098369623742758,0.6049470684738542,0.6127733425893788,28
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2027,V2H-local-shuffle,False,shuffle_eeg_control,eeg_only,eeg_score,0.0,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.6488294314381271,0.6671642246642246,0.6488294314381271,0.6977925170068028,598,35,28,0.6534999246193276,0.6545109900020615,0.5967719541825756,28
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2027,V2H-local-shuffle,False,shuffle_eeg_control,base_only,base_logit,1.0,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.6053511705685619,0.6028384214991357,0.6053511705685619,0.5733238507524222,598,35,28,0.6038363377915618,0.5971337095444238,0.6173203748698368,28
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2027,V2H-local-shuffle,False,shuffle_eeg_control,eeg_plus_base_0p05,base_logit,0.05,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.6505016722408027,0.666975260189546,0.6505016722408027,0.6976413454270598,598,35,28,0.6555847386444402,0.6563061525115097,0.5968413745227352,28
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2027,V2H-local-shuffle,False,shuffle_eeg_control,eeg_plus_base_0p10,base_logit,0.1,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.6488294314381271,0.6625109744752603,0.6488294314381271,0.6904984882842027,598,35,28,0.6543907087936938,0.6548775810829383,0.596876084692815,28
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2027,V2H-local-shuffle,False,shuffle_eeg_control,eeg_plus_base_0p25,base_logit,0.25,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.6555183946488294,0.6837836502122216,0.6555183946488294,0.7069213907785338,598,35,28,0.6613144235532296,0.6619665833505118,0.5988545643873655,28
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2027,V2H-local-shuffle,False,shuffle_eeg_control,eeg_plus_base_0p50,base_logit,0.5,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.6471571906354515,0.6704734650270365,0.6471571906354515,0.6949410430839003,598,35,28,0.6496252503715191,0.6494535920428778,0.601457827143353,28
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2027,V2H-local-shuffle,False,shuffle_eeg_control,eeg_plus_base_rank_0p25,base_session_rank,0.25,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.6555183946488294,0.6649273576952149,0.6555183946488294,0.6924315948601664,598,35,28,0.6576873209709031,0.6573860844842988,0.5968066643526553,28
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2027,V2H-local-shuffle,False,shuffle_eeg_control,eeg_plus_base_rank_0p50,base_session_rank,0.5,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.6538461538461539,0.678402886795744,0.6538461538461539,0.7026167800453516,598,35,28,0.6569138075854494,0.6565007859204288,0.5976049982644915,28
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2027,V2H-local-real,True,real_eeg,eeg_only,eeg_score,0.0,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.7307692307692307,0.746295093795094,0.7307692307692307,0.7736233766233767,598,35,28,0.7307001787598801,0.7307081658420944,0.5819507115584868,28
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2027,V2H-local-real,True,real_eeg,base_only,base_logit,1.0,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.6053511705685619,0.6028384214991357,0.6053511705685619,0.5733238507524222,598,35,28,0.6038363377915618,0.5971337095444238,0.6173203748698368,28
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2027,V2H-local-real,True,real_eeg,eeg_plus_base_0p05,base_logit,0.05,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.7240802675585284,0.7345887445887447,0.7240802675585284,0.7594963924963924,598,35,28,0.724921927160733,0.7244581658420943,0.5824019437695245,28
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2027,V2H-local-real,True,real_eeg,eeg_plus_base_0p10,base_logit,0.1,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.725752508361204,0.7354816017316017,0.725752508361204,0.7602106782106782,598,35,28,0.7259667032801361,0.7253510229849516,0.5824713641096841,28
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2027,V2H-local-real,True,real_eeg,eeg_plus_base_0p25,base_logit,0.25,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.7324414715719063,0.7570348897134612,0.7324414715719063,0.7774533085961657,598,35,28,0.7214357864357863,0.7194418676561535,0.5838597709128776,28
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2027,V2H-local-real,True,real_eeg,eeg_plus_base_0p50,base_logit,0.5,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.7290969899665551,0.7343408575551432,0.7290969899665551,0.7592980828695115,598,35,28,0.7138936271025823,0.7105658627087198,0.5846233946546339,28
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2027,V2H-local-real,True,real_eeg,eeg_plus_base_rank_0p25,base_session_rank,0.25,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.7324414715719063,0.7570348897134612,0.7324414715719063,0.7774533085961657,598,35,28,0.7267295556847795,0.7270346964543395,0.5827837556404026,28
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2027,V2H-local-real,True,real_eeg,eeg_plus_base_rank_0p50,base_session_rank,0.5,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.7374581939799331,0.7614991754277469,0.7374581939799331,0.7810247371675944,598,35,28,0.7274379186319485,0.7268398268398271,0.5833738285317598,28
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,eeg_only,eeg_score,0.0,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.5736301369863014,0.5621373996373996,0.5736301369863014,0.5609291325957992,584,30,26,0.5619627074314575,0.5573845136345137,0.5893144512391374,26
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,base_only,base_logit,1.0,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.6267123287671232,0.6368876493876494,0.6267123287671232,0.6421412538079204,584,30,26,0.6280566829004328,0.6281401468901469,0.6986732467904017,26
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,eeg_plus_base_0p05,base_logit,0.05,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.571917808219178,0.5606950919450919,0.571917808219178,0.5596791325957994,584,30,26,0.5610996121933621,0.5559498371998373,0.5905661052104567,26
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,eeg_plus_base_0p10,base_logit,0.1,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.577054794520548,0.5663040663040664,0.577054794520548,0.5645402437069104,584,30,26,0.5663079455266955,0.5615588115588116,0.5910310052569467,26
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,eeg_plus_base_0p25,base_logit,0.25,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.5787671232876712,0.576751258001258,0.5787671232876712,0.5760944765111432,584,30,26,0.5734682765151515,0.5695723258223258,0.5941780209562636,26
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,eeg_plus_base_0p50,base_logit,0.5,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.5924657534246576,0.5919603544603546,0.5924657534246576,0.5876222542889209,584,30,26,0.5856474341630592,0.5821736134236134,0.6019740371204806,26
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,eeg_plus_base_rank_0p25,base_session_rank,0.25,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.5856164383561644,0.5839449901949902,0.5856164383561644,0.5823290444123778,584,30,26,0.5779538690476189,0.5735088985088985,0.5913886206773236,26
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,eeg_plus_base_rank_0p50,base_session_rank,0.5,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.5976027397260274,0.5982637732637733,0.5976027397260274,0.594738656405323,584,30,26,0.5932069579725829,0.5903848466348467,0.5944641132925652,26
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2027,V2H-local-zero,False,zero_eeg_control,eeg_only,eeg_score,0.0,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.5582191780821918,0.5499375624375624,0.5582191780821918,0.5432924482924483,584,30,26,0.5456742649711399,0.5423611111111112,0.5746522190036835,26
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2027,V2H-local-zero,False,zero_eeg_control,base_only,base_logit,1.0,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.6267123287671232,0.6368876493876494,0.6267123287671232,0.6421412538079204,584,30,26,0.6280566829004328,0.6281401468901469,0.6986732467904017,26
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2027,V2H-local-zero,False,zero_eeg_control,eeg_plus_base_0p05,base_logit,0.05,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.5565068493150684,0.547177590927591,0.5565068493150684,0.5403713724547058,584,30,26,0.5439939574314574,0.5405550468050468,0.5752959267603619,26
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2027,V2H-local-zero,False,zero_eeg_control,eeg_plus_base_0p10,base_logit,0.1,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.5582191780821918,0.5525118400118401,0.5582191780821918,0.5449943883277216,584,30,26,0.5493969832251082,0.5461563899063899,0.5756893037227766,26
V2-N,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2027,V2H-local-zero,False,zero_eeg_control,eeg_plus_base_0p25,base_logit,0.25,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.571917808219178,0.5673139360639361,0.571917808219178,0.5658122895622896,584,30,26,0.5605266955266955,0.5575091575091575,0.5799806887672996,26
