phase,fold,seed,config_id,candidate,uses_eeg,control_type,pairwise_c,pair_sample_rate,pair_cap,task,split,local_user_pair_gauc,local_pair_auc,local_user_macro_auc,local_context_macro_auc,local_pair_count,valid_context_count,valid_local_user_count,event_gauc,event_macro_auc,event_global_auc
V2-I,3,2028,C0p3-sample0p35-cap3000,V2H-local-zero,False,zero_eeg_control,0.3,0.35,3000,same_user_same_session_pairwise_training,dev,0.5760517799352751,0.5760517799352751,0.60540916974418,0.5810512734619877,618,28,24,0.5779798387315869,0.5995829671871339,0.3248004101662638
V2-I,3,2028,C0p3-sample0p35-cap3000,V2H-local-shuffle,False,shuffle_eeg_control,0.3,0.35,3000,same_user_same_session_pairwise_training,dev,0.6213592233009708,0.6213592233009708,0.638309598378774,0.6555644752073323,618,28,24,0.6220236736845128,0.6302661381828049,0.35523328206255034
V2-I,1,2029,C0p3-sample0p35-cap3000,V2H-local-H2_E0,False,H2_E0_non_eeg,0.3,0.35,3000,same_user_same_session_pairwise_training,dev,0.6270903010033445,0.6270903010033445,0.6062461282104138,0.614874802446231,598,35,28,0.5975672503284444,0.5910669621383907,0.42391530718500514
V2-I,1,2029,C0p3-sample0p35-cap3000,V2H-local-zero,False,zero_eeg_control,0.3,0.35,3000,same_user_same_session_pairwise_training,dev,0.6605351170568562,0.6605351170568562,0.6568698398162683,0.6583499622071051,598,35,28,0.6298461157416382,0.6330035473785474,0.4111766747657063
V2-I,1,2029,C0p3-sample0p35-cap3000,V2H-local-shuffle,False,shuffle_eeg_control,0.3,0.35,3000,same_user_same_session_pairwise_training,dev,0.6387959866220736,0.6387959866220736,0.6578523460666318,0.6931927437641724,598,35,28,0.6413118390730331,0.6409292542774685,0.4238805970149254
V2-I,2,2029,C0p3-sample0p35-cap3000,V2H-local-H2_E0,False,H2_E0_non_eeg,0.3,0.35,3000,same_user_same_session_pairwise_training,dev,0.559931506849315,0.559931506849315,0.5481467606467606,0.540338303671637,584,30,26,0.5387205762987013,0.5356453731453731,0.3747451990129814
V2-I,2,2029,C0p3-sample0p35-cap3000,V2H-local-zero,False,zero_eeg_control,0.3,0.35,3000,same_user_same_session_pairwise_training,dev,0.5667808219178082,0.5667808219178082,0.5582225644725645,0.5593219897386564,584,30,26,0.5504902822871574,0.5461797461797461,0.37252798340664456
V2-I,2,2029,C0p3-sample0p35-cap3000,V2H-local-shuffle,False,shuffle_eeg_control,0.3,0.35,3000,same_user_same_session_pairwise_training,dev,0.6472602739726028,0.6472602739726028,0.6557743182743182,0.6419620811287478,584,30,26,0.6414720869408369,0.6385627798127799,0.33118764081107177
V2-I,3,2029,C0p3-sample0p35-cap3000,V2H-local-H2_E0,False,H2_E0_non_eeg,0.3,0.35,3000,same_user_same_session_pairwise_training,dev,0.5954692556634305,0.5954692556634305,0.6131557732307539,0.6150746178424749,618,28,24,0.594208268421555,0.6107434694934696,0.34622427305354136
V2-I,3,2029,C0p3-sample0p35-cap3000,V2H-local-zero,False,zero_eeg_control,0.3,0.35,3000,same_user_same_session_pairwise_training,dev,0.540453074433657,0.540453074433657,0.5620834829479372,0.5587927746856318,618,28,24,0.5391528925619834,0.557341019320186,0.32494689811762983
V2-I,3,2029,C0p3-sample0p35-cap3000,V2H-local-shuffle,False,shuffle_eeg_control,0.3,0.35,3000,same_user_same_session_pairwise_training,dev,0.6359223300970874,0.6359223300970874,0.658165041663655,0.6754383843669558,618,28,24,0.637013607992629,0.647729812625646,0.3553431480260748
V2-I,1,2030,C0p3-sample0p35-cap3000,V2H-local-H2_E0,False,H2_E0_non_eeg,0.3,0.35,3000,same_user_same_session_pairwise_training,dev,0.6588628762541806,0.6588628762541806,0.661638431013431,0.671047619047619,598,35,28,0.621067821067821,0.618623415275201,0.4186393613328706
V2-I,1,2030,C0p3-sample0p35-cap3000,V2H-local-zero,False,zero_eeg_control,0.3,0.35,3000,same_user_same_session_pairwise_training,dev,0.6605351170568562,0.6605351170568562,0.6420815328851043,0.6578135779564351,598,35,28,0.6311506321207814,0.6303394059644061,0.4261020479000347
V2-I,1,2030,C0p3-sample0p35-cap3000,V2H-local-shuffle,False,shuffle_eeg_control,0.3,0.35,3000,same_user_same_session_pairwise_training,dev,0.6254180602006689,0.6254180602006689,0.6496283214140357,0.691161753590325,598,35,28,0.6266294070771683,0.6260395193430908,0.40836515098923987
V2-I,2,2030,C0p3-sample0p35-cap3000,V2H-local-H2_E0,False,H2_E0_non_eeg,0.3,0.35,3000,same_user_same_session_pairwise_training,dev,0.559931506849315,0.559931506849315,0.5538498538498539,0.5405190796857463,584,30,26,0.547056727994228,0.5423197173197173,0.37453062976075524
V2-I,2,2030,C0p3-sample0p35-cap3000,V2H-local-zero,False,zero_eeg_control,0.3,0.35,3000,same_user_same_session_pairwise_training,dev,0.5736301369863014,0.5736301369863014,0.5679396991896992,0.5474260461760461,584,30,26,0.5607620851370851,0.5551885614385614,0.37077566784679755
V2-I,2,2030,C0p3-sample0p35-cap3000,V2H-local-shuffle,False,shuffle_eeg_control,0.3,0.35,3000,same_user_same_session_pairwise_training,dev,0.6147260273972602,0.6147260273972602,0.6315258815258815,0.6169652877986211,584,30,26,0.6189995941558442,0.6158122895622895,0.32128169366663095
V2-I,3,2030,C0p3-sample0p35-cap3000,V2H-local-H2_E0,False,H2_E0_non_eeg,0.3,0.35,3000,same_user_same_session_pairwise_training,dev,0.5857605177993528,0.5857605177993528,0.6209808447534195,0.6140812527419669,618,28,24,0.6029982061450592,0.6210285470702138,0.2995678605434703
V2-I,3,2030,C0p3-sample0p35-cap3000,V2H-local-zero,False,zero_eeg_control,0.3,0.35,3000,same_user_same_session_pairwise_training,dev,0.5598705501618123,0.5598705501618123,0.5773235871932982,0.5560055982377412,618,28,24,0.5697976945354568,0.5864697146988814,0.35585585585585583
V2-I,3,2030,C0p3-sample0p35-cap3000,V2H-local-shuffle,False,shuffle_eeg_control,0.3,0.35,3000,same_user_same_session_pairwise_training,dev,0.6181229773462783,0.6181229773462783,0.6195545758516605,0.623746841782556,618,28,24,0.6152388792248933,0.6223039653247987,0.3442466857101003
