suite,model,run_count,gauc_mean,gauc_std,auc_mean,logloss_mean,brier_mean,ece_mean
groupkfold,new-user-E1,25,0.6417853566821217,0.04143933242958599,0.6353451691944085,0.6584679796936527,0.2241416971632417,0.11348549791028939
groupkfold,new-user-E2,25,0.6396634069770595,0.05070141574428115,0.6403556675800941,0.6485193777993118,0.22165143443423171,0.10502654752163545
groupkfold,new-user-E5,25,0.6388070578701511,0.03406272975140502,0.6295969673937303,0.6319456735136063,0.21800452780732082,0.09590530751300155
groupkfold,new-user-E0,25,0.6379229837995305,0.03768257960116711,0.6654565576733215,0.5997599237339197,0.2040763462263562,0.05643441490130761
