candidate,score_variant,uses_eeg,control_type,variant_family,power,base_weight,seed_count,mean_protocol_gauc,std_protocol_gauc,mean_protocol_macro_user_auc,mean_protocol_global_auc,mean_event_transfer_gauc,mean_event_transfer_macro_user_auc,mean_event_transfer_global_auc,seed_beats_current_champion_rate,seed_hits_0p8_rate
V2H-local-real,margin_power0p25_base0p0,True,real_eeg,fine_power_base_grid,0.25,0.0,5,0.6756975219324226,0.006467477685606493,0.6780740753672072,0.6756975219324226,0.6679187710470293,0.6682603549815852,0.5871749758487417,1.0,0.0
V2H-local-real,margin_power0p2_base0p0,True,real_eeg,fine_power_base_grid,0.2,0.0,5,0.6756975219324226,0.006467477685606493,0.6780740753672072,0.6756975219324226,0.6679187710470293,0.6682603549815852,0.5871749758487417,1.0,0.0
V2H-local-real,margin_power0p35_base0p0,True,real_eeg,fine_power_base_grid,0.35,0.0,5,0.6756975219324226,0.006467477685606493,0.6780740753672072,0.6756975219324226,0.6679187710470293,0.6682603549815852,0.5871749758487417,1.0,0.0
V2H-local-real,margin_power0p3_base0p0,True,real_eeg,fine_power_base_grid,0.3,0.0,5,0.6756975219324226,0.006467477685606493,0.6780740753672072,0.6756975219324226,0.6679187710470293,0.6682603549815852,0.5871749758487417,1.0,0.0
V2H-local-real,margin_power0p4_base0p0,True,real_eeg,fine_power_base_grid,0.4,0.0,5,0.6756975219324226,0.006467477685606493,0.6780740753672072,0.6756975219324226,0.6679187710470293,0.6682603549815852,0.5871749758487417,1.0,0.0
V2H-local-real,margin_power0p5_base0p0,True,real_eeg,fine_power_base_grid,0.5,0.0,5,0.6756975219324226,0.006467477685606493,0.6780740753672072,0.6756975219324226,0.6679187710470293,0.6682603549815852,0.5871749758487417,1.0,0.0
V2H-local-real,margin_power0p3_base0p15,True,real_eeg,fine_power_base_grid,0.3,0.15,5,0.6738658275290113,0.00651981371129682,0.6763950996521715,0.6738658275290113,0.6666070332398025,0.6691406714244017,0.5989243536851541,1.0,0.0
V2H-local-real,margin_power0p2_base0p1,True,real_eeg,fine_power_base_grid,0.2,0.1,5,0.6736105248346701,0.007301515870246026,0.6774022949963552,0.6736105248346701,0.6687503007979961,0.6709861818443168,0.6002723934791473,1.0,0.0
V2H-local-real,margin_power0p15_base0p075,True,real_eeg,fine_power_base_grid,0.15,0.075,5,0.6729389559826366,0.008175884055057729,0.6769959455655175,0.6729389559826366,0.6696991482574032,0.6719414656111085,0.6010098721401651,1.0,0.0
V2H-local-real,margin_power0p1_base0p05,True,real_eeg,fine_power_base_grid,0.1,0.05,5,0.6719410900041707,0.008472808811616743,0.6761903411904686,0.6719410900041707,0.6704194157440605,0.6725576956846798,0.6017574677741285,1.0,0.0
