phase,protocol_id,split_version,fold,seed,candidate,uses_eeg,control_type,score_variant,variant_family,power,base_weight,protocol_gauc,protocol_macro_user_auc,protocol_global_auc,local_context_macro_auc,local_pair_count,valid_context_count,valid_local_user_count,event_transfer_gauc,event_transfer_macro_user_auc,event_transfer_global_auc,event_valid_user_count
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p4_base0p025,fine_power_base_grid,0.4,0.025,0.6555183946488294,0.6597298898191756,0.6555183946488294,0.6695207860922144,598,35,28,0.6155489866683896,0.6112585248745963,0.6436306837903507,28
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p4_base0p05,fine_power_base_grid,0.4,0.05,0.6555183946488294,0.6573489374382231,0.6555183946488294,0.6664255479969765,598,35,28,0.6196131894639356,0.6156094319040747,0.6446719888927456,28
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p4_base0p075,fine_power_base_grid,0.4,0.075,0.6505016722408027,0.6534373728123729,0.6505016722408027,0.6625026455026455,598,35,28,0.6177748702375568,0.6147642453446025,0.6455397431447415,28
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p4_base0p1,fine_power_base_grid,0.4,0.1,0.6488294314381271,0.6483091676841678,0.6488294314381271,0.6574232804232804,598,35,28,0.6129832439533931,0.6098448343984059,0.6456785838250608,28
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p4_base0p15,fine_power_base_grid,0.4,0.15,0.6505016722408027,0.6493662950805809,0.6505016722408027,0.6457689823404108,598,35,28,0.6174206887639723,0.6140021602075174,0.6471711211384936,28
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p5_base0p0,fine_power_base_grid,0.5,0.0,0.6588628762541806,0.661638431013431,0.6588628762541806,0.671047619047619,598,35,28,0.621067821067821,0.618623415275201,0.6428323498785145,28
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p5_base0p025,fine_power_base_grid,0.5,0.025,0.6538461538461539,0.6557616358509215,0.6538461538461539,0.6663461829176114,598,35,28,0.6123151558226184,0.6082823343984058,0.6435959736202708,28
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p5_base0p05,fine_power_base_grid,0.5,0.05,0.6521739130434783,0.6550742775742776,0.6521739130434783,0.6644074074074073,598,35,28,0.6133777002433718,0.6094728105888819,0.6441166261714681,28
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p5_base0p075,fine_power_base_grid,0.5,0.075,0.6521739130434783,0.6534798898191756,0.6521739130434783,0.6625366591080876,598,35,28,0.6151604531455277,0.6117403842850272,0.6447066990628254,28
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p5_base0p1,fine_power_base_grid,0.5,0.1,0.6471571906354515,0.6492020248270248,0.6471571906354515,0.658137566137566,598,35,28,0.614020912752256,0.6110778275956849,0.6454356126345019,28
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p5_base0p15,fine_power_base_grid,0.5,0.15,0.6471571906354515,0.6460770248270249,0.6471571906354515,0.6431375661375661,598,35,28,0.6118638409683185,0.6087287629698344,0.6463033668864977,28
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,v2n_eeg_base_0p05,reference_score_family,1.0,0.05,0.5616438356164384,0.5575001387501387,0.5616438356164384,0.5436826599326599,584,30,26,0.5543128832972584,0.5497578810078809,0.612166076601223,26
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,sqrt_margin_eeg_base0p05,reference_score_family,0.5,0.05,0.565068493150685,0.5666347541347542,0.565068493150685,0.5515993265993266,584,30,26,0.5602379825036075,0.5579385891885892,0.6137038229088438,26
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p25_base0p05,reference_score_family,0.25,0.05,0.5753424657534246,0.580790737040737,0.5753424657534246,0.5643969456469456,584,30,26,0.5752642496392496,0.5731719669219669,0.6177091156170654,26
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p1_base0p0,fine_power_base_grid,0.1,0.0,0.559931506849315,0.5538498538498539,0.559931506849315,0.5405190796857463,584,30,26,0.547056727994228,0.5423197173197173,0.6110574687980546,26
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p1_base0p025,fine_power_base_grid,0.1,0.025,0.5787671232876712,0.5857586857586857,0.5787671232876712,0.5687025012025012,584,30,26,0.5798736246392495,0.5789411976911978,0.6211779851947217,26
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p1_base0p05,fine_power_base_grid,0.1,0.05,0.5976027397260274,0.6058173308173308,0.5976027397260274,0.5821051787718454,584,30,26,0.5970698051948051,0.5962990712990712,0.6321210170582555,26
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p1_base0p075,fine_power_base_grid,0.1,0.075,0.601027397260274,0.6101671476671477,0.601027397260274,0.5864041205707872,584,30,26,0.599692573051948,0.5993897306397307,0.640095840932661,26
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p1_base0p1,fine_power_base_grid,0.1,0.1,0.6095890410958904,0.6190880878380879,0.6095890410958904,0.5941356020522688,584,30,26,0.6069595508658009,0.6059380434380434,0.6466402031255588,26
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p1_base0p15,fine_power_base_grid,0.1,0.15,0.6164383561643836,0.6280624468124467,0.6164383561643836,0.6019133798300466,584,30,26,0.6155917433261183,0.6163699726199726,0.6537925115330973,26
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p15_base0p0,fine_power_base_grid,0.15,0.0,0.559931506849315,0.5538498538498539,0.559931506849315,0.5405190796857463,584,30,26,0.547056727994228,0.5423197173197173,0.6110574687980546,26
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p15_base0p025,fine_power_base_grid,0.15,0.025,0.5753424657534246,0.5811977374477375,0.5753424657534246,0.5647496793330127,584,30,26,0.5742349837662337,0.5725105912605912,0.616600507813897,26
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p15_base0p05,fine_power_base_grid,0.15,0.05,0.5873287671232876,0.5937206312206311,0.5873287671232876,0.5756028539361873,584,30,26,0.5882937635281384,0.5876662689162689,0.6250044701927547,26
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p15_base0p075,fine_power_base_grid,0.15,0.075,0.5976027397260274,0.6058173308173308,0.5976027397260274,0.5821051787718454,584,30,26,0.5970698051948051,0.5962990712990712,0.6311912169652756,26
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p15_base0p1,fine_power_base_grid,0.15,0.1,0.5958904109589042,0.603985828985829,0.5958904109589042,0.5810469777136444,584,30,26,0.5945834460678211,0.5933991933991933,0.6360905482244394,26
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p15_base0p15,fine_power_base_grid,0.15,0.15,0.6095890410958904,0.6184470621970621,0.6095890410958904,0.5935800464967133,584,30,26,0.6062303841991342,0.6052970177970178,0.646032256910918,26
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p2_base0p0,fine_power_base_grid,0.2,0.0,0.559931506849315,0.5538498538498539,0.559931506849315,0.5405190796857463,584,30,26,0.547056727994228,0.5423197173197173,0.6110574687980546,26
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p2_base0p025,fine_power_base_grid,0.2,0.025,0.5702054794520548,0.5733502608502609,0.5702054794520548,0.557948532948533,584,30,26,0.5661881087662338,0.5635718448218449,0.6153488538425778,26
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p2_base0p05,fine_power_base_grid,0.2,0.05,0.5804794520547946,0.5873612498612499,0.5804794520547946,0.5700913900913901,584,30,26,0.5808594877344877,0.5798569486069486,0.6205700389800808,26
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p2_base0p075,fine_power_base_grid,0.2,0.075,0.5907534246575342,0.5969257594257594,0.5907534246575342,0.578380631713965,584,30,26,0.5911583468614718,0.5908713971213971,0.6261488395379609,26
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p2_base0p1,fine_power_base_grid,0.2,0.1,0.5958904109589042,0.6043063418063418,0.5958904109589042,0.5807956549623216,584,30,26,0.5958421266233767,0.5947880822880822,0.630332939956371,26
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p2_base0p15,fine_power_base_grid,0.2,0.15,0.5993150684931506,0.6071909571909573,0.5993150684931506,0.5838247554914221,584,30,26,0.5965365710678211,0.5958030395530395,0.6382004792046633,26
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p25_base0p0,fine_power_base_grid,0.25,0.0,0.559931506849315,0.5538498538498539,0.559931506849315,0.5405190796857463,584,30,26,0.547056727994228,0.5423197173197173,0.6110574687980546,26
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p25_base0p025,fine_power_base_grid,0.25,0.025,0.5633561643835616,0.5658334720834721,0.5633561643835616,0.5509048821548821,584,30,26,0.5594009289321789,0.557251776001776,0.614025676787183,26
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p25_base0p05,fine_power_base_grid,0.25,0.05,0.5753424657534246,0.580790737040737,0.5753424657534246,0.5643969456469456,584,30,26,0.5752642496392496,0.5731719669219669,0.6177091156170654,26
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p25_base0p075,fine_power_base_grid,0.25,0.075,0.5804794520547946,0.5873612498612499,0.5804794520547946,0.5700913900913901,584,30,26,0.5804688627344877,0.5798569486069486,0.6219647391195509,26
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p25_base0p1,fine_power_base_grid,0.25,0.1,0.5907534246575342,0.5969257594257594,0.5907534246575342,0.578380631713965,584,30,26,0.5911583468614718,0.5908713971213971,0.6263991703322247,26
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p25_base0p15,fine_power_base_grid,0.25,0.15,0.5976027397260274,0.605054205054205,0.5976027397260274,0.5814438031104697,584,30,26,0.5967101821789321,0.5955359455359455,0.6328362478990094,26
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p3_base0p0,fine_power_base_grid,0.3,0.0,0.559931506849315,0.5538498538498539,0.559931506849315,0.5405190796857463,584,30,26,0.547056727994228,0.5423197173197173,0.6110574687980546,26
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p3_base0p025,fine_power_base_grid,0.3,0.025,0.559931506849315,0.5640706515706516,0.559931506849315,0.5493771043771043,584,30,26,0.5574701253607504,0.5556034243534244,0.6132746844043915,26
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p3_base0p05,fine_power_base_grid,0.3,0.05,0.5684931506849316,0.5714678839678841,0.5684931506849316,0.556317139650473,584,30,26,0.5678770968614718,0.5652303714803715,0.6160640846833315,26
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p3_base0p075,fine_power_base_grid,0.3,0.075,0.5821917808219178,0.5873612498612499,0.5821917808219178,0.5700913900913901,584,30,26,0.5811013032106781,0.5796280108780109,0.6196044773450631,26
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p3_base0p1,fine_power_base_grid,0.3,0.1,0.5821917808219178,0.5889129389129389,0.5821917808219178,0.5714361872695206,584,30,26,0.5816407377344877,0.5811033873533874,0.623109108464757,26
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p3_base0p15,fine_power_base_grid,0.3,0.15,0.5907534246575342,0.6008341195841196,0.5907534246575342,0.5777863957030624,584,30,26,0.5920536841630591,0.5914303289303289,0.629510424489504,26
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p35_base0p0,fine_power_base_grid,0.35,0.0,0.559931506849315,0.5538498538498539,0.559931506849315,0.5405190796857463,584,30,26,0.547056727994228,0.5423197173197173,0.6110574687980546,26
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p35_base0p025,fine_power_base_grid,0.35,0.025,0.565068493150685,0.5664744977244978,0.565068493150685,0.5514604377104376,584,30,26,0.559981286075036,0.5576638639138639,0.6129170689840145,26
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p35_base0p05,fine_power_base_grid,0.35,0.05,0.5702054794520548,0.5733502608502609,0.5702054794520548,0.557948532948533,584,30,26,0.5661881087662338,0.5635718448218449,0.6154203769266531,26
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p35_base0p075,fine_power_base_grid,0.35,0.075,0.5787671232876712,0.5831767769267769,0.5787671232876712,0.5664648468815136,584,30,26,0.5785839420995671,0.57624481999482,0.6177806387011407,26
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p35_base0p1,fine_power_base_grid,0.35,0.1,0.5821917808219178,0.5873612498612499,0.5821917808219178,0.5700913900913901,584,30,26,0.5807106782106781,0.5796280108780109,0.6206058005221184,26
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p35_base0p15,fine_power_base_grid,0.35,0.15,0.589041095890411,0.5950942575942576,0.589041095890411,0.5767933301266635,584,30,26,0.5896702516233766,0.5890398952898953,0.6259700318277723,26
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p4_base0p0,fine_power_base_grid,0.4,0.0,0.559931506849315,0.5538498538498539,0.559931506849315,0.5405190796857463,584,30,26,0.547056727994228,0.5423197173197173,0.6110574687980546,26
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p4_base0p025,fine_power_base_grid,0.4,0.025,0.5616438356164384,0.5600642413142414,0.5616438356164384,0.5459048821548822,584,30,26,0.5550333694083693,0.5512536075036075,0.6124164073954869,26
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p4_base0p05,fine_power_base_grid,0.4,0.05,0.5667808219178082,0.5704122266622267,0.5667808219178082,0.5548731361231362,584,30,26,0.564222582972583,0.5618166555666556,0.6146336230018238,26
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p4_base0p075,fine_power_base_grid,0.4,0.075,0.5736301369863014,0.5799894549894551,0.5736301369863014,0.5637025012025012,584,30,26,0.5741357774170275,0.5721035908535909,0.616600507813897,26
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p4_base0p1,fine_power_base_grid,0.4,0.1,0.577054794520548,0.5817522755022755,0.577054794520548,0.5652302789802789,584,30,26,0.5763579996392496,0.5741335053835054,0.6190680542144977,26
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p4_base0p15,fine_power_base_grid,0.4,0.15,0.583904109589041,0.590515503015503,0.583904109589041,0.5728250761584095,584,30,26,0.5830730294011544,0.5827059514559515,0.623574008511247,26
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p5_base0p0,fine_power_base_grid,0.5,0.0,0.559931506849315,0.5538498538498539,0.559931506849315,0.5405190796857463,584,30,26,0.547056727994228,0.5423197173197173,0.6110574687980546,26
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p5_base0p025,fine_power_base_grid,0.5,0.025,0.5633561643835616,0.5613462925962925,0.5633561643835616,0.5470159932659933,584,30,26,0.5559969110750361,0.5525356587856588,0.6122018381432608,26
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p5_base0p05,fine_power_base_grid,0.5,0.05,0.565068493150685,0.5666347541347542,0.565068493150685,0.5515993265993266,584,30,26,0.5602379825036075,0.5579385891885892,0.6137038229088438,26
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p5_base0p075,fine_power_base_grid,0.5,0.075,0.5667808219178082,0.570717476967477,0.5667808219178082,0.555666786916787,584,30,26,0.56386295995671,0.5610535298035298,0.6152058076744269,26
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p5_base0p1,fine_power_base_grid,0.5,0.1,0.571917808219178,0.5744949494949496,0.571917808219178,0.5589405964405965,584,30,26,0.5706982774170274,0.568257437007437,0.6166720308979723,26
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p5_base0p15,fine_power_base_grid,0.5,0.15,0.5787671232876712,0.5833548396048396,0.5787671232876712,0.566619167869168,584,30,26,0.5777902913059163,0.5757360694860695,0.6197117619711763,26
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,v2n_eeg_base_0p05,reference_score_family,1.0,0.05,0.5922330097087378,0.6271105906775735,0.5922330097087378,0.6195991871884728,618,28,24,0.6069500623696428,0.6248735446652113,0.6397861275910056,24
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,sqrt_margin_eeg_base0p05,reference_score_family,0.5,0.05,0.5970873786407767,0.6313801139330035,0.5970873786407767,0.6225428671857244,618,28,24,0.612804056860001,0.6307935081893415,0.6422031787885446,24
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p25_base0p05,reference_score_family,0.25,0.05,0.6019417475728155,0.6383880617552573,0.6019417475728155,0.6195498516034229,618,28,24,0.6213897019841076,0.6390140684932352,0.6480993188310262,24
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p1_base0p0,fine_power_base_grid,0.1,0.0,0.5857605177993528,0.6209808447534195,0.5857605177993528,0.6140812527419669,618,28,24,0.6029982061450592,0.6210285470702138,0.6372225884421006,24
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p1_base0p025,fine_power_base_grid,0.1,0.025,0.6067961165048543,0.6419805340977297,0.6067961165048543,0.6226291136112564,618,28,24,0.6239012056319748,0.6414436219644554,0.6530432871896287,24
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p1_base0p05,fine_power_base_grid,0.1,0.05,0.6245954692556634,0.659707213419965,0.6245954692556634,0.6380604018996877,618,28,24,0.6409227718668278,0.6563802131510464,0.6653848970922143,24
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p1_base0p075,fine_power_base_grid,0.1,0.075,0.627831715210356,0.6593140706830722,0.627831715210356,0.6386269088054802,618,28,24,0.6382297578101774,0.6523734791443124,0.6751629678458947,24
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p1_base0p1,fine_power_base_grid,0.1,0.1,0.6294498381877023,0.6624593048754556,0.6294498381877023,0.6407876316804889,618,28,24,0.6388859198299758,0.6541535817577484,0.6828535852926096,24
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p1_base0p15,fine_power_base_grid,0.1,0.15,0.6326860841423948,0.6611548415918257,0.6326860841423948,0.6399883978455406,618,28,24,0.6381298577102773,0.6518625664458998,0.6943162674869993,24
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p15_base0p0,fine_power_base_grid,0.15,0.0,0.5857605177993528,0.6209808447534195,0.5857605177993528,0.6140812527419669,618,28,24,0.6029982061450592,0.6210285470702138,0.6372225884421006,24
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p15_base0p025,fine_power_base_grid,0.15,0.025,0.5970873786407767,0.6334475855647811,0.5970873786407767,0.615315157725872,618,28,24,0.6152957958902016,0.6329624811916479,0.6468907932322566,24
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p15_base0p05,fine_power_base_grid,0.15,0.05,0.6132686084142395,0.6507538673832856,0.6132686084142395,0.6303861052968197,618,28,24,0.6277029594337287,0.6459409764618098,0.6571815718157181,24
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p15_base0p075,fine_power_base_grid,0.15,0.075,0.6245954692556634,0.659707213419965,0.6245954692556634,0.6380604018996877,618,28,24,0.6394076203516763,0.6549913242621576,0.6650552992016406,24
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p15_base0p1,fine_power_base_grid,0.15,0.1,0.6326860841423948,0.6656393021645537,0.6326860841423948,0.643889097014097,618,28,24,0.6452227648031844,0.6599930779097446,0.6716472570131107,24
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p15_base0p15,fine_power_base_grid,0.15,0.15,0.6310679611650486,0.6647741196902704,0.6310679611650486,0.6427717586646159,618,28,24,0.641022671966728,0.6564683965725632,0.6825972313777191,24
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p2_base0p0,fine_power_base_grid,0.2,0.0,0.5857605177993528,0.6209808447534195,0.5857605177993528,0.6140812527419669,618,28,24,0.6029982061450592,0.6210285470702138,0.6372225884421006,24
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p2_base0p025,fine_power_base_grid,0.2,0.025,0.5938511326860841,0.6290616206525005,0.5938511326860841,0.6155135704242846,618,28,24,0.6115772921716978,0.6292146857771858,0.6439244122170952,24
V2-S,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p2_base0p05,fine_power_base_grid,0.2,0.05,0.6051779935275081,0.6407900579072535,0.6051779935275081,0.6216087054479911,618,28,24,0.6227648419956112,0.6404019552977886,0.6515051637002856,24
