experiment_id,stage,fold,config,seed,params,backbone_params,eeg_params,dev_gauc,dev_macro_auc,dev_auc,dev_logloss,dev_brier,dev_ece,h2_gauc,h2_logloss,h2_brier,h2_ece,shuffle_gauc,zero_gauc,delta_h2_gauc,delta_shuffle_gauc,delta_zero_gauc,zero_sensitivity,shuffle_sensitivity,h2_sensitivity,correction_abs_mean,eeg_gradient_norm,backbone_best_epoch,eeg_best_epoch,elapsed_seconds,locked_test_accessed
U_U2_f3_U2-profile-bilinear_s1,U2,3,U2-profile-bilinear,1,17171,1513,15577,0.6266578312906984,0.6404902504902505,0.7068409873287922,0.601894661475814,0.1926246045849373,0.029917553898421382,0.6245254551198608,0.6045035803074666,0.19397368710982346,0.037581139280112065,0.6235415031743703,0.6229423160367216,0.002132376170837613,0.0031163281163281153,0.003715515253976842,0.019017649814486504,0.0025438929442316294,0.019315678626298904,0.09331192076206207,0.03824939036871334,21,3,22.416131019592285,False
U_U2_f3_U2-profile-bilinear_s2,U2,3,U2-profile-bilinear,2,17171,1513,15577,0.6092238375455159,0.6258822543197543,0.6637369076393466,0.6384469171658648,0.2054883504988598,0.07429181704205262,0.5892927197123001,0.6531793063090838,0.21227648449330216,0.02326531453781514,0.6210886141830197,0.5892995310827478,0.019931117833215772,-0.011864776637503849,0.019924306462768104,0.054293762892484665,0.016527175903320312,0.05446456000208855,0.24358205497264862,0.1629894304741226,3,4,15.505731582641602,False
U_U2_f1_U2-profile-film_s0,U2,1,U2-profile-film,0,17171,1513,15577,0.6063557752363723,0.5980614177489177,0.6015966678236724,0.6635578651686803,0.23555607549037358,0.07587852175307479,0.6063557752363723,0.6636841468870667,0.2356140725211456,0.07608641249856733,0.6063557752363723,0.6063557752363723,0.0,0.0,0.0,8.585958130424842e-05,1.8701608496485278e-05,0.00030859775142744184,0.0015107715735211968,0.0015268781341439318,23,1,19.439393281936646,False
U_U2_f1_U2-profile-film_s1,U2,1,U2-profile-film,1,17171,1513,15577,0.624454136245181,0.6185660387892531,0.6598750433877126,0.6274593221367859,0.2193960920358612,0.07215019241829317,0.6007448687299435,0.6671244971518293,0.237409882537074,0.09914089105444124,0.6035716439447782,0.5944750274601023,0.023709267515237498,0.020882492300402733,0.0299791087850787,0.05938881263136864,0.014389090240001678,0.07666584849357605,0.3664625585079193,0.3292107767628523,16,10,18.457009315490723,False
U_U2_f1_U2-profile-film_s2,U2,1,U2-profile-film,2,17171,1513,15577,0.5997743964161875,0.5965714972857832,0.5975702880944116,0.6593446332722352,0.2330304435855818,0.05123542872575088,0.5736625314983526,0.678562101222575,0.24251739728090793,0.098389659025788,0.5685851047791346,0.5765233357024402,0.026111864917834904,0.031189291637052863,0.023251060713747274,0.0683542937040329,0.021649371832609177,0.06686659902334213,0.3078673183917999,0.43287625337878843,6,8,13.445563077926636,False
U_U2_f2_U2-profile-film_s0,U2,2,U2-profile-film,0,17171,1513,15577,0.598284632034632,0.6025730750730751,0.5955369595536959,0.6251267478088642,0.2175312846902637,0.03293223438321435,0.5983193542568543,0.6252036381470542,0.217565606506226,0.0326941918792135,0.5971908820346321,0.5971908820346321,-3.472222222233867e-05,0.0010937499999998934,0.0010937499999998934,8.479107782477513e-05,2.7376243451726623e-05,0.00027083110762760043,0.001200526487082243,0.004233051838048806,7,1,12.506251335144043,False
U_U2_f2_U2-profile-film_s1,U2,2,U2-profile-film,1,17171,1513,15577,0.627007463023088,0.6296941946941946,0.6174945463648391,0.6133734413036944,0.21306859704848838,0.059992946187306315,0.6270016008297258,0.6167095313940761,0.21438897277702743,0.059973960296348314,0.6285936372655122,0.622010055916306,5.862193362182744e-06,-0.001586174242424243,0.004997407106781981,0.005129905417561531,0.0007967799319885671,0.011061604134738445,0.05221495404839516,0.09568370727383248,13,3,18.07865333557129,False
U_U2_f2_U2-profile-film_s2,U2,2,U2-profile-film,2,17171,1513,15577,0.6120238095238095,0.6126487401487402,0.5834853198869935,0.6222284244720443,0.21658939614943834,0.04700454058232875,0.6120238095238095,0.6222724632400553,0.2166059064648775,0.04711264548792135,0.6120238095238095,0.6086147186147186,0.0,0.0,0.003409090909090917,7.613874186063185e-05,1.9583103494369425e-05,0.00020262943871784955,0.0009582782513462007,0.015271240453611726,10,1,14.887269735336304,False
U_U2_f3_U2-profile-film_s0,U2,3,U2-profile-film,0,17171,1513,15577,0.6063275787926137,0.6219021641938308,0.6890793232256647,0.6157608994067658,0.19482094310456383,0.0694617203215722,0.5925710070814966,0.6507048830400756,0.21117203911371635,0.03812939879551824,0.5934088541606024,0.5805450280100629,0.013756571711117105,0.01291872463201127,0.02578255078255076,0.08139553666114807,0.038293492048978806,0.08218943327665329,0.3846568763256073,0.21581656119804615,5,6,15.921048879623413,False
U_U2_f3_U2-profile-film_s1,U2,3,U2-profile-film,1,17171,1513,15577,0.6246100927044983,0.6384419785461453,0.6968431846480627,0.6071429741773268,0.1950914191617,0.03634351406002718,0.6234737290681347,0.6074060735647827,0.19521956098659826,0.03633189522128852,0.6246100927044983,0.6234737290681347,0.001136363636363602,0.0,0.001136363636363602,0.0004238135297782719,4.447774335858412e-05,0.0012173739960417151,0.005958326160907745,0.010938619714518684,20,1,21.354440927505493,False
