phase,protocol_id,split_version,fold,seed,candidate,uses_eeg,control_type,score_variant,variant_family,power,base_weight,history_floor,history_cap,position_floor,position_cap,context_std_floor,context_std_ref,context_count_floor,context_count_ref,fallback_base_weight,mean_reliability,std_reliability,min_reliability,protocol_gauc,protocol_macro_user_auc,protocol_global_auc,local_context_macro_auc,local_pair_count,valid_context_count,valid_local_user_count,event_transfer_gauc,event_transfer_macro_user_auc,event_transfer_global_auc,event_valid_user_count
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p2_base0p025,v2s_reference,0.2,0.025,,,,,,,,,0.0,1.0,0.0,1.0,0.6438127090301003,0.6365777608634752,0.6438127090301003,0.6442988387274102,598,35,28,0.6168932394305529,0.6149338839070982,0.6433182922596321,28
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,hist_rel_f0p80_cap90_base0p025,history_reliability,0.2,0.025,0.8,90.0,,,,,,,0.0,0.9493346068131169,0.025042878757024368,0.8466666666666667,0.6421404682274248,0.6358395110180826,0.6421404682274248,0.643708238851096,598,35,28,0.617344446598178,0.616077720229506,0.6387712599791738,28
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,hist_rel_f0p70_cap100_base0p025,history_reliability,0.2,0.025,0.7,100.0,,,,,,,0.0,0.9016017191977077,0.0338078863219829,0.7629999999999999,0.6438127090301003,0.6403037967323683,0.6438127090301003,0.6472796674225245,598,35,28,0.6169464366479291,0.6163753392771251,0.6370357514751822,28
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,pos_rel_f0p80_cap20_base0p025,session_position_reliability,0.2,0.025,,,0.8,20.0,,,,,0.0,0.9115759312320917,0.06521362817962645,0.81,0.6471571906354515,0.6628794353794353,0.6471571906354515,0.6794122174122175,598,35,28,0.6076208782925201,0.5989728707139422,0.6378687955570983,28
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,std_rel_f0p70_ref1p0_base0p025,context_std_reliability,0.2,0.025,,,,,0.7,1.0,,,0.0,0.8904661918149902,0.0852910117392522,0.7,0.6421404682274248,0.6336015703872846,0.6421404682274248,0.6419178863464577,598,35,28,0.605214404169628,0.6016481567374425,0.6333564734467199,28
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,std_rel_f0p70_ref1p5_base0p025,context_std_reliability,0.2,0.025,,,,,0.7,1.5,,,0.0,0.8362800562166799,0.07212285303898557,0.7,0.6421404682274248,0.6336015703872846,0.6421404682274248,0.6419178863464577,598,35,28,0.6032429842131335,0.6011763468013468,0.6351266921207914,28
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,count_std_rel_f0p75_count12_std1p0_base0p025,context_count_std_reliability,0.2,0.025,,,,,0.75,1.0,0.75,12.0,0.0,0.8600538014106078,0.10230083493504538,0.578125,0.6421404682274248,0.6336015703872846,0.6421404682274248,0.6419178863464577,598,35,28,0.6185164006805798,0.6157947244554388,0.6314127039222492,28
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,hist_std_rel_fallback0p05,history_context_std_fallback,0.2,0.025,0.85,100.0,,,0.75,1.0,,,0.05,0.8644968756541032,0.0747575589280953,0.6853443829277214,0.6454849498327759,0.6397240193668765,0.6454849498327759,0.6468158455301313,598,35,28,0.6145156253365208,0.6131024316292174,0.6336688649774384,28
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,pos_std_rel_fallback0p05,position_context_std_fallback,0.2,0.025,,,0.8,20.0,0.75,1.0,,,0.05,0.8282883719684293,0.08640332037189778,0.6075,0.6438127090301003,0.6586702517059659,0.6438127090301003,0.6760448704734419,598,35,28,0.6027746548642071,0.5971166168487597,0.6356820548420687,28
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,hist_pos_std_rel_fallback0p05,history_position_context_std_fallback,0.2,0.025,0.85,100.0,0.85,20.0,0.75,1.0,,,0.05,0.8072620977296727,0.08201733734594702,0.587682808360521,0.6404682274247492,0.6570687777830635,0.6404682274247492,0.6747636913351199,598,35,28,0.6079843208201418,0.6056483628805057,0.6334953141270392,28
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,hist_pos_std_rel_fallback0p10,history_position_context_std_fallback,0.2,0.025,0.85,100.0,0.85,20.0,0.75,1.0,,,0.1,0.8072620977296727,0.08201733734594702,0.587682808360521,0.6438127090301003,0.6758187777830634,0.6438127090301003,0.6897636913351199,598,35,28,0.6116789429475997,0.6096591338555625,0.6342242276987158,28
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,count_hist_std_rel_fallback0p05,count_history_context_std_fallback,0.2,0.025,0.85,100.0,,,0.75,1.0,0.75,12.0,0.05,0.818625106772511,0.10476581909313915,0.538234375,0.6471571906354515,0.6415097336525909,0.6471571906354515,0.6482444169587026,598,35,28,0.6220839525317138,0.6206517127052843,0.6300937174592155,28
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p2_base0p025,v2s_reference,0.2,0.025,,,,,,,,,0.0,1.0,0.0,1.0,0.5736301369863014,0.5661336348836349,0.5736301369863014,0.5553978274811607,584,30,26,0.5585278003246754,0.5560777185777186,0.5811965811965812,26
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,hist_rel_f0p80_cap90_base0p025,history_reliability,0.2,0.025,0.8,90.0,,,,,,,0.0,0.9739388264669163,0.025924592202257783,0.8555555555555556,0.5667808219178082,0.5674080549080549,0.5667808219178082,0.5559732243065576,584,30,26,0.5577118281024531,0.556772163022163,0.5730429496119872,26
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,hist_rel_f0p70_cap100_base0p025,history_reliability,0.2,0.025,0.7,100.0,,,,,,,0.0,0.9380112359550562,0.03880750372883351,0.7749999999999999,0.5702054794520548,0.5675683113183113,0.5702054794520548,0.5561121131954465,584,30,26,0.5675358495670996,0.5648626836126835,0.5665701105031649,26
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,pos_rel_f0p80_cap20_base0p025,session_position_reliability,0.2,0.025,,,0.8,20.0,,,,,0.0,0.9205337078651686,0.0635114471568677,0.81,0.571917808219178,0.5679142616642616,0.571917808219178,0.5638193442360108,584,30,26,0.5596623602092353,0.5579470066970066,0.5762972499374173,26
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,std_rel_f0p70_ref1p0_base0p025,context_std_reliability,0.2,0.025,,,,,0.7,1.0,,,0.0,0.8550863842188141,0.07649228253422416,0.7,0.5787671232876712,0.5723658286158286,0.5787671232876712,0.5609974747474747,584,30,26,0.5743339646464647,0.5701204351204351,0.5684654722311626,26
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,std_rel_f0p70_ref1p5_base0p025,context_std_reliability,0.2,0.025,,,,,0.7,1.5,,,0.0,0.8079452244380123,0.06163934439276861,0.7,0.5804794520547946,0.5739683927183926,0.5804794520547946,0.5623863636363636,584,30,26,0.5770509785353536,0.572983682983683,0.5720773879769696,26
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,count_std_rel_f0p75_count12_std1p0_base0p025,context_count_std_reliability,0.2,0.025,,,,,0.75,1.0,0.75,12.0,0.0,0.8410019935615469,0.08562475470987012,0.578125,0.577054794520548,0.5709413271913272,0.577054794520548,0.5597629068462401,584,30,26,0.5786482007575757,0.5741126003626004,0.5809820119443551,26
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,hist_std_rel_fallback0p05,history_context_std_fallback,0.2,0.025,0.85,100.0,,,0.75,1.0,,,0.05,0.8521477553568615,0.06610510609035637,0.72975,0.5821917808219178,0.5832556332556332,0.5821917808219178,0.572406204906205,584,30,26,0.5836432404401155,0.5815230602730602,0.5674283875120695,26
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,pos_std_rel_fallback0p05,position_context_std_fallback,0.2,0.025,,,0.8,20.0,0.75,1.0,,,0.05,0.8099515760486288,0.08670271831403893,0.6075,0.5736301369863014,0.5730424667924667,0.5736301369863014,0.5682637886804555,584,30,26,0.5707786571067822,0.5677728752728752,0.5696813646604442,26
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,hist_pos_std_rel_fallback0p05,history_position_context_std_fallback,0.2,0.025,0.85,100.0,0.85,20.0,0.75,1.0,,,0.05,0.801926254707091,0.08028567579438756,0.625760625,0.571917808219178,0.5720809283309283,0.571917808219178,0.5674304553471219,584,30,26,0.573650680916306,0.5705742405742404,0.5647462718592426,26
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,hist_pos_std_rel_fallback0p10,history_position_context_std_fallback,0.2,0.025,0.85,100.0,0.85,20.0,0.75,1.0,,,0.1,0.801926254707091,0.08028567579438756,0.625760625,0.5804794520547946,0.5836931586931586,0.5804794520547946,0.5774943883277217,584,30,26,0.582906746031746,0.580538813038813,0.5683581876050495,26
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,count_hist_std_rel_fallback0p05,count_history_context_std_fallback,0.2,0.025,0.85,100.0,,,0.75,1.0,0.75,12.0,0.05,0.8153828162292227,0.08869361063382164,0.5625156250000001,0.5856164383561644,0.5885975135975136,0.5856164383561644,0.5775649350649351,584,30,26,0.5908196924603175,0.588228576978577,0.5779422808711512,26
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p2_base0p025,v2s_reference,0.2,0.025,,,,,,,,,0.0,1.0,0.0,1.0,0.6197411003236246,0.6746000133480784,0.6197411003236246,0.6537017545946118,618,28,24,0.6460955905011849,0.6666665972915973,0.6200834981322787,24
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,hist_rel_f0p80_cap90_base0p025,history_reliability,0.2,0.025,0.8,90.0,,,,,,,0.0,0.9883348895113602,0.02043372847516129,0.8644444444444445,0.6229773462783171,0.679170032145071,0.6229773462783171,0.6579321967714825,618,28,24,0.6483808052863996,0.6691219544344543,0.6181791547645206,24
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,hist_rel_f0p70_cap100_base0p025,history_reliability,0.2,0.025,0.7,100.0,,,,,,,0.0,0.968310924369748,0.0372885067789125,0.7869999999999999,0.627831715210356,0.6815535282785671,0.627831715210356,0.6599751934573365,618,28,24,0.6427769006440336,0.6640153712028711,0.6104885373178056,24
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,pos_rel_f0p80_cap20_base0p025,session_position_reliability,0.2,0.025,,,0.8,20.0,,,,,0.0,0.9303081232492997,0.06357390781398536,0.81,0.6618122977346278,0.68873854104988,0.6618122977346278,0.6673843418486275,618,28,24,0.6825316389127578,0.6910968776593777,0.6271881637735296,24
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,std_rel_f0p70_ref1p0_base0p025,context_std_reliability,0.2,0.025,,,,,0.7,1.0,,,0.0,0.8291242557130182,0.07078076906325767,0.7,0.6197411003236246,0.673297930014745,0.6197411003236246,0.652001074322503,618,28,24,0.6330045149101092,0.6538524438524439,0.6167508972387021,24
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,std_rel_f0p70_ref1p5_base0p025,context_std_reliability,0.2,0.025,,,,,0.7,1.5,,,0.0,0.7902238696587395,0.05956968103943509,0.7,0.6197411003236246,0.673442605940671,0.6197411003236246,0.6522845210345212,618,28,24,0.6349178793234738,0.6552799129882463,0.6171171171171171,24
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,count_std_rel_f0p75_count12_std1p0_base0p025,context_count_std_reliability,0.2,0.025,,,,,0.75,1.0,0.75,12.0,0.0,0.8281731046425379,0.0710294745386478,0.578125,0.6197411003236246,0.673297930014745,0.6197411003236246,0.652001074322503,618,28,24,0.6330045149101092,0.6538524438524439,0.6067897165458142,24
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,hist_std_rel_fallback0p05,history_context_std_fallback,0.2,0.025,0.85,100.0,,,0.75,1.0,,,0.05,0.8437433006000858,0.05604977293991866,0.715125,0.6343042071197411,0.6868419898170286,0.6343042071197411,0.6640829904222763,618,28,24,0.6462496031551975,0.6662670161628496,0.6184721306672527,24
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,pos_std_rel_fallback0p05,position_context_std_fallback,0.2,0.025,,,0.8,20.0,0.75,1.0,,,0.05,0.7979049814078668,0.07781302057652136,0.6408808063665541,0.6601941747572816,0.697095194483449,0.6601941747572816,0.6358300231514518,618,28,24,0.6825440002887556,0.7002188012604679,0.6282868234087746,24
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,hist_pos_std_rel_fallback0p05,history_position_context_std_fallback,0.2,0.025,0.85,100.0,0.85,20.0,0.75,1.0,,,0.05,0.7998622544574768,0.06909169630213752,0.6507637500000001,0.6601941747572816,0.6976782361574996,0.6601941747572816,0.6699555041519327,618,28,24,0.6819985861069778,0.6999442301525635,0.6231231231231231,24
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,hist_pos_std_rel_fallback0p10,history_position_context_std_fallback,0.2,0.025,0.85,100.0,0.85,20.0,0.75,1.0,,,0.1,0.7998622544574768,0.06909169630213752,0.6507637500000001,0.6601941747572816,0.6969993645904701,0.6601941747572816,0.6355390277711708,618,28,24,0.682474159484649,0.6995982219940554,0.6251373324544057,24
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,count_hist_std_rel_fallback0p05,count_history_context_std_fallback,0.2,0.025,0.85,100.0,,,0.75,1.0,0.75,12.0,0.05,0.8151543708679333,0.07224495143625816,0.5512421875,0.6343042071197411,0.6868419898170286,0.6343042071197411,0.6640829904222763,618,28,24,0.644141988547583,0.6644537445579112,0.608034864132425,24
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p2_base0p025,v2s_reference,0.2,0.025,,,,,,,,,0.0,1.0,0.0,1.0,0.6605351170568562,0.6485726442869301,0.6605351170568562,0.6606102521816807,598,35,28,0.6250325213758049,0.6242117175152889,0.6238458868448457,28
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,hist_rel_f0p80_cap90_base0p025,history_reliability,0.2,0.025,0.8,90.0,,,,,,,0.0,0.9493346068131169,0.025042878757024368,0.8466666666666667,0.6538461538461539,0.6493626446305018,0.6538461538461539,0.6654089191232048,598,35,28,0.6252467101720832,0.6275121538514395,0.6210690732384588,28
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,hist_rel_f0p70_cap100_base0p025,history_reliability,0.2,0.025,0.7,100.0,,,,,,,0.0,0.9016017191977077,0.0338078863219829,0.7629999999999999,0.657190635451505,0.6486587519623235,0.657190635451505,0.6636553287981859,598,35,28,0.6276975512050138,0.6297993326118325,0.6191947240541479,28
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,pos_rel_f0p80_cap20_base0p025,session_position_reliability,0.2,0.025,,,0.8,20.0,,,,,0.0,0.9115759312320917,0.06521362817962645,0.81,0.637123745819398,0.6365270509913367,0.637123745819398,0.650790627362056,598,35,28,0.5881868794555363,0.5789319427265857,0.6167650121485596,28
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,std_rel_f0p70_ref1p0_base0p025,context_std_reliability,0.2,0.025,,,,,0.7,1.0,,,0.0,0.8907239154040594,0.09009532531521743,0.7,0.6555183946488294,0.6437446019588877,0.6555183946488294,0.6567478183192469,598,35,28,0.6180401025177145,0.6120381536452966,0.6182922596320721,28
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,std_rel_f0p70_ref1p5_base0p025,context_std_reliability,0.2,0.025,,,,,0.7,1.5,,,0.0,0.8359379239216818,0.07363776745036933,0.7,0.6555183946488294,0.6437446019588877,0.6555183946488294,0.6567478183192469,598,35,28,0.608545153022765,0.6039068405139834,0.619368274904547,28
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,count_std_rel_f0p75_count12_std1p0_base0p025,context_count_std_reliability,0.2,0.025,,,,,0.75,1.0,0.75,12.0,0.0,0.8604635229122052,0.10621561752249106,0.578125,0.6555183946488294,0.6437446019588877,0.6555183946488294,0.6567478183192469,598,35,28,0.627561758308027,0.6258239710025426,0.6177021867407151,28
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,hist_std_rel_fallback0p05,history_context_std_fallback,0.2,0.025,0.85,100.0,,,0.75,1.0,,,0.05,0.8647520630425224,0.07874447897093644,0.6673728684176276,0.6588628762541806,0.650478823425252,0.6588628762541806,0.6615399573971003,598,35,28,0.6235943658331717,0.6193100219885935,0.6180145782714336,28
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,pos_std_rel_fallback0p05,position_context_std_fallback,0.2,0.025,,,0.8,20.0,0.75,1.0,,,0.05,0.8286622681699295,0.09044894470668317,0.6075,0.6387959866220736,0.635927270480842,0.6387959866220736,0.642755857898715,598,35,28,0.5897375675733885,0.5823467240431527,0.6170426935091982,28
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,hist_pos_std_rel_fallback0p05,history_position_context_std_fallback,0.2,0.025,0.85,100.0,0.85,20.0,0.75,1.0,,,0.05,0.8076266321434238,0.08613347409999825,0.5722722346681156,0.6337792642140468,0.623798113262399,0.6337792642140468,0.6324572940287226,598,35,28,0.5937449118046133,0.5867035362124647,0.6145435612634502,28
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,hist_pos_std_rel_fallback0p10,history_position_context_std_fallback,0.2,0.025,0.85,100.0,0.85,20.0,0.75,1.0,,,0.1,0.8076266321434238,0.08613347409999825,0.5722722346681156,0.6354515050167224,0.626221582650154,0.6354515050167224,0.6343960695389267,598,35,28,0.5927036893454803,0.5853855090015804,0.6151683443248872,28
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,count_hist_std_rel_fallback0p05,count_history_context_std_fallback,0.2,0.025,0.85,100.0,,,0.75,1.0,0.75,12.0,0.05,0.8190608623493025,0.10853944754738445,0.538234375,0.657190635451505,0.6482466805681091,0.657190635451505,0.6472542431113859,598,35,28,0.6300291830888846,0.6300858285233285,0.6162096494272822,28
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p2_base0p025,v2s_reference,0.2,0.025,,,,,,,,,0.0,1.0,0.0,1.0,0.5753424657534246,0.5688681688681689,0.5753424657534246,0.5692624659291325,584,30,26,0.5664878697691198,0.5623455248455248,0.5928548439008691,26
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,hist_rel_f0p80_cap90_base0p025,history_reliability,0.2,0.025,0.8,90.0,,,,,,,0.0,0.9739388264669163,0.025924592202257783,0.8555555555555556,0.583904109589041,0.5817929755429756,0.583904109589041,0.5804639650472984,584,30,26,0.5794021690115441,0.5765079827579828,0.5881343203518935,26
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,hist_rel_f0p70_cap100_base0p025,history_reliability,0.2,0.025,0.7,100.0,,,,,,,0.0,0.9380112359550562,0.03880750372883351,0.7749999999999999,0.5856164383561644,0.5800123487623488,0.5856164383561644,0.5789207551707551,584,30,26,0.5764556277056279,0.5724754412254411,0.5828058505882774,26
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,pos_rel_f0p80_cap20_base0p025,session_position_reliability,0.2,0.025,,,0.8,20.0,,,,,0.0,0.9205337078651686,0.0635114471568677,0.81,0.5736301369863014,0.5774736837236838,0.5736301369863014,0.5747496793330128,584,30,26,0.5635833784271284,0.5621784234284235,0.5989343060472767,26
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,std_rel_f0p70_ref1p0_base0p025,context_std_reliability,0.2,0.025,,,,,0.7,1.0,,,0.0,0.8437666078734261,0.0779923858740117,0.7,0.5821917808219178,0.5777738465238466,0.5821917808219178,0.5769807198973866,584,30,26,0.5797284226190477,0.5752925777925778,0.5844151199799735,26
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,std_rel_f0p70_ref1p5_base0p025,context_std_reliability,0.2,0.025,,,,,0.7,1.5,,,0.0,0.7992598744986423,0.06095056540853967,0.7,0.5821917808219178,0.5777738465238466,0.5821917808219178,0.5769807198973866,584,30,26,0.5757874503968254,0.5719165094165095,0.5863820047920466,26
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,count_std_rel_f0p75_count12_std1p0_base0p025,context_count_std_reliability,0.2,0.025,,,,,0.75,1.0,0.75,12.0,0.0,0.831823791083499,0.08485255668705471,0.578125,0.583904109589041,0.5790558978058978,0.583904109589041,0.5780918310084977,584,30,26,0.5824454365079365,0.5764357401857402,0.5975038443657692,26
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,hist_std_rel_fallback0p05,history_context_std_fallback,0.2,0.025,0.85,100.0,,,0.75,1.0,,,0.05,0.8429724976225543,0.06685225601104543,0.7153336214467808,0.589041095890411,0.5900906963406963,0.589041095890411,0.5876553230719899,584,30,26,0.5836607142857143,0.5809122359122358,0.5829846582984658,26
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,pos_std_rel_fallback0p05,position_context_std_fallback,0.2,0.025,,,0.8,20.0,0.75,1.0,,,0.05,0.801220018357847,0.08643297044255134,0.6075,0.5787671232876712,0.5800555925555926,0.5787671232876712,0.5769873336540002,584,30,26,0.583506718975469,0.5794549432049433,0.5943925902084898,26
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,hist_pos_std_rel_fallback0p05,history_position_context_std_fallback,0.2,0.025,0.85,100.0,0.85,20.0,0.75,1.0,,,0.05,0.7932671498757395,0.08021346091015939,0.625760625,0.583904109589041,0.5854788729788729,0.583904109589041,0.5811584094917428,584,30,26,0.5891628336940836,0.5848414548414549,0.5878482280155921,26
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,hist_pos_std_rel_fallback0p10,history_position_context_std_fallback,0.2,0.025,0.85,100.0,0.85,20.0,0.75,1.0,,,0.1,0.7932671498757395,0.08021346091015939,0.625760625,0.5873287671232876,0.5914592352092352,0.5873287671232876,0.5888413900913901,584,30,26,0.5934039051226552,0.5901197413697413,0.5903872975002682,26
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,count_hist_std_rel_fallback0p05,count_history_context_std_fallback,0.2,0.025,0.85,100.0,,,0.75,1.0,0.75,12.0,0.05,0.8064576195722837,0.08779260402957925,0.5625156250000001,0.5873287671232876,0.5858171920671921,0.5873287671232876,0.5820997675164342,584,30,26,0.5903360615079365,0.5861579624079624,0.5963594750205629,26
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p2_base0p025,v2s_reference,0.2,0.025,,,,,,,,,0.0,1.0,0.0,1.0,0.5679611650485437,0.6074353441058807,0.5679611650485437,0.601075901611616,618,28,24,0.5861256847270834,0.6040605536438869,0.6496740643082107,24
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,hist_rel_f0p80_cap90_base0p025,history_reliability,0.2,0.025,0.8,90.0,,,,,,,0.0,0.9883348895113602,0.02043372847516129,0.8644444444444445,0.5679611650485437,0.6070241598953544,0.5679611650485437,0.6008278857385999,618,28,24,0.585313996415395,0.6029444822153155,0.6498571742474182,24
