phase,protocol_id,split_version,fold,seed,candidate,uses_eeg,control_type,score_variant,variant_family,power,base_weight,history_floor,history_cap,position_floor,position_cap,context_std_floor,context_std_ref,context_count_floor,context_count_ref,fallback_base_weight,mean_reliability,std_reliability,min_reliability,protocol_gauc,protocol_macro_user_auc,protocol_global_auc,local_context_macro_auc,local_pair_count,valid_context_count,valid_local_user_count,event_transfer_gauc,event_transfer_macro_user_auc,event_transfer_global_auc,event_valid_user_count
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2026,V2H-local-real,True,real_eeg,hist_rel_f0p80_cap90_base0p025,history_reliability,0.2,0.025,0.8,90.0,,,,,,,0.0,0.9739388264669163,0.025924592202257783,0.8555555555555556,0.6421232876712328,0.6250316812816812,0.6421232876712328,0.6132681978515312,584,30,26,0.6059721094877346,0.6038042975542975,0.6202124235597037,26
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2026,V2H-local-real,True,real_eeg,hist_rel_f0p70_cap100_base0p025,history_reliability,0.2,0.025,0.7,100.0,,,,,,,0.0,0.9380112359550562,0.03880750372883351,0.7749999999999999,0.6438356164383562,0.6238296425796427,0.6438356164383562,0.6133375420875421,584,30,26,0.6038897907647909,0.602097902097902,0.6182813002896685,26
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2026,V2H-local-real,True,real_eeg,pos_rel_f0p80_cap20_base0p025,session_position_reliability,0.2,0.025,,,0.8,20.0,,,,,0.0,0.9205337078651686,0.0635114471568677,0.81,0.6352739726027398,0.6218364968364969,0.6352739726027398,0.6212133237133236,584,30,26,0.6386999458874458,0.6367966755466755,0.6238601008475485,26
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2026,V2H-local-real,True,real_eeg,std_rel_f0p70_ref1p0_base0p025,context_std_reliability,0.2,0.025,,,,,0.7,1.0,,,0.0,0.9320671905005288,0.07231061919986757,0.7,0.6455479452054794,0.6386890886890887,0.6455479452054794,0.6251046176046177,584,30,26,0.6386962256493507,0.6391613941613941,0.6093409147802453,26
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2026,V2H-local-real,True,real_eeg,std_rel_f0p70_ref1p5_base0p025,context_std_reliability,0.2,0.025,,,,,0.7,1.5,,,0.0,0.8730021357761035,0.07157780417106055,0.7,0.6438356164383562,0.6370865245865246,0.6438356164383562,0.6237157287157288,584,30,26,0.6331603986291486,0.6336738261738262,0.6068733683796446,26
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2026,V2H-local-real,True,real_eeg,count_std_rel_f0p75_count12_std1p0_base0p025,context_count_std_reliability,0.2,0.025,,,,,0.75,1.0,0.75,12.0,0.0,0.902789489510417,0.08978195562735822,0.578125,0.6472602739726028,0.64011359011359,0.6472602739726028,0.6263391855058522,584,30,26,0.651822803932179,0.6513434713434715,0.6198548081393269,26
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2026,V2H-local-real,True,real_eeg,hist_std_rel_fallback0p05,history_context_std_fallback,0.2,0.025,0.85,100.0,,,0.75,1.0,,,0.05,0.9142260795699109,0.0621498214758509,0.729708396024707,0.6472602739726028,0.6330445017945018,0.6472602739726028,0.6202126422959757,584,30,26,0.6309145021645022,0.6299814537314538,0.6103779994993384,26
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2026,V2H-local-real,True,real_eeg,pos_std_rel_fallback0p05,position_context_std_fallback,0.2,0.025,,,0.8,20.0,0.75,1.0,,,0.05,0.8684388874449616,0.08124909588515712,0.6075,0.6335616438356164,0.6196997446997449,0.6335616438356164,0.6128799903799903,584,30,26,0.6345431998556998,0.6320576645576647,0.6191753388406108,26
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2026,V2H-local-real,True,real_eeg,hist_pos_std_rel_fallback0p05,history_position_context_std_fallback,0.2,0.025,0.85,100.0,0.85,20.0,0.75,1.0,,,0.05,0.8598981163433249,0.0742917542331568,0.6257249495911863,0.6404109589041096,0.6280686905686905,0.6404109589041096,0.6219849286515954,584,30,26,0.6406543109668109,0.6381296018796019,0.616493223187784,26
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2026,V2H-local-real,True,real_eeg,hist_pos_std_rel_fallback0p10,history_position_context_std_fallback,0.2,0.025,0.85,100.0,0.85,20.0,0.75,1.0,,,0.1,0.8598981163433249,0.0742917542331568,0.6257249495911863,0.636986301369863,0.6246346246346247,0.636986301369863,0.6190087381754048,584,30,26,0.6373432990620491,0.634695535945536,0.6180309694954046,26
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2026,V2H-local-real,True,real_eeg,count_hist_std_rel_fallback0p05,count_history_context_std_fallback,0.2,0.025,0.85,100.0,,,0.75,1.0,0.75,12.0,0.05,0.8751951354738297,0.09227544417970741,0.5625156250000001,0.6506849315068494,0.6375851000851,0.6506849315068494,0.6246769280102614,584,30,26,0.6498373241341991,0.6480962555962557,0.6181382541215177,26
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2026,V2H-local-real,True,real_eeg,margin_power0p2_base0p025,v2s_reference,0.2,0.025,,,,,,,,,0.0,1.0,0.0,1.0,0.6779935275080906,0.7017616679607134,0.6779935275080906,0.6808872344586632,618,28,24,0.6931810322544589,0.7040752303252303,0.5716326082179741,24
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2026,V2H-local-real,True,real_eeg,hist_rel_f0p80_cap90_base0p025,history_reliability,0.2,0.025,0.8,90.0,,,,,,,0.0,0.9883348895113602,0.02043372847516129,0.8644444444444445,0.6682847896440129,0.6938863372728828,0.6682847896440129,0.674136951011951,618,28,24,0.6860062625796891,0.6967554551929552,0.5665421519080056,24
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2026,V2H-local-real,True,real_eeg,hist_rel_f0p70_cap100_base0p025,history_reliability,0.2,0.025,0.7,100.0,,,,,,,0.0,0.968310924369748,0.0372885067789125,0.7869999999999999,0.6715210355987055,0.6945752054127311,0.6715210355987055,0.6722326615183757,618,28,24,0.6896914662648929,0.7013294190377524,0.5602431699992675,24
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2026,V2H-local-real,True,real_eeg,pos_rel_f0p80_cap20_base0p025,session_position_reliability,0.2,0.025,,,0.8,20.0,,,,,0.0,0.9303081232492997,0.06357390781398536,0.81,0.6537216828478964,0.6655042982198878,0.6537216828478964,0.6526324931682074,618,28,24,0.648695215041369,0.6626237111653779,0.5627334651724896,24
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2026,V2H-local-real,True,real_eeg,std_rel_f0p70_ref1p0_base0p025,context_std_reliability,0.2,0.025,,,,,0.7,1.0,,,0.0,0.890583344906965,0.06830598256643601,0.7,0.6715210355987055,0.6948866679607134,0.6715210355987055,0.6735062820777106,618,28,24,0.6801038316772582,0.6929536474328142,0.55786274078957,24
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2026,V2H-local-real,True,real_eeg,std_rel_f0p70_ref1p5_base0p025,context_std_reliability,0.2,0.025,,,,,0.7,1.5,,,0.0,0.8369480821035489,0.06633209462423569,0.7,0.6682847896440129,0.6912452113780804,0.6682847896440129,0.6653430167715882,618,28,24,0.6819838960573227,0.6943480477855477,0.5595473522302791,24
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2026,V2H-local-real,True,real_eeg,count_std_rel_f0p75_count12_std1p0_base0p025,context_count_std_reliability,0.2,0.025,,,,,0.75,1.0,0.75,12.0,0.0,0.8782369819947502,0.07738447497774993,0.578125,0.6731391585760518,0.6941023542352233,0.6731391585760518,0.667791996363425,618,28,24,0.6880972271706537,0.6999058079266414,0.5515637588808321,24
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2026,V2H-local-real,True,real_eeg,hist_std_rel_fallback0p05,history_context_std_fallback,0.2,0.025,0.85,100.0,,,0.75,1.0,,,0.05,0.8942321098536252,0.05536786103983795,0.715125,0.6634304207119741,0.6877387178715869,0.6634304207119741,0.6665041175755462,618,28,24,0.6762853017223647,0.6891572509280843,0.5594008642789131,24
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2026,V2H-local-real,True,real_eeg,pos_std_rel_fallback0p05,position_context_std_fallback,0.2,0.025,,,0.8,20.0,0.75,1.0,,,0.05,0.8458118407186872,0.08155032959628679,0.6322035143963183,0.6601941747572816,0.6716407620646848,0.6601941747572816,0.6578923193208908,618,28,24,0.6611952150413689,0.6748916785375118,0.559693840181645,24
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2026,V2H-local-real,True,real_eeg,hist_pos_std_rel_fallback0p05,history_position_context_std_fallback,0.2,0.025,0.85,100.0,0.85,20.0,0.75,1.0,,,0.05,0.8479159922586569,0.07258703492832785,0.6507637500000001,0.6553398058252428,0.6693896046572775,0.6553398058252428,0.6481502558288271,618,28,24,0.6615393153854693,0.6756732041107041,0.5598403281330111,24
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2026,V2H-local-real,True,real_eeg,hist_pos_std_rel_fallback0p10,history_position_context_std_fallback,0.2,0.025,0.85,100.0,0.85,20.0,0.75,1.0,,,0.1,0.8479159922586569,0.07258703492832785,0.6507637500000001,0.6553398058252428,0.6700512558918454,0.6553398058252428,0.6565298854584568,618,28,24,0.6619472407933946,0.6758043769502103,0.5615249395737201,24
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2026,V2H-local-real,True,real_eeg,count_hist_std_rel_fallback0p05,count_history_context_std_fallback,0.2,0.025,0.85,100.0,,,0.75,1.0,0.75,12.0,0.05,0.8645209646999166,0.0794319567764028,0.5512421875,0.6634304207119741,0.6869544041460965,0.6634304207119741,0.6607898318612605,618,28,24,0.6813552317922948,0.6940183620391954,0.5499890134036476,24
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2027,V2H-local-real,True,real_eeg,margin_power0p2_base0p025,v2s_reference,0.2,0.025,,,,,,,,,0.0,1.0,0.0,1.0,0.7290969899665551,0.7342876369662085,0.7290969899665551,0.7582787054215625,598,35,28,0.7135406301824212,0.7093998660070089,0.5841374522735161,28
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2027,V2H-local-real,True,real_eeg,hist_rel_f0p80_cap90_base0p025,history_reliability,0.2,0.025,0.8,90.0,,,,,,,0.0,0.9493346068131169,0.025042878757024368,0.8466666666666667,0.7190635451505016,0.7367019488448061,0.7190635451505016,0.7552650999793856,598,35,28,0.720229587990782,0.7192258683776541,0.5852481777160708,28
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2027,V2H-local-real,True,real_eeg,hist_rel_f0p70_cap100_base0p025,history_reliability,0.2,0.025,0.7,100.0,,,,,,,0.0,0.9016017191977077,0.0338078863219829,0.7629999999999999,0.717391304347826,0.7355941446120019,0.717391304347826,0.7529899677042534,598,35,28,0.7232571988542138,0.7241864649900366,0.586671294689344,28
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2027,V2H-local-real,True,real_eeg,pos_rel_f0p80_cap20_base0p025,session_position_reliability,0.2,0.025,,,0.8,20.0,,,,,0.0,0.9115759312320917,0.06521362817962645,0.81,0.7073578595317725,0.72645109850467,0.7073578595317725,0.7373421974850547,598,35,28,0.661976911976912,0.6490056818181819,0.5793474488024991,28
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2027,V2H-local-real,True,real_eeg,std_rel_f0p70_ref1p0_base0p025,context_std_reliability,0.2,0.025,,,,,0.7,1.0,,,0.0,0.9347310470564213,0.07426178373401887,0.7,0.7307692307692307,0.7372638274423988,0.7307692307692307,0.760659657802515,598,35,28,0.7405531864487088,0.7387862038754898,0.595001735508504,28
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2027,V2H-local-real,True,real_eeg,std_rel_f0p70_ref1p5_base0p025,context_std_reliability,0.2,0.025,,,,,0.7,1.5,,,0.0,0.8924695706558414,0.08669215609380927,0.7,0.7290969899665551,0.7340170741956455,0.7290969899665551,0.7580622552051123,598,35,28,0.7287353276905516,0.7288418625025769,0.5920166608816384,28
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2027,V2H-local-real,True,real_eeg,count_std_rel_f0p75_count12_std1p0_base0p025,context_count_std_reliability,0.2,0.025,,,,,0.75,1.0,0.75,12.0,0.0,0.8949596108443543,0.0990826763280424,0.578125,0.7307692307692307,0.7372638274423988,0.7307692307692307,0.760659657802515,598,35,28,0.7428653270444315,0.7444726602762318,0.597500867754252,28
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2027,V2H-local-real,True,real_eeg,hist_std_rel_fallback0p05,history_context_std_fallback,0.2,0.025,0.85,100.0,,,0.75,1.0,,,0.05,0.8994988074278707,0.0665119724760949,0.69825,0.7240802675585284,0.7227847152847154,0.7240802675585284,0.7441313131313131,598,35,28,0.7365362581034223,0.7337690038136467,0.594793474488025,28
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2027,V2H-local-real,True,real_eeg,pos_std_rel_fallback0p05,position_context_std_fallback,0.2,0.025,,,0.8,20.0,0.75,1.0,,,0.05,0.8622744019717788,0.08652573860350377,0.6075,0.7073578595317725,0.72645109850467,0.7073578595317725,0.7373421974850547,598,35,28,0.6866156231827873,0.6787959312512885,0.5902117320374869,28
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2027,V2H-local-real,True,real_eeg,hist_pos_std_rel_fallback0p05,history_position_context_std_fallback,0.2,0.025,0.85,100.0,0.85,20.0,0.75,1.0,,,0.05,0.8402185684136566,0.08030401242533992,0.598749375,0.7123745819397993,0.7302351121101122,0.7123745819397993,0.7403694083694085,598,35,28,0.707085890891861,0.7002103303442588,0.5934744880249913,28
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2027,V2H-local-real,True,real_eeg,hist_pos_std_rel_fallback0p10,history_position_context_std_fallback,0.2,0.025,0.85,100.0,0.85,20.0,0.75,1.0,,,0.1,0.8402185684136566,0.08030401242533992,0.598749375,0.7107023411371237,0.7220505883005883,0.7107023411371237,0.7330281385281385,598,35,28,0.7048233938532446,0.6971349335188621,0.5945505032974662,28
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2027,V2H-local-real,True,real_eeg,count_hist_std_rel_fallback0p05,count_history_context_std_fallback,0.2,0.025,0.85,100.0,,,0.75,1.0,0.75,12.0,0.05,0.851776871812611,0.1021810961915074,0.538234375,0.7224080267558528,0.7205525724275725,0.7224080267558528,0.7298455988455989,598,35,28,0.7311156339514548,0.7314069908266339,0.5969455050329747,28
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2027,V2H-local-real,True,real_eeg,margin_power0p2_base0p025,v2s_reference,0.2,0.025,,,,,,,,,0.0,1.0,0.0,1.0,0.6472602739726028,0.6323082010582011,0.6472602739726028,0.6201036155202824,584,30,26,0.613833198051948,0.6125542050542051,0.6085899223974538,26
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2027,V2H-local-real,True,real_eeg,hist_rel_f0p80_cap90_base0p025,history_reliability,0.2,0.025,0.8,90.0,,,,,,,0.0,0.9739388264669163,0.025924592202257783,0.8555555555555556,0.6455479452054794,0.6219983719983719,0.6455479452054794,0.611168430335097,584,30,26,0.6062598079004329,0.6029825267325267,0.61112899188213,26
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2027,V2H-local-real,True,real_eeg,hist_rel_f0p70_cap100_base0p025,history_reliability,0.2,0.025,0.7,100.0,,,,,,,0.0,0.9380112359550562,0.03880750372883351,0.7749999999999999,0.648972602739726,0.6246336996336996,0.648972602739726,0.6139814814814816,584,30,26,0.6060712031024532,0.6027623765123764,0.6113077995923184,26
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2027,V2H-local-real,True,real_eeg,pos_rel_f0p80_cap20_base0p025,session_position_reliability,0.2,0.025,,,0.8,20.0,,,,,0.0,0.9205337078651686,0.0635114471568677,0.81,0.6541095890410958,0.6400005087505088,0.6541095890410958,0.6393364197530863,584,30,26,0.6503135146103896,0.6463037888037888,0.620212423559704,26
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2027,V2H-local-real,True,real_eeg,std_rel_f0p70_ref1p0_base0p025,context_std_reliability,0.2,0.025,,,,,0.7,1.0,,,0.0,0.9205178025467808,0.0698736763534046,0.7,0.648972602739726,0.6339107651607652,0.648972602739726,0.6214925044091711,584,30,26,0.6452861201298702,0.6435336422836424,0.5958588134320352,26
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2027,V2H-local-real,True,real_eeg,std_rel_f0p70_ref1p5_base0p025,context_std_reliability,0.2,0.025,,,,,0.7,1.5,,,0.0,0.8614343430014358,0.06815775769049852,0.7,0.6506849315068494,0.6371158933658934,0.6506849315068494,0.6242702821869489,584,30,26,0.6403455312049062,0.6389618252118253,0.594714444086829,26
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2027,V2H-local-real,True,real_eeg,count_std_rel_f0p75_count12_std1p0_base0p025,context_count_std_reliability,0.2,0.025,,,,,0.75,1.0,0.75,12.0,0.0,0.8932828121529744,0.08556981226855843,0.578125,0.6506849315068494,0.6371158933658934,0.6506849315068494,0.6242702821869489,584,30,26,0.6432130456349208,0.6417805342805344,0.6110217072560169,26
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2027,V2H-local-real,True,real_eeg,hist_std_rel_fallback0p05,history_context_std_fallback,0.2,0.025,0.85,100.0,,,0.75,1.0,,,0.05,0.9049136091627868,0.060500682888885715,0.72975,0.6438356164383562,0.6216244403744404,0.6438356164383562,0.610844356261023,584,30,26,0.6281885822510823,0.6256723369223369,0.5993276830096914,26
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2027,V2H-local-real,True,real_eeg,pos_std_rel_fallback0p05,position_context_std_fallback,0.2,0.025,,,0.8,20.0,0.75,1.0,,,0.05,0.8595978038306241,0.07987184348098915,0.6075,0.6541095890410958,0.641870166870167,0.6541095890410958,0.6344753086419753,584,30,26,0.6545844606782106,0.6506466681466682,0.6069806530057577,26
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2027,V2H-local-real,True,real_eeg,hist_pos_std_rel_fallback0p05,history_position_context_std_fallback,0.2,0.025,0.85,100.0,0.85,20.0,0.75,1.0,,,0.05,0.8511539164028655,0.07308794925179413,0.625760625,0.6592465753424658,0.6411324786324786,0.6592465753424658,0.6356878306878306,584,30,26,0.6534297213203464,0.6498312798312799,0.6055144297822121,26
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2027,V2H-local-real,True,real_eeg,hist_pos_std_rel_fallback0p10,history_position_context_std_fallback,0.2,0.025,0.85,100.0,0.85,20.0,0.75,1.0,,,0.1,0.8511539164028655,0.07308794925179413,0.625760625,0.6558219178082192,0.6387998575498576,0.6558219178082192,0.6318143738977071,584,30,26,0.6533889114357865,0.6492545417545418,0.6070164145477953,26
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2027,V2H-local-real,True,real_eeg,count_hist_std_rel_fallback0p05,count_history_context_std_fallback,0.2,0.025,0.85,100.0,,,0.75,1.0,0.75,12.0,0.05,0.8659895879223865,0.08839942599254111,0.5625156250000001,0.648972602739726,0.6288359788359789,0.648972602739726,0.6170943562610229,584,30,26,0.6372976415945166,0.6353071465571466,0.6109144226299039,26
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2027,V2H-local-real,True,real_eeg,margin_power0p2_base0p025,v2s_reference,0.2,0.025,,,,,,,,,0.0,1.0,0.0,1.0,0.6440129449838188,0.6697547127603887,0.6440129449838188,0.6538260086474372,618,28,24,0.662227603398932,0.6772524774608107,0.5691789350325935,24
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2027,V2H-local-real,True,real_eeg,hist_rel_f0p80_cap90_base0p025,history_reliability,0.2,0.025,0.8,90.0,,,,,,,0.0,0.9883348895113602,0.02043372847516129,0.8644444444444445,0.6601941747572816,0.6906854829729571,0.6601941747572816,0.6721843797736655,618,28,24,0.676595180266509,0.6926652861027861,0.5639053687834176,24
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2027,V2H-local-real,True,real_eeg,hist_rel_f0p70_cap100_base0p025,history_reliability,0.2,0.025,0.7,100.0,,,,,,,0.0,0.968310924369748,0.0372885067789125,0.7869999999999999,0.6666666666666666,0.7017462545600445,0.6666666666666666,0.6818738966060395,618,28,24,0.6854692122174639,0.7009273943648943,0.5580458507287775,24
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2027,V2H-local-real,True,real_eeg,pos_rel_f0p80_cap20_base0p025,session_position_reliability,0.2,0.025,,,0.8,20.0,,,,,0.0,0.9303081232492997,0.06357390781398536,0.81,0.6779935275080906,0.7034164554354506,0.6779935275080906,0.6696144397930112,618,28,24,0.6875408779254933,0.7012818816985483,0.5646378085402476,24
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2027,V2H-local-real,True,real_eeg,std_rel_f0p70_ref1p0_base0p025,context_std_reliability,0.2,0.025,,,,,0.7,1.0,,,0.0,0.889785411187631,0.07516685011436014,0.7,0.6488673139158576,0.6737904821607413,0.6488673139158576,0.6574446783375355,618,28,24,0.6557313219026506,0.6710658592950259,0.5507946971361606,24
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2027,V2H-local-real,True,real_eeg,std_rel_f0p70_ref1p5_base0p025,context_std_reliability,0.2,0.025,,,,,0.7,1.5,,,0.0,0.8359782165167743,0.06786159635993821,0.7,0.6504854368932039,0.6755771985307911,0.6504854368932039,0.6589761495118639,618,28,24,0.6551068201417852,0.670248408998409,0.5539808100783711,24
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2027,V2H-local-real,True,real_eeg,count_std_rel_f0p75_count12_std1p0_base0p025,context_count_std_reliability,0.2,0.025,,,,,0.75,1.0,0.75,12.0,0.0,0.8776013102859956,0.08167971645928372,0.578125,0.6472491909385113,0.6722472722841982,0.6472491909385113,0.6561219270147841,618,28,24,0.6587227748941036,0.6736893160851495,0.5400278327107595,24
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2027,V2H-local-real,True,real_eeg,hist_std_rel_fallback0p05,history_context_std_fallback,0.2,0.025,0.85,100.0,,,0.75,1.0,,,0.05,0.8937371339897655,0.06344971814564437,0.715125,0.6699029126213593,0.702943859038899,0.6699029126213593,0.6830598535062821,618,28,24,0.6807198822933088,0.6973788017538017,0.551124295026734,24
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2027,V2H-local-real,True,real_eeg,pos_std_rel_fallback0p05,position_context_std_fallback,0.2,0.025,,,0.8,20.0,0.75,1.0,,,0.05,0.8451580941512808,0.08451126651473329,0.6194328212443047,0.6828478964401294,0.7071253528367821,0.6828478964401294,0.6796530916173774,618,28,24,0.6925551818034336,0.7071547973631307,0.5516370028565151,24
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2027,V2H-local-real,True,real_eeg,hist_pos_std_rel_fallback0p05,history_position_context_std_fallback,0.2,0.025,0.85,100.0,0.85,20.0,0.75,1.0,,,0.05,0.8474205679458398,0.07784918374018633,0.6507637500000001,0.6812297734627831,0.711032053774733,0.6812297734627831,0.6828422536458252,618,28,24,0.6922858803977685,0.708318167172334,0.5473156082912181,24
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2027,V2H-local-real,True,real_eeg,hist_pos_std_rel_fallback0p10,history_position_context_std_fallback,0.2,0.025,0.85,100.0,0.85,20.0,0.75,1.0,,,0.1,0.8474205679458398,0.07784918374018633,0.6507637500000001,0.6844660194174758,0.7164619479546271,0.6844660194174758,0.6874964486571631,618,28,24,0.6975361856480737,0.7134702835744502,0.5488171097927196,24
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2027,V2H-local-real,True,real_eeg,count_hist_std_rel_fallback0p05,count_history_context_std_fallback,0.2,0.025,0.85,100.0,,,0.75,1.0,0.75,12.0,0.05,0.8640495675768717,0.0851422533910454,0.5512421875,0.6731391585760518,0.7064389248283726,0.6731391585760518,0.6863194906944906,618,28,24,0.6860950626684893,0.7024162797079464,0.5385995751849411,24
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2028,V2H-local-real,True,real_eeg,margin_power0p2_base0p025,v2s_reference,0.2,0.025,,,,,,,,,0.0,1.0,0.0,1.0,0.7324414715719063,0.7629730983302414,0.7324414715719063,0.7841880024737168,598,35,28,0.7242385475221296,0.7209847196454341,0.5806317250954529,28
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2028,V2H-local-real,True,real_eeg,hist_rel_f0p80_cap90_base0p025,history_reliability,0.2,0.025,0.8,90.0,,,,,,,0.0,0.9493346068131169,0.025042878757024368,0.8466666666666667,0.717391304347826,0.7558831512402941,0.717391304347826,0.7773255686112829,598,35,28,0.7238322456979175,0.7247373179069607,0.5809788267962512,28
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2028,V2H-local-real,True,real_eeg,hist_rel_f0p70_cap100_base0p025,history_reliability,0.2,0.025,0.7,100.0,,,,,,,0.0,0.9016017191977077,0.0338078863219829,0.7629999999999999,0.7123745819397993,0.7461139786139788,0.7123745819397993,0.7639699374699375,598,35,28,0.7166203613964809,0.7171195801552945,0.5806664352655329,28
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2028,V2H-local-real,True,real_eeg,pos_rel_f0p80_cap20_base0p025,session_position_reliability,0.2,0.025,,,0.8,20.0,,,,,0.0,0.9115759312320917,0.06521362817962645,0.81,0.7073578595317725,0.7410784949177807,0.7073578595317725,0.7470599876314162,598,35,28,0.6637666645129332,0.6498568594104308,0.5753210690732384,28
V2-U,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2028,V2H-local-real,True,real_eeg,std_rel_f0p70_ref1p0_base0p025,context_std_reliability,0.2,0.025,,,,,0.7,1.0,,,0.0,0.9340017255903253,0.07717161061794212,0.7,0.7307692307692307,0.7619810348381779,0.7307692307692307,0.783394351680066,598,35,28,0.7350132454610068,0.7279121572871575,0.5893092676154114,28
