candidate,score_variant,uses_eeg,control_type,variant_family,seed_count,mean_protocol_gauc,std_protocol_gauc,mean_protocol_macro_user_auc,mean_protocol_global_auc,mean_event_transfer_gauc,mean_event_transfer_macro_user_auc,mean_event_transfer_global_auc,seed_beats_current_champion_rate,seed_hits_0p8_rate
V2H-local-H2_E0,eeg_only,False,H2_E0_non_eeg,baseline,5,0.596619301460949,0.008011982882051369,0.6026537669748192,0.596619301460949,0.587174204846623,0.589970373248151,0.6142817161627708,0.0,0.0
V2H-local-H2_E0,session_rank_eeg_base0p10,False,H2_E0_non_eeg,session_block_listwise,5,0.596555943449393,0.007916630505417724,0.6025536741663932,0.596555943449393,0.5911031925648321,0.5945525638015716,0.5727037687248189,0.0,0.0
V2H-local-real,sqrt_margin_eeg_base0p05,True,real_eeg,margin_shrinkage,5,0.6772939977796371,0.006342953266409711,0.6871659513421072,0.6772939977796371,0.6701697077618007,0.6736682181354801,0.5891799240033528,1.0,0.0
V2H-local-real,hist_gate_floor0p25_cap10_base0p05,True,real_eeg,history_reliability,5,0.6760938781668874,0.007303294553826833,0.6805579847699132,0.6760938781668874,0.6688599504001635,0.6710287662073375,0.5879110260896727,1.0,0.0
V2H-local-real,hist_gate_floor0p25_cap20_base0p05,True,real_eeg,history_reliability,5,0.6760938781668874,0.007303294553826833,0.6805579847699132,0.6760938781668874,0.6688599504001635,0.6710287662073375,0.5879110260896727,1.0,0.0
V2H-local-real,hist_gate_floor0p25_cap5_base0p05,True,real_eeg,history_reliability,5,0.6760938781668874,0.007303294553826833,0.6805579847699132,0.6760938781668874,0.6688599504001635,0.6710287662073375,0.5879110260896727,1.0,0.0
V2H-local-real,hist_gate_floor0p50_cap10_base0p05,True,real_eeg,history_reliability,5,0.6760938781668874,0.007303294553826833,0.6805579847699132,0.6760938781668874,0.6688599504001635,0.6710287662073375,0.5879110260896727,1.0,0.0
V2H-local-real,v2n_eeg_base_0p05,True,real_eeg,v2n_reference,5,0.6760938781668874,0.007303294553826833,0.6805579847699132,0.6760938781668874,0.6688599504001635,0.6710287662073375,0.5879110260896727,1.0,0.0
V2H-local-real,eeg_only,True,real_eeg,baseline,5,0.6756975219324226,0.006467477685606493,0.6780740753672072,0.6756975219324226,0.6679187710470293,0.6682603549815852,0.5871749758487417,1.0,0.0
V2H-local-real,session_rank_eeg_base0p05,True,real_eeg,session_block_listwise,5,0.6756975219324226,0.006467477685606493,0.6780740753672072,0.6756975219324226,0.6666678117468632,0.6672780447433226,0.6255896899628969,1.0,0.0
V2H-local-real,session_z_eeg_base0p05,True,real_eeg,session_block_listwise,5,0.6754215074320085,0.0069582925700650295,0.6800101689674289,0.6754215074320085,0.6680463135981871,0.6703264765437386,0.6254880318461438,1.0,0.0
V2H-local-real,session_rank_eeg_base0p10,True,real_eeg,session_block_listwise,5,0.6754126014665979,0.0061871989088507,0.677932227136073,0.6754126014665979,0.6668748178093751,0.66750781794631,0.6264146148678764,1.0,0.0
V2H-local-real,session_z_eeg_base0p10,True,real_eeg,session_block_listwise,5,0.6752308792456361,0.007245257253024883,0.6811742951141571,0.6752308792456361,0.6674156639875918,0.6695016142734397,0.6255574376516823,1.0,0.0
V2H-local-real,agreement_gate0p10_base0p05,True,real_eeg,eeg_base_agreement,5,0.6750485355345794,0.006408748562319871,0.6789604113317855,0.6750485355345794,0.6644409761367134,0.6669411834858263,0.5902385928202707,1.0,0.0
V2H-local-real,agreement_gate0p25_base0p05,True,real_eeg,eeg_base_agreement,5,0.672101077369759,0.006050994321235687,0.6770475662529833,0.672101077369759,0.6617736715535761,0.6647836884969822,0.5931642487645641,1.0,0.0
V2H-local-shuffle,agreement_gate0p25_base0p05,False,shuffle_eeg_control,eeg_base_agreement,5,0.6369377843687852,0.0074477878456298986,0.650840670374224,0.6369377843687852,0.6330402788480674,0.6346906664763807,0.6076923597008254,1.0,0.0
V2H-local-shuffle,sqrt_margin_eeg_base0p05,False,shuffle_eeg_control,margin_shrinkage,5,0.6366148825798872,0.0054891045213099525,0.6527976412023094,0.6366148825798872,0.6345920008057881,0.6362508784572276,0.599980905047829,1.0,0.0
V2H-local-shuffle,session_z_eeg_base0p10,False,shuffle_eeg_control,session_block_listwise,5,0.6344746622071602,0.005934760208158225,0.6472119921616165,0.6344746622071602,0.6404960591921227,0.6414261814757847,0.6071313626841599,1.0,0.0
V2H-local-shuffle,agreement_gate0p10_base0p05,False,shuffle_eeg_control,eeg_base_agreement,5,0.6337159698341805,0.006289572250689839,0.6448934363077486,0.6337159698341805,0.628056299963711,0.6293707394530808,0.6022274372150258,1.0,0.0
