phase,protocol_id,split_version,fold,seed,candidate,uses_eeg,control_type,score_variant,variant_family,base_weight,history_floor,history_cap,agreement_gamma,selected_alignment,stage1_source,protocol_gauc,protocol_macro_user_auc,protocol_global_auc,local_context_macro_auc,local_pair_count,valid_context_count,valid_local_user_count,event_transfer_gauc,event_transfer_macro_user_auc,event_transfer_global_auc,event_valid_user_count
V2-O,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2029,V2H-local-H2_E0,False,H2_E0_non_eeg,session_rank_eeg_base0p05,session_block_listwise,0.05,,,,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.559931506849315,0.5481467606467606,0.559931506849315,0.540338303671637,584,30,26,0.5404725829725829,0.5374931087431087,0.544093981332475,26
V2-O,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2029,V2H-local-H2_E0,False,H2_E0_non_eeg,session_rank_eeg_base0p10,session_block_listwise,0.1,,,,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.5590753424657534,0.5474345099345098,0.5590753424657534,0.5397210197210197,584,30,26,0.5440526920995671,0.5413138250638251,0.5462933161677932,26
V2-O,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2029,V2H-local-H2_E0,False,H2_E0_non_eeg,session_z_eeg_base0p05,session_block_listwise,0.05,,,,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.5633561643835616,0.5533461908461909,0.5633561643835616,0.547344476511143,584,30,26,0.5482493461399711,0.5457929107929108,0.5423953080856847,26
V2-O,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2029,V2H-local-H2_E0,False,H2_E0_non_eeg,session_z_eeg_base0p10,session_block_listwise,0.1,,,,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.565068493150685,0.5545035982535982,0.565068493150685,0.5413369809203142,584,30,26,0.55206011002886,0.5497494634994635,0.5448270929442478,26
V2-O,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2029,V2H-local-H2_E0,False,H2_E0_non_eeg,agreement_gate0p10_base0p05,eeg_base_agreement,0.05,,,0.1,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.565068493150685,0.5550759425759426,0.565068493150685,0.5458144941478273,584,30,26,0.5453217442279942,0.541759398009398,0.6166720308979723,26
V2-O,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2029,V2H-local-H2_E0,False,H2_E0_non_eeg,agreement_gate0p25_base0p05,eeg_base_agreement,0.05,,,0.25,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.5736301369863014,0.5698678636178637,0.5736301369863014,0.5586341590508257,584,30,26,0.562778905122655,0.5600193787693788,0.6219647391195509,26
V2-O,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2029,V2H-local-H2_E0,False,H2_E0_non_eeg,sqrt_margin_eeg_base0p05,margin_shrinkage,0.05,,,,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.5667808219178082,0.5565869315869315,0.5667808219178082,0.5471240179573513,584,30,26,0.5464786255411255,0.5439641377141378,0.6139899152451453,26
V2-O,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2029,V2H-local-H2_E0,False,H2_E0_non_eeg,eeg_only,baseline,0.0,,,,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.5954692556634305,0.6131557732307539,0.5954692556634305,0.6150746178424749,618,28,24,0.594208268421555,0.6107434694934696,0.5871603310627701,24
V2-O,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2029,V2H-local-H2_E0,False,H2_E0_non_eeg,v2n_eeg_base_0p05,v2n_reference,0.05,,,,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.5938511326860841,0.6101673167554553,0.5938511326860841,0.6126175114567971,618,28,24,0.5876623764735653,0.6046195702445702,0.5900900900900901,24
V2-O,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2029,V2H-local-H2_E0,False,H2_E0_non_eeg,hist_gate_floor0p25_cap5_base0p05,history_reliability,0.05,0.25,5.0,,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.5938511326860841,0.6101673167554553,0.5938511326860841,0.6126175114567971,618,28,24,0.5876623764735653,0.6046195702445702,0.5900900900900901,24
V2-O,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2029,V2H-local-H2_E0,False,H2_E0_non_eeg,hist_gate_floor0p25_cap10_base0p05,history_reliability,0.05,0.25,10.0,,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.5938511326860841,0.6101673167554553,0.5938511326860841,0.6126175114567971,618,28,24,0.5876623764735653,0.6046195702445702,0.5900900900900901,24
V2-O,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2029,V2H-local-H2_E0,False,H2_E0_non_eeg,hist_gate_floor0p25_cap20_base0p05,history_reliability,0.05,0.25,20.0,,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.5938511326860841,0.6101673167554553,0.5938511326860841,0.6126175114567971,618,28,24,0.5876623764735653,0.6046195702445702,0.5900900900900901,24
V2-O,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2029,V2H-local-H2_E0,False,H2_E0_non_eeg,hist_gate_floor0p50_cap10_base0p05,history_reliability,0.05,0.5,10.0,,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.5938511326860841,0.6101673167554553,0.5938511326860841,0.6126175114567971,618,28,24,0.5876623764735653,0.6046195702445702,0.5900900900900901,24
V2-O,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2029,V2H-local-H2_E0,False,H2_E0_non_eeg,session_rank_eeg_base0p05,session_block_listwise,0.05,,,,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.5954692556634305,0.6131557732307539,0.5954692556634305,0.6150746178424749,618,28,24,0.5952766444899312,0.6122288089996423,0.5742877023364827,24
V2-O,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2029,V2H-local-H2_E0,False,H2_E0_non_eeg,session_rank_eeg_base0p10,session_block_listwise,0.1,,,,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.5954692556634305,0.6131557732307539,0.5954692556634305,0.6150746178424749,618,28,24,0.5952766444899312,0.6122288089996423,0.5758441368197466,24
V2-O,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2029,V2H-local-H2_E0,False,H2_E0_non_eeg,session_z_eeg_base0p05,session_block_listwise,0.05,,,,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.5922330097087378,0.6079743342993149,0.5922330097087378,0.61063338447267,618,28,24,0.5939560827672716,0.6103487369112369,0.5788471398227496,24
V2-O,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2029,V2H-local-H2_E0,False,H2_E0_non_eeg,session_z_eeg_base0p10,session_block_listwise,0.1,,,,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.598705501618123,0.6158721902452552,0.598705501618123,0.6177981443160014,618,28,24,0.5983547144386305,0.6157755246296913,0.5811177030689226,24
V2-O,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2029,V2H-local-H2_E0,False,H2_E0_non_eeg,agreement_gate0p10_base0p05,eeg_base_agreement,0.05,,,0.1,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.6051779935275081,0.622087928733633,0.6051779935275081,0.6190368064475207,618,28,24,0.5998490534329695,0.6167108200441533,0.5935325569471911,24
V2-O,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2029,V2H-local-H2_E0,False,H2_E0_non_eeg,agreement_gate0p25_base0p05,eeg_base_agreement,0.05,,,0.25,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.6051779935275081,0.6224038696368418,0.6051779935275081,0.6043635432028289,618,28,24,0.6016400654512543,0.619405725447392,0.5986230132571596,24
V2-O,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2029,V2H-local-H2_E0,False,H2_E0_non_eeg,sqrt_margin_eeg_base0p05,margin_shrinkage,0.05,,,,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.5938511326860841,0.6093644968901354,0.5938511326860841,0.6070186658579516,618,28,24,0.5875308161147321,0.6046848059348059,0.5924338973119462,24
V2-O,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,eeg_only,baseline,0.0,,,,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.6588628762541806,0.661638431013431,0.6588628762541806,0.671047619047619,598,35,28,0.621067821067821,0.618623415275201,0.6428323498785145,28
V2-O,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,v2n_eeg_base_0p05,v2n_reference,0.05,,,,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.6521739130434783,0.6527854453747312,0.6521739130434783,0.6631715797430082,598,35,28,0.6105738622902801,0.6067942391603106,0.6434571329399513,28
V2-O,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,hist_gate_floor0p25_cap5_base0p05,history_reliability,0.05,0.25,5.0,,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.6521739130434783,0.6527854453747312,0.6521739130434783,0.6631715797430082,598,35,28,0.6105738622902801,0.6067942391603106,0.6434571329399513,28
V2-O,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,hist_gate_floor0p25_cap10_base0p05,history_reliability,0.05,0.25,10.0,,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.6521739130434783,0.6527854453747312,0.6521739130434783,0.6631715797430082,598,35,28,0.6105738622902801,0.6067942391603106,0.6434571329399513,28
V2-O,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,hist_gate_floor0p25_cap20_base0p05,history_reliability,0.05,0.25,20.0,,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.6521739130434783,0.6527854453747312,0.6521739130434783,0.6631715797430082,598,35,28,0.6105738622902801,0.6067942391603106,0.6434571329399513,28
V2-O,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,hist_gate_floor0p50_cap10_base0p05,history_reliability,0.05,0.5,10.0,,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.6521739130434783,0.6527854453747312,0.6521739130434783,0.6631715797430082,598,35,28,0.6105738622902801,0.6067942391603106,0.6434571329399513,28
V2-O,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,session_rank_eeg_base0p05,session_block_listwise,0.05,,,,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.6588628762541806,0.661638431013431,0.6588628762541806,0.671047619047619,598,35,28,0.6306530119962955,0.6292777906617192,0.6121659146129816,28
V2-O,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,session_rank_eeg_base0p10,session_block_listwise,0.1,,,,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.6588628762541806,0.661638431013431,0.6588628762541806,0.671047619047619,598,35,28,0.6299813702052508,0.628384933518862,0.6116799722318639,28
V2-O,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,session_z_eeg_base0p05,session_block_listwise,0.05,,,,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.6488294314381271,0.6490652072794931,0.6488294314381271,0.6596001511715797,598,35,28,0.6225576662143826,0.621681697931698,0.6101006594932316,28
V2-O,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,session_z_eeg_base0p10,session_block_listwise,0.1,,,,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.6488294314381271,0.6510564204314205,0.6488294314381271,0.6605978835978835,598,35,28,0.6238440912321509,0.6226340788840788,0.6101700798333912,28
V2-O,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,agreement_gate0p10_base0p05,eeg_base_agreement,0.05,,,0.1,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.6555183946488294,0.656158461247747,0.6555183946488294,0.6646795162509448,598,35,28,0.6170711378174064,0.6131576178451178,0.6439430753210691,28
V2-O,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,agreement_gate0p25_base0p05,eeg_base_agreement,0.05,,,0.25,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.6555183946488294,0.6560897799290657,0.6555183946488294,0.6636477702191987,598,35,28,0.6192376860287306,0.6161479806569093,0.6446719888927456,28
V2-O,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,sqrt_margin_eeg_base0p05,margin_shrinkage,0.05,,,,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.6521739130434783,0.6550742775742776,0.6521739130434783,0.6644074074074073,598,35,28,0.6133777002433718,0.6094728105888819,0.6441166261714681,28
V2-O,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,eeg_only,baseline,0.0,,,,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.559931506849315,0.5538498538498539,0.559931506849315,0.5405190796857463,584,30,26,0.547056727994228,0.5423197173197173,0.6110574687980546,26
V2-O,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,v2n_eeg_base_0p05,v2n_reference,0.05,,,,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.5616438356164384,0.5575001387501387,0.5616438356164384,0.5436826599326599,584,30,26,0.5543128832972584,0.5497578810078809,0.612166076601223,26
V2-O,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,hist_gate_floor0p25_cap5_base0p05,history_reliability,0.05,0.25,5.0,,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.5616438356164384,0.5575001387501387,0.5616438356164384,0.5436826599326599,584,30,26,0.5543128832972584,0.5497578810078809,0.612166076601223,26
V2-O,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,hist_gate_floor0p25_cap10_base0p05,history_reliability,0.05,0.25,10.0,,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.5616438356164384,0.5575001387501387,0.5616438356164384,0.5436826599326599,584,30,26,0.5543128832972584,0.5497578810078809,0.612166076601223,26
V2-O,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,hist_gate_floor0p25_cap20_base0p05,history_reliability,0.05,0.25,20.0,,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.5616438356164384,0.5575001387501387,0.5616438356164384,0.5436826599326599,584,30,26,0.5543128832972584,0.5497578810078809,0.612166076601223,26
V2-O,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,hist_gate_floor0p50_cap10_base0p05,history_reliability,0.05,0.5,10.0,,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.5616438356164384,0.5575001387501387,0.5616438356164384,0.5436826599326599,584,30,26,0.5543128832972584,0.5497578810078809,0.612166076601223,26
V2-O,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,session_rank_eeg_base0p05,session_block_listwise,0.05,,,,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.559931506849315,0.5538498538498539,0.559931506849315,0.5405190796857463,584,30,26,0.5490171807359308,0.545572298072298,0.5423059042305904,26
V2-O,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,session_rank_eeg_base0p10,session_block_listwise,0.1,,,,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.5590753424657534,0.5531376031376032,0.5590753424657534,0.5399017957351291,584,30,26,0.5483227362914863,0.5448600473600473,0.5454886814719451,26
V2-O,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,session_z_eeg_base0p05,session_block_listwise,0.05,,,,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.5616438356164384,0.557271201021201,0.5616438356164384,0.5434842472342472,584,30,26,0.5548481466450217,0.5515782828282828,0.5472946393448486,26
V2-O,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,session_z_eeg_base0p10,session_block_listwise,0.1,,,,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.5684931506849316,0.5700917138417139,0.5684931506849316,0.5545953583453583,584,30,26,0.5650020292207791,0.5639034576534576,0.5504058935021278,26
V2-O,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,agreement_gate0p10_base0p05,eeg_base_agreement,0.05,,,0.1,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.5736301369863014,0.5721801346801346,0.5736301369863014,0.5564053230719898,584,30,26,0.5653645833333333,0.5619507807007807,0.6157064692629546,26
V2-O,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,agreement_gate0p25_base0p05,eeg_base_agreement,0.05,,,0.25,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.589041095890411,0.5942217504717504,0.589041095890411,0.5755080567580568,584,30,26,0.5882974837662338,0.587747668997669,0.6234667238851339,26
V2-O,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,sqrt_margin_eeg_base0p05,margin_shrinkage,0.05,,,,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.565068493150685,0.5666347541347542,0.565068493150685,0.5515993265993266,584,30,26,0.5602379825036075,0.5579385891885892,0.6137038229088438,26
V2-O,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,eeg_only,baseline,0.0,,,,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.5857605177993528,0.6209808447534195,0.5857605177993528,0.6140812527419669,618,28,24,0.6029982061450592,0.6210285470702138,0.6372225884421006,24
V2-O,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,v2n_eeg_base_0p05,v2n_reference,0.05,,,,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.5922330097087378,0.6271105906775735,0.5922330097087378,0.6195991871884728,618,28,24,0.6069500623696428,0.6248735446652113,0.6397861275910056,24
V2-O,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,hist_gate_floor0p25_cap5_base0p05,history_reliability,0.05,0.25,5.0,,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.5922330097087378,0.6271105906775735,0.5922330097087378,0.6195991871884728,618,28,24,0.6069500623696428,0.6248735446652113,0.6397861275910056,24
V2-O,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,hist_gate_floor0p25_cap10_base0p05,history_reliability,0.05,0.25,10.0,,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.5922330097087378,0.6271105906775735,0.5922330097087378,0.6195991871884728,618,28,24,0.6069500623696428,0.6248735446652113,0.6397861275910056,24
V2-O,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,hist_gate_floor0p25_cap20_base0p05,history_reliability,0.05,0.25,20.0,,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.5922330097087378,0.6271105906775735,0.5922330097087378,0.6195991871884728,618,28,24,0.6069500623696428,0.6248735446652113,0.6397861275910056,24
V2-O,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,hist_gate_floor0p50_cap10_base0p05,history_reliability,0.05,0.5,10.0,,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.5922330097087378,0.6271105906775735,0.5922330097087378,0.6195991871884728,618,28,24,0.6069500623696428,0.6248735446652113,0.6397861275910056,24
V2-O,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,session_rank_eeg_base0p05,session_block_listwise,0.05,,,,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.5857605177993528,0.6209808447534195,0.5857605177993528,0.6140812527419669,618,28,24,0.6028386434854965,0.6215466246716247,0.5714494982787666,24
V2-O,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,session_rank_eeg_base0p10,session_block_listwise,0.1,,,,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.587378640776699,0.6219278144503892,0.587378640776699,0.6148929410536553,618,28,24,0.6040306333138501,0.6224935943685943,0.5737383725188603,24
V2-O,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,session_z_eeg_base0p05,session_block_listwise,0.05,,,,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.5906148867313916,0.624917608221433,0.5906148867313916,0.617615060204346,618,28,24,0.6117868922064725,0.6300818779985446,0.5717790961693401,24
V2-O,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,session_z_eeg_base0p10,session_block_listwise,0.1,,,,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.5922330097087378,0.6282410921205749,0.5922330097087378,0.6205681884253312,618,28,24,0.6139640080199521,0.6330724984891652,0.5740496594155131,24
V2-O,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,agreement_gate0p10_base0p05,eeg_base_agreement,0.05,,,0.1,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.5954692556634305,0.6282864678488388,0.5954692556634305,0.6107869148047719,618,28,24,0.6088843654403095,0.6266681775015108,0.6439976561927782,24
V2-O,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,agreement_gate0p25_base0p05,eeg_base_agreement,0.05,,,0.25,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.6132686084142395,0.6483252698477802,0.6132686084142395,0.6280405837548695,618,28,24,0.6278736221043912,0.645340226902727,0.6516150296638101,24
V2-O,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,sqrt_margin_eeg_base0p05,margin_shrinkage,0.05,,,,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.5970873786407767,0.6313801139330035,0.5970873786407767,0.6225428671857244,618,28,24,0.612804056860001,0.6307935081893415,0.6422031787885446,24
V2-O,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2026,V2H-local-real,True,real_eeg,eeg_only,baseline,0.0,,,,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.7123745819397993,0.724415970933828,0.7123745819397993,0.747588332302618,598,35,28,0.7075219142383321,0.7063942357245928,0.607913918778202,28
V2-O,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2026,V2H-local-real,True,real_eeg,v2n_eeg_base_0p05,v2n_reference,0.05,,,,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.7140468227424749,0.7262253057788771,0.7140468227424749,0.7490358001786573,598,35,28,0.7092797915185975,0.7083063200027484,0.607913918778202,28
V2-O,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2026,V2H-local-real,True,real_eeg,hist_gate_floor0p25_cap5_base0p05,history_reliability,0.05,0.25,5.0,,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.7140468227424749,0.7262253057788771,0.7140468227424749,0.7490358001786573,598,35,28,0.7092797915185975,0.7083063200027484,0.607913918778202,28
V2-O,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2026,V2H-local-real,True,real_eeg,hist_gate_floor0p25_cap10_base0p05,history_reliability,0.05,0.25,10.0,,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.7140468227424749,0.7262253057788771,0.7140468227424749,0.7490358001786573,598,35,28,0.7092797915185975,0.7083063200027484,0.607913918778202,28
V2-O,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2026,V2H-local-real,True,real_eeg,hist_gate_floor0p25_cap20_base0p05,history_reliability,0.05,0.25,20.0,,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.7140468227424749,0.7262253057788771,0.7140468227424749,0.7490358001786573,598,35,28,0.7092797915185975,0.7083063200027484,0.607913918778202,28
V2-O,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2026,V2H-local-real,True,real_eeg,hist_gate_floor0p50_cap10_base0p05,history_reliability,0.05,0.5,10.0,,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.7140468227424749,0.7262253057788771,0.7140468227424749,0.7490358001786573,598,35,28,0.7092797915185975,0.7083063200027484,0.607913918778202,28
V2-O,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2026,V2H-local-real,True,real_eeg,session_rank_eeg_base0p05,session_block_listwise,0.05,,,,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.7123745819397993,0.724415970933828,0.7123745819397993,0.747588332302618,598,35,28,0.7026970127716397,0.6998908730158729,0.6550503297466157,28
V2-O,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2026,V2H-local-real,True,real_eeg,session_rank_eeg_base0p10,session_block_listwise,0.1,,,,user_center_alpha_2p0,V1-profile-dynamic-gated_cross_attention,0.7140468227424749,0.7256064471243041,0.7140468227424749,0.7485407132549989,598,35,28,0.7036174107815899,0.7007837301587301,0.6548941339812565,28
