model,run_count,gauc_mean,gauc_std,auc_mean,logloss_mean,brier_mean,ece_mean,correction_abs_mean,base_gauc_mean,eeg_gradient_mean,zero_sensitivity_mean,shuffle_sensitivity_mean
E2-band_region-bilinear,15,0.6111575584931447,0.023209973492704657,0.6150527700250237,0.6377604151452029,0.21804773778390887,0.059360840196421676,0.09945520173205295,0.6025329576586558,0.11819410942063202,0.0,0.0
E1-band_region-bilinear,15,0.6106098789169059,0.01970941432490569,0.6162820042949727,0.6378884470704312,0.21801011275189172,0.06402097701228432,0.12458808650747717,0.6025329576586558,0.12797235280375244,0.025900173121287177,0.01590905085116295
E0-band_region-bilinear,15,0.6025329576586558,0.01973049339600795,0.6025843627741568,0.6438920450838561,0.2207789498139746,0.062151580259769884,0.0,0.6025329576586558,0.0,0.0,0.0
E8-band_region-bilinear,15,0.6025329576586558,0.01973049339600795,0.6025843627741568,0.6438920450838561,0.2207789498139746,0.062151580259769884,0.0,0.6025329576586558,0.0,0.0,0.0
