experiment_id,suite,fold,model,mode,representation,interaction,auxiliary_weight,seed,params,eeg_params,base_epoch,base_dev_gauc,recovery_epoch,residual_scale,correction_abs_mean,eeg_gradient_norm,zero_sensitivity,shuffle_sensitivity,dev_gauc,dev_macro_auc,dev_auc,dev_logloss,dev_brier,dev_ece,elapsed_seconds
GR_auth_roll1_E0-band_region-bilinear_s0,auth,roll1,E0-band_region-bilinear,no_eeg,band_region,bilinear,0.0,0,19739,18145,18,0.5981053606426742,0,0.0,0.0,0.0,0.0,0.0,0.5981053606426742,0.5905191369477085,0.5937868795557099,0.667148214128193,0.23737765132646713,0.09513721318333744,7.864716291427612
GR_auth_roll1_E0-band_region-bilinear_s1,auth,roll1,E0-band_region-bilinear,no_eeg,band_region,bilinear,0.0,1,19739,18145,14,0.5960101010101011,0,0.0,0.0,0.0,0.0,0.0,0.5960101010101011,0.5902309446505875,0.5832002776813606,0.6716685992182188,0.2394149494764088,0.10861667563717141,6.163196325302124
GR_auth_roll1_E0-band_region-bilinear_s2,auth,roll1,E0-band_region-bilinear,no_eeg,band_region,bilinear,0.0,2,19739,18145,6,0.573459972862958,0,0.0,0.0,0.0,0.0,0.0,0.573459972862958,0.5709950697450697,0.5471364109684138,0.678193782266827,0.24236570663856355,0.09422085218579856,3.660240650177002
GR_auth_roll1_E0-band_region-bilinear_s3,auth,roll1,E0-band_region-bilinear,no_eeg,band_region,bilinear,0.0,3,19739,18145,15,0.5976292778531586,0,0.0,0.0,0.0,0.0,0.0,0.5976292778531586,0.5907457654779081,0.5986463033668865,0.6659854872297146,0.23705040642434258,0.09932306035285693,6.055945873260498
GR_auth_roll1_E0-band_region-bilinear_s4,auth,roll1,E0-band_region-bilinear,no_eeg,band_region,bilinear,0.0,4,19739,18145,7,0.5771666558979993,0,0.0,0.0,0.0,0.0,0.0,0.5771666558979993,0.5759032501889644,0.5488024991322458,0.6775865084498858,0.2420745539452474,0.08950409882389715,4.214597463607788
GR_auth_roll1_E1-band_region-bilinear_s0,auth,roll1,E1-band_region-bilinear,real,band_region,bilinear,0.0,0,19739,18145,18,0.5981053606426742,6,0.04042087495326996,0.048604872077703476,0.06927653011647934,0.009514089673757553,0.0035565742291510105,0.6013569597897958,0.5953703274238988,0.603123915307185,0.6628668144612062,0.23561019770276234,0.07805007612893095,10.98282790184021
GR_auth_roll1_E1-band_region-bilinear_s1,auth,roll1,E1-band_region-bilinear,real,band_region,bilinear,0.0,1,19739,18145,14,0.5960101010101011,11,-0.06649459898471832,0.2765444815158844,0.09487518586081006,0.05311765894293785,0.02768852561712265,0.6176631991557364,0.6138656548477978,0.6354043734814301,0.6476004839955941,0.22828261694716387,0.07017981789387055,11.026194095611572
GR_auth_roll1_E1-band_region-bilinear_s2,auth,roll1,E1-band_region-bilinear,real,band_region,bilinear,0.0,2,19739,18145,6,0.573459972862958,4,-0.02753985859453678,0.02445472963154316,0.14275983488002766,0.005316243972629309,0.0022880786564201117,0.5752617863065626,0.5721954236239951,0.551440472058313,0.6759941740960387,0.24136335876932044,0.09249675816143822,7.283849000930786
GR_auth_roll1_E1-band_region-bilinear_s3,auth,roll1,E1-band_region-bilinear,real,band_region,bilinear,0.0,3,19739,18145,15,0.5976292778531586,7,0.05235631391406059,0.15942499041557312,0.045141922836315476,0.03058643452823162,0.01631288044154644,0.6124802394951651,0.6102494975262832,0.6251995834779589,0.6529717246278929,0.23143000850584136,0.09795679935496995,10.211828231811523
GR_auth_roll1_E1-band_region-bilinear_s4,auth,roll1,E1-band_region-bilinear,real,band_region,bilinear,0.0,4,19739,18145,7,0.5771666558979993,1,-0.00254721287637949,0.00020191135990899056,0.006804249480952796,4.431771958479658e-05,2.5062685381271876e-05,0.5771666558979993,0.5759032501889644,0.5488024991322458,0.6775746894697985,0.24206935363866547,0.08948567940888229,7.55924916267395
GR_auth_roll1_E2-band_region-bilinear_s0,auth,roll1,E2-band_region-bilinear,causal_shuffle,band_region,bilinear,0.0,0,19739,18145,18,0.5981053606426742,11,-0.08935855329036713,0.3091472089290619,0.3410554456034432,0.0,0.0,0.6193763864659386,0.6122462078265649,0.6375564040263798,0.6436980429796512,0.22688182861625145,0.0694656064920661,10.667418241500854
GR_auth_roll1_E2-band_region-bilinear_s1,auth,roll1,E2-band_region-bilinear,causal_shuffle,band_region,bilinear,0.0,1,19739,18145,14,0.5960101010101011,13,-0.08045109361410141,0.3247010111808777,0.337888344118716,0.0,0.0,0.6122105920613383,0.6101143664536522,0.6383547379382158,0.6476953245595891,0.22714018665586608,0.060652341698976854,11.120711326599121
GR_auth_roll1_E2-band_region-bilinear_s2,auth,roll1,E2-band_region-bilinear,causal_shuffle,band_region,bilinear,0.0,2,19739,18145,6,0.573459972862958,3,0.013576976954936981,0.00431170966476202,0.02588925729401476,0.0,0.0,0.574504748982361,0.5718879268879269,0.5482471364109684,0.6777237814216911,0.24215834318019863,0.0904006853400807,6.495493650436401
GR_auth_roll1_E2-band_region-bilinear_s3,auth,roll1,E2-band_region-bilinear,causal_shuffle,band_region,bilinear,0.0,3,19739,18145,15,0.5976292778531586,9,-0.07302383333444595,0.2502487003803253,0.09091773568217557,0.0,0.0,0.6371973466003317,0.6351803537071394,0.6434918431100313,0.6450792453295705,0.22772173387994085,0.07215828276679645,10.51576852798462
GR_auth_roll1_E2-band_region-bilinear_s4,auth,roll1,E2-band_region-bilinear,causal_shuffle,band_region,bilinear,0.0,4,19739,18145,7,0.5771666558979993,4,0.029334938153624535,0.015550285577774048,0.10992525253044495,0.0,0.0,0.5820377549482029,0.5804487047344191,0.5523429364803888,0.6761252261405032,0.24139778042068125,0.08864390435908791,6.6832499504089355
GR_auth_roll1_E8-band_region-bilinear_s0,auth,roll1,E8-band_region-bilinear,zero,band_region,bilinear,0.0,0,19739,18145,18,0.5981053606426742,1,0.0,0.0,0.0,0.0,0.0,0.5981053606426742,0.5905191369477085,0.5937868795557099,0.667148214128193,0.23737765132646713,0.09513721318333744,9.355668306350708
GR_auth_roll1_E8-band_region-bilinear_s1,auth,roll1,E8-band_region-bilinear,zero,band_region,bilinear,0.0,1,19739,18145,14,0.5960101010101011,1,0.0,0.0,0.0,0.0,0.0,0.5960101010101011,0.5902309446505875,0.5832002776813606,0.6716685992182188,0.2394149494764088,0.10861667563717141,8.262756586074829
GR_auth_roll1_E8-band_region-bilinear_s2,auth,roll1,E8-band_region-bilinear,zero,band_region,bilinear,0.0,2,19739,18145,6,0.573459972862958,1,0.0,0.0,0.0,0.0,0.0,0.573459972862958,0.5709950697450697,0.5471364109684138,0.678193782266827,0.24236570663856355,0.09422085218579856,6.245764255523682
GR_auth_roll1_E8-band_region-bilinear_s3,auth,roll1,E8-band_region-bilinear,zero,band_region,bilinear,0.0,3,19739,18145,15,0.5976292778531586,1,0.0,0.0,0.0,0.0,0.0,0.5976292778531586,0.5907457654779081,0.5986463033668865,0.6659854872297146,0.23705040642434258,0.09932306035285693,8.90683889389038
GR_auth_roll1_E8-band_region-bilinear_s4,auth,roll1,E8-band_region-bilinear,zero,band_region,bilinear,0.0,4,19739,18145,7,0.5771666558979993,1,0.0,0.0,0.0,0.0,0.0,0.5771666558979993,0.5759032501889644,0.5488024991322458,0.6775865084498858,0.2420745539452474,0.08950409882389715,5.780779600143433
GR_auth_roll2_E0-band_region-bilinear_s0,auth,roll2,E0-band_region-bilinear,no_eeg,band_region,bilinear,0.0,0,19739,18145,8,0.5939790764790766,0,0.0,0.0,0.0,0.0,0.0,0.5939790764790766,0.5984135309135309,0.6021886063727068,0.6244716082448254,0.21722444141892988,0.03783346996564165,5.079811096191406
GR_auth_roll2_E0-band_region-bilinear_s1,auth,roll2,E0-band_region-bilinear,no_eeg,band_region,bilinear,0.0,1,19739,18145,15,0.6270128742784993,0,0.0,0.0,0.0,0.0,0.0,0.6270128742784993,0.629380573130573,0.6223581160819655,0.6124032739335424,0.21266597887687128,0.06764582316574295,6.812326669692993
GR_auth_roll2_E0-band_region-bilinear_s2,auth,roll2,E0-band_region-bilinear,no_eeg,band_region,bilinear,0.0,2,19739,18145,11,0.6183198051948053,0,0.0,0.0,0.0,0.0,0.0,0.6183198051948053,0.6170966070966071,0.583664127597182,0.6218517636414386,0.2164789204644828,0.04062006181744292,6.279443264007568
GR_auth_roll2_E0-band_region-bilinear_s3,auth,roll2,E0-band_region-bilinear,no_eeg,band_region,bilinear,0.0,3,19739,18145,18,0.6097288735569986,0,0.0,0.0,0.0,0.0,0.0,0.6097288735569986,0.6113958726458726,0.645460072238315,0.6156645975647241,0.21348044229484806,0.059140089158298374,8.79068112373352
GR_auth_roll2_E0-band_region-bilinear_s4,auth,roll2,E0-band_region-bilinear,no_eeg,band_region,bilinear,0.0,4,19739,18145,13,0.6181387536075036,0,0.0,0.0,0.0,0.0,0.0,0.6181387536075036,0.6204131516631517,0.5807674426921288,0.6233739907913513,0.21707276810776147,0.06632436130109527,7.4580299854278564
