phase,protocol_id,split_version,fold,seed,candidate,uses_eeg,control_type,score_variant,variant_family,power,context_threshold,smooth_threshold,smooth_scale,protocol_gauc,protocol_macro_user_auc,protocol_global_auc,local_context_macro_auc,local_pair_count,valid_context_count,valid_local_user_count,event_transfer_gauc,event_transfer_macro_user_auc,event_transfer_global_auc,event_valid_user_count
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,v2n_eeg_base_0p05,reference_raw_margin,1.0,,,,0.6521739130434783,0.6467654898012041,0.6521739130434783,0.6534258228543942,598,35,28,0.6290835863970191,0.6270960669621383,0.6426240888580353,28
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,sqrt_margin_eeg_base0p05,v2p_sqrt_margin,0.5,,,,0.6454849498327759,0.6380658561015704,0.6454849498327759,0.6454893149178863,598,35,28,0.6176679373694298,0.6156566730227445,0.6425893786879555,28
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p25_base0p05,global_power_margin,0.25,,,,0.6404682274247492,0.6327087132444275,0.6404682274247492,0.6412036006321721,598,35,28,0.6157536990372812,0.6134741333402048,0.6442901770218674,28
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p75_base0p05,global_power_margin,0.75,,,,0.6505016722408027,0.6427972358329501,0.6505016722408027,0.650251219679791,598,35,28,0.6240255432792746,0.6216397177557892,0.6425893786879555,28
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power1p25_base0p05,global_power_margin,1.25,,,,0.6521739130434783,0.6467654898012041,0.6521739130434783,0.6534258228543942,598,35,28,0.6290835863970191,0.6270960669621383,0.6426935091981951,28
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,ctx_le8_sqrt_else_raw_base0p05,context_threshold_sqrt,,8.0,,,0.6521739130434783,0.6467654898012041,0.6521739130434783,0.6534258228543942,598,35,28,0.6285544140768021,0.6265332963993678,0.6455050329746617,28
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,ctx_le12_sqrt_else_raw_base0p05,context_threshold_sqrt,,12.0,,,0.6488294314381271,0.6400499830856974,0.6488294314381271,0.6470766165051879,598,35,28,0.619823824599944,0.6176408000068715,0.633738285317598,28
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,ctx_le16_sqrt_else_raw_base0p05,context_threshold_sqrt,,16.0,,,0.6454849498327759,0.6380658561015704,0.6454849498327759,0.6454893149178863,598,35,28,0.6176679373694298,0.6156566730227445,0.6425893786879555,28
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,ctx_le20_sqrt_else_raw_base0p05,context_threshold_sqrt,,20.0,,,0.6454849498327759,0.6380658561015704,0.6454849498327759,0.6454893149178863,598,35,28,0.6176679373694298,0.6156566730227445,0.6425893786879555,28
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,ctx_smooth12_scale4_sqrt_raw_base0p05,context_smooth_sqrt,,,12.0,4.0,0.6505016722408027,0.6427972358329501,0.6505016722408027,0.650251219679791,598,35,28,0.6219194072925416,0.6190064978011407,0.641443943075321,28
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,ctx_smooth16_scale4_sqrt_raw_base0p05,context_smooth_sqrt,,,16.0,4.0,0.6488294314381271,0.6400499830856974,0.6488294314381271,0.6470766165051879,598,35,28,0.618828799724322,0.6159401197347627,0.6412009718847622,28
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,v2n_eeg_base_0p05,reference_raw_margin,1.0,,,,0.5736301369863014,0.562216255966256,0.5736301369863014,0.5520027657527657,584,30,26,0.5562149395743146,0.5532738095238096,0.5768694346100204,26
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,sqrt_margin_eeg_base0p05,v2p_sqrt_margin,0.5,,,,0.5753424657534246,0.5670417545417545,0.5753424657534246,0.5561848645181978,584,30,26,0.5593995761183261,0.5568713693713693,0.5789793655902442,26
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p25_base0p05,global_power_margin,0.25,,,,0.5873287671232876,0.5857739482739482,0.5873287671232876,0.5745887445887445,584,30,26,0.5741220238095237,0.5729111166611166,0.5846296892321997,26
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p75_base0p05,global_power_margin,0.75,,,,0.577054794520548,0.5679854867354867,0.577054794520548,0.5570027657527656,584,30,26,0.560271351911977,0.5577006327006327,0.5776204269928119,26
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power1p25_base0p05,global_power_margin,1.25,,,,0.571917808219178,0.5618779368779369,0.571917808219178,0.5517095558762225,584,30,26,0.555673024891775,0.5530499592999593,0.5765833422737189,26
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,ctx_le8_sqrt_else_raw_base0p05,context_threshold_sqrt,,8.0,,,0.5753424657534246,0.5654213841713841,0.5753424657534246,0.5547805435305435,584,30,26,0.5712635281385283,0.5671876734376734,0.5850230661946143,26
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,ctx_le12_sqrt_else_raw_base0p05,context_threshold_sqrt,,12.0,,,0.5753424657534246,0.5664007289007288,0.5753424657534246,0.5556293089626423,584,30,26,0.5628110344516595,0.5594354719354718,0.5831634660086544,26
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,ctx_le16_sqrt_else_raw_base0p05,context_threshold_sqrt,,16.0,,,0.5753424657534246,0.5670417545417545,0.5753424657534246,0.5561848645181978,584,30,26,0.5593995761183261,0.5568713693713693,0.5789793655902442,26
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,ctx_le20_sqrt_else_raw_base0p05,context_threshold_sqrt,,20.0,,,0.5753424657534246,0.5670417545417545,0.5753424657534246,0.5561848645181978,584,30,26,0.5593995761183261,0.5568713693713693,0.5789793655902442,26
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,ctx_smooth12_scale4_sqrt_raw_base0p05,context_smooth_sqrt,,,12.0,4.0,0.5753424657534246,0.5670239482739483,0.5753424657534246,0.5561694324194324,584,30,26,0.5698101551226552,0.5668747918747918,0.5829488967564281,26
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,ctx_smooth16_scale4_sqrt_raw_base0p05,context_smooth_sqrt,,,16.0,4.0,0.577054794520548,0.5681635494135494,0.577054794520548,0.5571570867404201,584,30,26,0.5656284947691198,0.5623811373811374,0.5824124736258627,26
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,v2n_eeg_base_0p05,reference_raw_margin,1.0,,,,0.6019417475728155,0.6451868460403355,0.6019417475728155,0.6272468239432525,618,28,24,0.6304789227866151,0.6410218677927011,0.6147000659195782,24
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,sqrt_margin_eeg_base0p05,v2p_sqrt_margin,0.5,,,,0.6132686084142395,0.6694362516711587,0.6132686084142395,0.6491712454212454,618,28,24,0.6415097722790031,0.6626265940849274,0.6173368490441661,24
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p25_base0p05,global_power_margin,0.25,,,,0.6229773462783171,0.6756747487978139,0.6229773462783171,0.6541977863406435,618,28,24,0.6448523892579837,0.6652391281557949,0.6233794770380137,24
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p75_base0p05,global_power_margin,0.75,,,,0.6067961165048543,0.6630434087433894,0.6067961165048543,0.6426568768533054,618,28,24,0.6381462554539478,0.6581735432777099,0.6155423716399326,24
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power1p25_base0p05,global_power_margin,1.25,,,,0.6035598705501618,0.6461127719662614,0.6035598705501618,0.6280404747369033,618,28,24,0.6315667238744163,0.641947793718627,0.6147366879074196,24
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,ctx_le8_sqrt_else_raw_base0p05,context_threshold_sqrt,,8.0,,,0.6051779935275081,0.6615267153213812,0.6051779935275081,0.6421277763242049,618,28,24,0.6307619730696654,0.6500827143535477,0.6106716472570132,24
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,ctx_le12_sqrt_else_raw_base0p05,context_threshold_sqrt,,12.0,,,0.6148867313915858,0.6726413798762869,0.6148867313915858,0.6519184981684981,618,28,24,0.6452752375829299,0.6658317222900556,0.5999780268072952,24
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,ctx_le16_sqrt_else_raw_base0p05,context_threshold_sqrt,,16.0,,,0.6132686084142395,0.6694362516711587,0.6132686084142395,0.6491712454212454,618,28,24,0.6415097722790031,0.6626265940849274,0.6173368490441661,24
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,ctx_le20_sqrt_else_raw_base0p05,context_threshold_sqrt,,20.0,,,0.6132686084142395,0.6694362516711587,0.6132686084142395,0.6491712454212454,618,28,24,0.6415097722790031,0.6626265940849274,0.6173368490441661,24
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,ctx_smooth12_scale4_sqrt_raw_base0p05,context_smooth_sqrt,,,12.0,4.0,0.6084142394822006,0.6647409396075868,0.6084142394822006,0.6441119033083319,618,28,24,0.6322327245404169,0.6523424145299145,0.6092800117190361,24
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2026,V2H-local-H2_E0,False,H2_E0_non_eeg,ctx_smooth16_scale4_sqrt_raw_base0p05,context_smooth_sqrt,,,16.0,4.0,0.610032362459547,0.667809203950361,0.610032362459547,0.647617194313623,618,28,24,0.6380255428332352,0.6581900776692443,0.6105251593056471,24
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,v2n_eeg_base_0p05,reference_raw_margin,1.0,,,,0.6555183946488294,0.6511142164713591,0.6555183946488294,0.6626435099292243,598,35,28,0.6271149662940707,0.6278162148697863,0.623741756334606,28
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,sqrt_margin_eeg_base0p05,v2p_sqrt_margin,0.5,,,,0.6521739130434783,0.6444673910745339,0.6521739130434783,0.6573260496117639,598,35,28,0.6222026232473993,0.6215945595409881,0.6233252342936481,28
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p25_base0p05,global_power_margin,0.25,,,,0.6538461538461539,0.6385362686255542,0.6538461538461539,0.6519859135573421,598,35,28,0.6200171221813012,0.6186608860716003,0.6254078444984381,28
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p75_base0p05,global_power_margin,0.75,,,,0.6538461538461539,0.6502213593285021,0.6538461538461539,0.6619292242149386,598,35,28,0.6261448170403394,0.6269233577269292,0.6235682054842069,28
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power1p25_base0p05,global_power_margin,1.25,,,,0.6588628762541806,0.6532400668114953,0.6588628762541806,0.6643441902013331,598,35,28,0.6292826990588185,0.6299420652099225,0.6238458868448455,28
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,ctx_le8_sqrt_else_raw_base0p05,context_threshold_sqrt,,8.0,,,0.6538461538461539,0.6481380259951688,0.6538461538461539,0.6602625575482718,598,35,28,0.619126338006935,0.6194616230330517,0.6221797986810136,28
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,ctx_le12_sqrt_else_raw_base0p05,context_threshold_sqrt,,12.0,,,0.6521739130434783,0.6441697720269148,0.6521739130434783,0.6570879543736686,598,35,28,0.6218792401628223,0.6212969404933691,0.6097188476223534,28
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,ctx_le16_sqrt_else_raw_base0p05,context_threshold_sqrt,,16.0,,,0.6521739130434783,0.6444673910745339,0.6521739130434783,0.6573260496117639,598,35,28,0.6222026232473993,0.6215945595409881,0.6233252342936481,28
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,ctx_le20_sqrt_else_raw_base0p05,context_threshold_sqrt,,20.0,,,0.6521739130434783,0.6444673910745339,0.6521739130434783,0.6573260496117639,598,35,28,0.6222026232473993,0.6215945595409881,0.6233252342936481,28
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,ctx_smooth12_scale4_sqrt_raw_base0p05,context_smooth_sqrt,,,12.0,4.0,0.6555183946488294,0.6511142164713591,0.6555183946488294,0.6626435099292243,598,35,28,0.6191276302470332,0.6194596904418334,0.6215203054494967,28
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,ctx_smooth16_scale4_sqrt_raw_base0p05,context_smooth_sqrt,,,16.0,4.0,0.6505016722408027,0.6432769148840577,0.6505016722408027,0.6563736686593828,598,35,28,0.6170226788137235,0.6159591235484093,0.6207566817077403,28
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,v2n_eeg_base_0p05,reference_raw_margin,1.0,,,,0.571917808219178,0.5606950919450919,0.571917808219178,0.5596791325957994,584,30,26,0.5610996121933621,0.5559498371998373,0.5905661052104567,26
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,sqrt_margin_eeg_base0p05,v2p_sqrt_margin,0.5,,,,0.5753424657534246,0.5650220150220151,0.5753424657534246,0.5634291325957993,584,30,26,0.5649537788600288,0.5602767602767603,0.5915316668454743,26
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p25_base0p05,global_power_margin,0.25,,,,0.5873287671232876,0.5860664798164797,0.5873287671232876,0.5841676687510021,584,30,26,0.5789174107142857,0.5753251378251378,0.5957872903479599,26
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p75_base0p05,global_power_margin,0.75,,,,0.5736301369863014,0.5630989380989381,0.5736301369863014,0.5617624659291327,584,30,26,0.5630527371933621,0.5583536833536834,0.5909237206308336,26
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power1p25_base0p05,global_power_margin,1.25,,,,0.5753424657534246,0.5630989380989381,0.5753424657534246,0.5617624659291327,584,30,26,0.5633689574314574,0.5582392144892145,0.5902084897900798,26
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,ctx_le8_sqrt_else_raw_base0p05,context_threshold_sqrt,,8.0,,,0.571917808219178,0.5606950919450919,0.571917808219178,0.5596791325957994,584,30,26,0.562877886002886,0.5576439763939764,0.5939992132460752,26
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,ctx_le12_sqrt_else_raw_base0p05,context_threshold_sqrt,,12.0,,,0.5753424657534246,0.5647015022015023,0.5753424657534246,0.5631513548180215,584,30,26,0.566159136002886,0.5613298738298739,0.5906733898365697,26
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,ctx_le16_sqrt_else_raw_base0p05,context_threshold_sqrt,,16.0,,,0.5753424657534246,0.5650220150220151,0.5753424657534246,0.5634291325957993,584,30,26,0.5649537788600288,0.5602767602767603,0.5915316668454743,26
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,ctx_le20_sqrt_else_raw_base0p05,context_threshold_sqrt,,20.0,,,0.5753424657534246,0.5650220150220151,0.5753424657534246,0.5634291325957993,584,30,26,0.5649537788600288,0.5602767602767603,0.5915316668454743,26
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,ctx_smooth12_scale4_sqrt_raw_base0p05,context_smooth_sqrt,,,12.0,4.0,0.5736301369863014,0.5630989380989381,0.5736301369863014,0.5617624659291327,584,30,26,0.5677650387806638,0.562932437932438,0.592389943854379,26
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,ctx_smooth16_scale4_sqrt_raw_base0p05,context_smooth_sqrt,,,16.0,4.0,0.5753424657534246,0.5647015022015023,0.5753424657534246,0.5631513548180215,584,30,26,0.5691973304473305,0.5645350020350021,0.5922111361441905,26
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,v2n_eeg_base_0p05,reference_raw_margin,1.0,,,,0.5598705501618123,0.597959648662693,0.5598705501618123,0.5918696713339571,618,28,24,0.5804146902049,0.5991102955686289,0.6450596938401817,24
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,sqrt_margin_eeg_base0p05,v2p_sqrt_margin,0.5,,,,0.5631067961165048,0.6036446172888381,0.5631067961165048,0.5976178517249945,618,28,24,0.583291019392418,0.6016051965010298,0.6474401230498791,24
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p25_base0p05,global_power_margin,0.25,,,,0.5679611650485437,0.6114853797184163,0.5679611650485437,0.6052914083271227,618,28,24,0.5906431757830359,0.6083834067167401,0.6534461290558853,24
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p75_base0p05,global_power_margin,0.75,,,,0.558252427184466,0.5965429634960079,0.558252427184466,0.5906553697625126,618,28,24,0.5808169782820133,0.5983434119892453,0.6456090236578041,24
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power1p25_base0p05,global_power_margin,1.25,,,,0.558252427184466,0.5953554819960264,0.558252427184466,0.5896375284768142,618,28,24,0.5782293755195853,0.5965061289019623,0.6445836079982421,24
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,ctx_le8_sqrt_else_raw_base0p05,context_threshold_sqrt,,8.0,,,0.5614886731391586,0.60041062905485,0.5614886731391586,0.5948458618101474,618,28,24,0.5775980623882722,0.5964096782846783,0.6440709001684612,24
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,ctx_le12_sqrt_else_raw_base0p05,context_threshold_sqrt,,12.0,,,0.5614886731391586,0.6003974015416224,0.5614886731391586,0.5948345239416667,618,28,24,0.5793171766073864,0.5983579807538141,0.6442173881198272,24
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,ctx_le16_sqrt_else_raw_base0p05,context_threshold_sqrt,,16.0,,,0.5631067961165048,0.6036446172888381,0.5631067961165048,0.5976178517249945,618,28,24,0.583291019392418,0.6016051965010298,0.6474401230498791,24
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,ctx_le20_sqrt_else_raw_base0p05,context_threshold_sqrt,,20.0,,,0.5631067961165048,0.6036446172888381,0.5631067961165048,0.5976178517249945,618,28,24,0.583291019392418,0.6016051965010298,0.6474401230498791,24
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,ctx_smooth12_scale4_sqrt_raw_base0p05,context_smooth_sqrt,,,12.0,4.0,0.558252427184466,0.5956316063346506,0.558252427184466,0.5898742064813493,618,28,24,0.575878948169158,0.5947314375439375,0.6439244122170951,24
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2027,V2H-local-H2_E0,False,H2_E0_non_eeg,ctx_smooth16_scale4_sqrt_raw_base0p05,context_smooth_sqrt,,,16.0,4.0,0.5614886731391586,0.6013087587029795,0.5614886731391586,0.59561568722283,618,28,24,0.583536481001516,0.6014298317423318,0.6443272540833518,24
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2028,V2H-local-H2_E0,False,H2_E0_non_eeg,v2n_eeg_base_0p05,reference_raw_margin,1.0,,,,0.6421404682274248,0.6577913852020997,0.6421404682274248,0.6614681508967223,598,35,28,0.6209587344661971,0.6199217944753661,0.632488719194724,28
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2028,V2H-local-H2_E0,False,H2_E0_non_eeg,sqrt_margin_eeg_base0p05,v2p_sqrt_margin,0.5,,,,0.6421404682274248,0.6610145178895179,0.6421404682274248,0.664046657046657,598,35,28,0.6204009174904698,0.6186806414484985,0.6323498785144047,28
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2028,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p25_base0p05,global_power_margin,0.25,,,,0.6471571906354515,0.6646851528101531,0.6471571906354515,0.666983164983165,598,35,28,0.6246664943679869,0.623014541675256,0.6325581395348838,28
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2028,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p75_base0p05,global_power_margin,0.75,,,,0.6438127090301003,0.6590668954061812,0.6438127090301003,0.6624885590599876,598,35,28,0.622131442355323,0.6211973046794477,0.6326275598750435,28
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2028,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power1p25_base0p05,global_power_margin,1.25,,,,0.6387959866220736,0.6556419143026285,0.6387959866220736,0.6597485741771456,598,35,28,0.6187613878658655,0.6177723235758952,0.6326275598750434,28
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2028,V2H-local-H2_E0,False,H2_E0_non_eeg,ctx_le8_sqrt_else_raw_base0p05,context_threshold_sqrt,,8.0,,,0.6421404682274248,0.6577913852020997,0.6421404682274248,0.6614681508967223,598,35,28,0.6147149533716697,0.6130765563801279,0.6322804581742452,28
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2028,V2H-local-H2_E0,False,H2_E0_non_eeg,ctx_le12_sqrt_else_raw_base0p05,context_threshold_sqrt,,12.0,,,0.6454849498327759,0.6623136486529345,0.6454849498327759,0.6650859616573902,598,35,28,0.6220296784475889,0.6199797722119152,0.621659146129816,28
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2028,V2H-local-H2_E0,False,H2_E0_non_eeg,ctx_le16_sqrt_else_raw_base0p05,context_threshold_sqrt,,16.0,,,0.6421404682274248,0.6610145178895179,0.6421404682274248,0.664046657046657,598,35,28,0.6204009174904698,0.6186806414484985,0.6323498785144047,28
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2028,V2H-local-H2_E0,False,H2_E0_non_eeg,ctx_le20_sqrt_else_raw_base0p05,context_threshold_sqrt,,20.0,,,0.6421404682274248,0.6610145178895179,0.6421404682274248,0.664046657046657,598,35,28,0.6204009174904698,0.6186806414484985,0.6323498785144047,28
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2028,V2H-local-H2_E0,False,H2_E0_non_eeg,ctx_smooth12_scale4_sqrt_raw_base0p05,context_smooth_sqrt,,,12.0,4.0,0.6438127090301003,0.6590668954061812,0.6438127090301003,0.6624885590599876,598,35,28,0.6196936314100493,0.6183061482168625,0.6299201666088163,28
V2-Q,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2028,V2H-local-H2_E0,False,H2_E0_non_eeg,ctx_smooth16_scale4_sqrt_raw_base0p05,context_smooth_sqrt,,,16.0,4.0,0.6438127090301003,0.6590668954061812,0.6438127090301003,0.6624885590599876,598,35,28,0.6202124658094808,0.6186462842712844,0.629607775078098,28
