model,run_count,gauc_mean,gauc_std,auc_mean,logloss_mean,brier_mean,ece_mean
H2-history-behavior,15,0.6048387656197597,0.019859064776114873,0.6066910529379173,0.641643169356639,0.21984652651809827,0.05815087237840967
H0-anchor-only,15,0.5763517899463146,0.009864015606623965,0.5539262777977748,0.6566663229521569,0.22592268240839306,0.055859050406099064
