stage,config,run_count,gauc_mean,gauc_std,h2_gauc_mean,delta_h2_gauc_mean,delta_shuffle_gauc_mean,macro_auc_mean,auc_mean,logloss_mean,brier_mean,ece_mean,h2_logloss_mean,h2_brier_mean,h2_ece_mean,correction_abs_mean,eeg_gradient_mean,zero_sensitivity_mean,shuffle_sensitivity_mean,elapsed_seconds
V1,V1-profile-dynamic-gated_cross_attention,9,0.6160204758227728,0.026792907702022212,0.6013810453915084,0.01463943043126449,0.02509807062942282,0.6193525280446577,0.654840267665957,0.6315088646278642,0.21451430992584966,0.07737730845603721,0.6406540826243141,0.2193865626520555,0.05934062984411373,0.32120252545509076,0.17608716985987818,0.06611363577071137,0.04042581422158441,274.594886302948
V1,V1-profile-dynamic-gated,9,0.6156558638159757,0.02496422340688193,0.5982315427169337,0.01742432109904193,0.02097967248479171,0.619764450778009,0.6463401614967279,0.6257668489178335,0.21252621576872802,0.06258334293728368,0.6463073041093907,0.22156606906228066,0.056288390911510576,0.2631549842448698,0.18594098707849524,0.056392068767713174,0.029233814459682133,227.5743007659912
V1,V1-profile-gated_cross_attention,9,0.6068664692161392,0.02152022477817079,0.5978566249764617,0.009009844239677347,0.007141991804238357,0.6085761868814117,0.6461177550800268,0.6248470768875172,0.21184709856787823,0.05357735866820987,0.6459363466319377,0.2213693312303592,0.056500072170239,0.27091946722228183,0.1349404600293736,0.055764384805418864,0.020889026945143187,170.17113971710205
V1,V1-profile-cross_attention-lowdrop,9,0.6037637461068356,0.02063062695270495,0.5933470814242763,0.010416664682559282,0.006812220454248464,0.6077780276259113,0.6173651407344154,0.6395760664699939,0.21825744989746093,0.06580281712784071,0.648197935418174,0.22232621328942326,0.05770846729616002,0.1455272798322969,0.18554653554774564,0.03152234723610389,0.009381639528631544,148.6272988319397
