suite,model,run_count,gauc_mean,gauc_std,auc_mean,logloss_mean,brier_mean,ece_mean
normalization,norm-global_train_zscore,5,0.6069191725135782,0.020040193180043193,0.6649088112502747,0.6228255319350235,0.1989294976755005,0.05472015387063145
normalization,norm-session_residual,5,0.5927664080286458,0.005738640775421073,0.6451036402255914,0.6319992394743101,0.2032688293890752,0.04190157414772905
normalization,norm-subject_train_zscore,5,0.5914400944820525,0.008261897068072026,0.5999487292170219,0.6499271676479665,0.21094341772052552,0.03395992122148573
normalization,norm-subject_residual,5,0.5906293648076865,0.007102441305973404,0.602102102102102,0.6495022491037948,0.21066958442768763,0.03457549392129834
