config,run_count,gauc_mean,gauc_std,auc_mean,logloss_mean,brier_mean,ece_mean,elapsed_seconds,stage
sch-none_bal-sample_bce_pair-0p0,9,0.6121378558913785,0.022859847750645534,0.6250798107500022,0.6355426967777552,0.21640892399334452,0.06562314607997523,141.7947473526001,T2_scheduler
sch-plateau_bal-sample_bce_pair-0p0,9,0.6044000557998369,0.016341837480589323,0.6166934843374388,0.6394086508516108,0.21827236268132597,0.06687405793866595,161.12708950042725,T2_scheduler
sch-none_bal-user_balanced_sampler_pair-0p0,9,0.6201977116942472,0.02677036667012927,0.6354229485616069,0.6289594716985438,0.2142570918461485,0.05629199914999791,215.4790506362915,T3_user_balance
sch-none_bal-sample_bce_pair-0p0,9,0.6121378558913785,0.022859847750645534,0.6250798107500022,0.6355426967777552,0.21640892399334452,0.06562314607997523,157.37704205513,T3_user_balance
sch-none_bal-inverse_user_count_bce_pair-0p0,9,0.6120040767060666,0.02003016159561912,0.6291950259794593,0.6361790619538225,0.21617729717634726,0.06324164581466685,184.64792490005493,T3_user_balance
sch-none_bal-sample_bce_pair-0p1,9,0.6129007599546188,0.020230408235889175,0.6192025804369219,0.6386935180836111,0.21828390505474635,0.07080165152336694,170.59753823280334,T4_pairwise
sch-none_bal-sample_bce_pair-0p0,9,0.6121378558913785,0.022859847750645534,0.6250798107500022,0.6355426967777552,0.21640892399334452,0.06562314607997523,171.49719882011414,T4_pairwise
sch-none_bal-sample_bce_pair-0p2,9,0.6117059002642721,0.018341648159018197,0.6201273870557171,0.6392411938713306,0.21832449324381975,0.07239465837503506,206.58815217018127,T4_pairwise
sch-none_bal-sample_bce_pair-0p05,9,0.6093630513941601,0.01719817508644964,0.6200759506214989,0.6381430717418846,0.21805635453832892,0.06761035969116685,152.36358785629272,T4_pairwise
