phase,protocol_id,split_version,fold,seed,candidate,uses_eeg,control_type,score_variant,variant_family,feature_set,pair_weighting,oof_meta,protocol_gauc,protocol_macro_user_auc,protocol_global_auc,local_context_macro_auc,local_pair_count,valid_context_count,valid_local_user_count,event_transfer_gauc,event_transfer_macro_user_auc,event_transfer_global_auc,event_valid_user_count
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2028,V2H-local-H2_E0,False,H2_E0_non_eeg,oof_pair_context_balanced_C0p25,oof_pair_meta,context_interactions,context_balanced,True,0.5841423948220065,0.6121529211457617,0.5841423948220065,0.5867621961371962,618,28,24,0.5944063318189192,0.6103137217720551,0.6178861788617886,24
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2028,V2H-local-H2_E0,False,H2_E0_non_eeg,oof_pair_context_sqrt_pair_C0p25,oof_pair_meta,context_interactions,sqrt_pair_balanced,True,0.6070234113712375,0.6123764033585462,0.6070234113712375,0.5843329210472068,598,35,28,0.5976283086730848,0.5939779169243454,0.6408191600138842,28
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2028,V2H-local-H2_E0,False,H2_E0_non_eeg,oof_pair_context_sqrt_pair_C0p25,oof_pair_meta,context_interactions,sqrt_pair_balanced,True,0.5993150684931506,0.6142461704961705,0.5993150684931506,0.6104948292448292,584,30,26,0.5914006132756133,0.5918514818514818,0.5882058434359689,26
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2028,V2H-local-H2_E0,False,H2_E0_non_eeg,oof_pair_context_sqrt_pair_C0p25,oof_pair_meta,context_interactions,sqrt_pair_balanced,True,0.5889967637540453,0.6150173952139574,0.5889967637540453,0.5549570997785284,618,28,24,0.5899294858210942,0.6034089444506111,0.570387460631363,24
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2028,V2H-local-H2_E0,False,H2_E0_non_eeg,oof_pair_context_balanced_C0p10,oof_pair_meta,context_interactions,context_balanced,True,0.6003344481605352,0.6000314830671974,0.6003344481605352,0.5708231979660551,598,35,28,0.6036917145872369,0.6005597643097643,0.5743491843110031,28
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2028,V2H-local-H2_E0,False,H2_E0_non_eeg,oof_pair_context_balanced_C0p10,oof_pair_meta,context_interactions,context_balanced,True,0.5821917808219178,0.5885898823398823,0.5821917808219178,0.58878848003848,584,30,26,0.5724387851731602,0.5706272893772893,0.565854879662411,26
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2028,V2H-local-H2_E0,False,H2_E0_non_eeg,oof_pair_context_balanced_C0p10,oof_pair_meta,context_interactions,context_balanced,True,0.5857605177993528,0.6117487188665595,0.5857605177993528,0.5864157370407371,618,28,24,0.5917203425944685,0.6079253925087259,0.6175565809712151,24
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2029,V2H-local-H2_E0,False,H2_E0_non_eeg,v2n_eeg_base_0p05,baseline_score_transform,none,none,False,0.6287625418060201,0.6033124547410261,0.6287625418060201,0.6125278636707209,598,35,28,0.5979936895608537,0.5908118600975744,0.6409580006942034,28
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2029,V2H-local-H2_E0,False,H2_E0_non_eeg,v2n_eeg_base_0p05,baseline_score_transform,none,none,False,0.5616438356164384,0.5508889258889258,0.5616438356164384,0.5427148468815134,584,30,26,0.5402720283189033,0.5369306619306619,0.6120587919751099,26
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2029,V2H-local-H2_E0,False,H2_E0_non_eeg,v2n_eeg_base_0p05,baseline_score_transform,none,none,False,0.5938511326860841,0.6101673167554553,0.5938511326860841,0.6126175114567971,618,28,24,0.5876623764735653,0.6046195702445702,0.5900900900900901,24
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2029,V2H-local-H2_E0,False,H2_E0_non_eeg,sqrt_margin_eeg_base0p05,baseline_score_transform,none,none,False,0.6337792642140468,0.6079255499791214,0.6337792642140468,0.6168135779564351,598,35,28,0.5993369731429433,0.5914921322064178,0.641443943075321,28
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2029,V2H-local-H2_E0,False,H2_E0_non_eeg,sqrt_margin_eeg_base0p05,baseline_score_transform,none,none,False,0.5667808219178082,0.5565869315869315,0.5667808219178082,0.5471240179573513,584,30,26,0.5464786255411255,0.5439641377141378,0.6139899152451453,26
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2029,V2H-local-H2_E0,False,H2_E0_non_eeg,sqrt_margin_eeg_base0p05,baseline_score_transform,none,none,False,0.5938511326860841,0.6093644968901354,0.5938511326860841,0.6070186658579516,618,28,24,0.5875308161147321,0.6046848059348059,0.5924338973119462,24
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2029,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p25_base0p05,baseline_score_transform,none,none,False,0.6321070234113713,0.6090309921559921,0.6321070234113713,0.6176979316979317,598,35,28,0.6045241325838341,0.597586236514808,0.6425546685178757,28
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2029,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p25_base0p05,baseline_score_transform,none,none,False,0.5684931506849316,0.5622137122137122,0.5684931506849316,0.5480190796857464,584,30,26,0.5580900523088024,0.5561420061420062,0.6182455387476308,26
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2029,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p25_base0p05,baseline_score_transform,none,none,False,0.6084142394822006,0.6288099510258308,0.6084142394822006,0.6246941121048264,618,28,24,0.6048341324565101,0.6223244579494579,0.5971581337434997,24
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2029,V2H-local-H2_E0,False,H2_E0_non_eeg,oof_pair_score_equal_C0p25,oof_pair_meta,score_only,equal,True,0.6270903010033445,0.6299288410002696,0.6270903010033445,0.6100358688930118,598,35,28,0.6104364540931706,0.6081211348175634,0.6169038528288788,28
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2029,V2H-local-H2_E0,False,H2_E0_non_eeg,oof_pair_score_equal_C0p25,oof_pair_meta,score_only,equal,True,0.601027397260274,0.6060092685092685,0.601027397260274,0.5904593554593555,584,30,26,0.5891021825396826,0.5860293872793872,0.6021886063727068,26
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2029,V2H-local-H2_E0,False,H2_E0_non_eeg,oof_pair_score_equal_C0p25,oof_pair_meta,score_only,equal,True,0.6003236245954693,0.6317265701298854,0.6003236245954693,0.5877904370761513,618,28,24,0.6084418980398002,0.6204876527793194,0.5278693327473816,24
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2029,V2H-local-H2_E0,False,H2_E0_non_eeg,oof_pair_score_context_balanced_C0p25,oof_pair_meta,score_only,context_balanced,True,0.6137123745819398,0.6076995326102469,0.6137123745819398,0.5772127396413111,598,35,28,0.6013698821907778,0.5976010101010102,0.6045470322804581,28
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2029,V2H-local-H2_E0,False,H2_E0_non_eeg,oof_pair_score_context_balanced_C0p25,oof_pair_meta,score_only,context_balanced,True,0.5976027397260274,0.5978590853590854,0.5976027397260274,0.5957106782106784,584,30,26,0.5845780348124099,0.5834342046842047,0.6165289847298215,26
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2029,V2H-local-H2_E0,False,H2_E0_non_eeg,oof_pair_score_context_balanced_C0p25,oof_pair_meta,score_only,context_balanced,True,0.627831715210356,0.6609902249691982,0.627831715210356,0.6122339499125214,618,28,24,0.6401290337479149,0.6550191937691938,0.6072658023877536,24
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2029,V2H-local-H2_E0,False,H2_E0_non_eeg,oof_pair_context_equal_C0p25,oof_pair_meta,context_interactions,equal,True,0.6337792642140468,0.6362185235399521,0.6337792642140468,0.6186390434961863,598,35,28,0.5,0.5,0.5,28
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2029,V2H-local-H2_E0,False,H2_E0_non_eeg,oof_pair_context_equal_C0p25,oof_pair_meta,context_interactions,equal,True,0.5924657534246576,0.5923456173456174,0.5924657534246576,0.5812101170434505,584,30,26,0.5,0.5,0.5,26
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2029,V2H-local-H2_E0,False,H2_E0_non_eeg,oof_pair_context_equal_C0p25,oof_pair_meta,context_interactions,equal,True,0.5436893203883495,0.5413668323718955,0.5436893203883495,0.5070510210688782,618,28,24,0.5,0.5,0.5,24
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2029,V2H-local-H2_E0,False,H2_E0_non_eeg,oof_pair_context_balanced_C0p25,oof_pair_meta,context_interactions,context_balanced,True,0.6086956521739131,0.6047233421340564,0.6086956521739131,0.5748317872603587,598,35,28,0.6065384118369195,0.6012672644815502,0.629364803887539,28
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2029,V2H-local-H2_E0,False,H2_E0_non_eeg,oof_pair_context_balanced_C0p25,oof_pair_meta,context_interactions,context_balanced,True,0.601027397260274,0.5971900784400785,0.601027397260274,0.5951308722142056,584,30,26,0.5644035218253968,0.5638051300551301,0.5922111361441905,26
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2029,V2H-local-H2_E0,False,H2_E0_non_eeg,oof_pair_context_balanced_C0p25,oof_pair_meta,context_interactions,context_balanced,True,0.6116504854368932,0.6332719850334659,0.6116504854368932,0.5877101304779876,618,28,24,0.6035424753956222,0.6163981504606505,0.6164579213359701,24
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2029,V2H-local-H2_E0,False,H2_E0_non_eeg,oof_pair_context_sqrt_pair_C0p25,oof_pair_meta,context_interactions,sqrt_pair_balanced,True,0.6103678929765887,0.6139802393373823,0.6103678929765887,0.5972769875627019,598,35,28,0.597509745644074,0.5930078634989349,0.6292606733772996,28
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2029,V2H-local-H2_E0,False,H2_E0_non_eeg,oof_pair_context_sqrt_pair_C0p25,oof_pair_meta,context_interactions,sqrt_pair_balanced,True,0.6027397260273972,0.6096926221926222,0.6027397260273972,0.6059664101330767,584,30,26,0.5838432314213564,0.5832984607984607,0.6163501770196331,26
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2029,V2H-local-H2_E0,False,H2_E0_non_eeg,oof_pair_context_sqrt_pair_C0p25,oof_pair_meta,context_interactions,sqrt_pair_balanced,True,0.5792880258899676,0.5944280145749121,0.5792880258899676,0.5538306898128327,618,28,24,0.5615469709001177,0.5768004873213206,0.5727678898410606,24
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2029,V2H-local-H2_E0,False,H2_E0_non_eeg,oof_pair_context_balanced_C0p10,oof_pair_meta,context_interactions,context_balanced,True,0.6137123745819398,0.6089170650777794,0.6137123745819398,0.578186765615337,598,35,28,0.6035376149555255,0.5984849773242631,0.6170426935091982,28
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2029,V2H-local-H2_E0,False,H2_E0_non_eeg,oof_pair_context_balanced_C0p10,oof_pair_meta,context_interactions,context_balanced,True,0.5976027397260274,0.594163012913013,0.5976027397260274,0.5925074154240821,584,30,26,0.571914908008658,0.569772126022126,0.5888137896506097,26
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2029,V2H-local-H2_E0,False,H2_E0_non_eeg,oof_pair_context_balanced_C0p10,oof_pair_meta,context_interactions,context_balanced,True,0.6116504854368932,0.636482720716628,0.6116504854368932,0.5911781009995296,618,28,24,0.6141554735086204,0.6261209238292572,0.6189848384970336,24
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,v2n_eeg_base_0p05,baseline_score_transform,none,none,False,0.6521739130434783,0.6527854453747312,0.6521739130434783,0.6631715797430082,598,35,28,0.6105738622902801,0.6067942391603106,0.6434571329399513,28
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,v2n_eeg_base_0p05,baseline_score_transform,none,none,False,0.5616438356164384,0.5575001387501387,0.5616438356164384,0.5436826599326599,584,30,26,0.5543128832972584,0.5497578810078809,0.612166076601223,26
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,v2n_eeg_base_0p05,baseline_score_transform,none,none,False,0.5922330097087378,0.6271105906775735,0.5922330097087378,0.6195991871884728,618,28,24,0.6069500623696428,0.6248735446652113,0.6397861275910056,24
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,sqrt_margin_eeg_base0p05,baseline_score_transform,none,none,False,0.6521739130434783,0.6550742775742776,0.6521739130434783,0.6644074074074073,598,35,28,0.6133777002433718,0.6094728105888819,0.6441166261714681,28
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,sqrt_margin_eeg_base0p05,baseline_score_transform,none,none,False,0.565068493150685,0.5666347541347542,0.565068493150685,0.5515993265993266,584,30,26,0.5602379825036075,0.5579385891885892,0.6137038229088438,26
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,sqrt_margin_eeg_base0p05,baseline_score_transform,none,none,False,0.5970873786407767,0.6313801139330035,0.5970873786407767,0.6225428671857244,618,28,24,0.612804056860001,0.6307935081893415,0.6422031787885446,24
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p25_base0p05,baseline_score_transform,none,none,False,0.6538461538461539,0.6536663105413105,0.6538461538461539,0.6625026455026455,598,35,28,0.6199981693265274,0.6163180486841201,0.6455397431447414,28
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p25_base0p05,baseline_score_transform,none,none,False,0.5753424657534246,0.580790737040737,0.5753424657534246,0.5643969456469456,584,30,26,0.5752642496392496,0.5731719669219669,0.6177091156170654,26
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,margin_power0p25_base0p05,baseline_score_transform,none,none,False,0.6019417475728155,0.6383880617552573,0.6019417475728155,0.6195498516034229,618,28,24,0.6213897019841076,0.6390140684932352,0.6480993188310262,24
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,oof_pair_score_equal_C0p25,oof_pair_meta,score_only,equal,True,0.6003344481605352,0.6088242148063577,0.6003344481605352,0.5939061361918505,598,35,28,0.5890532187547112,0.5847429438947296,0.6375216938562999,28
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,oof_pair_score_equal_C0p25,oof_pair_meta,score_only,equal,True,0.5993150684931506,0.60253589003589,0.5993150684931506,0.5889834856501522,584,30,26,0.5955480023448774,0.595514023014023,0.6405965025211887,26
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,oof_pair_score_equal_C0p25,oof_pair_meta,score_only,equal,True,0.6343042071197411,0.6776325506219405,0.6343042071197411,0.6263393616965045,618,28,24,0.6520346689052983,0.6675954369704371,0.6118069288800996,24
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,oof_pair_score_context_balanced_C0p25,oof_pair_meta,score_only,context_balanced,True,0.6137123745819398,0.6102505530184102,0.6137123745819398,0.5817932385075242,598,35,28,0.6045161637698953,0.6009253246753248,0.6177716070808748,28
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,oof_pair_score_context_balanced_C0p25,oof_pair_meta,score_only,context_balanced,True,0.571917808219178,0.569075369075369,0.571917808219178,0.5567436267436267,584,30,26,0.562654558982684,0.5606136918636918,0.6118799842649215,26
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,oof_pair_score_context_balanced_C0p25,oof_pair_meta,score_only,context_balanced,True,0.6067961165048543,0.6473476995880892,0.6067961165048543,0.6244096412846413,618,28,24,0.6262206422171457,0.6446452428744095,0.6526770673112137,24
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,oof_pair_context_equal_C0p25,oof_pair_meta,context_interactions,equal,True,0.6020066889632107,0.6135900276971705,0.6020066889632107,0.5979171992029135,598,35,28,0.48794243070362475,0.48278061224489793,0.5115584866365845,28
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,oof_pair_context_equal_C0p25,oof_pair_meta,context_interactions,equal,True,0.5804794520547946,0.5848898786398785,0.5804794520547946,0.5690606461439794,584,30,26,0.5,0.5,0.5083682008368201,26
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,oof_pair_context_equal_C0p25,oof_pair_meta,context_interactions,equal,True,0.5776699029126213,0.5821292798010097,0.5776699029126213,0.541246214103357,618,28,24,0.5,0.5,0.5,24
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,oof_pair_context_balanced_C0p25,oof_pair_meta,context_interactions,context_balanced,True,0.6086956521739131,0.6054968080860939,0.6086956521739131,0.576799766371195,598,35,28,0.6047129073248477,0.5996349764653336,0.6428670600485942,28
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,oof_pair_context_balanced_C0p25,oof_pair_meta,context_interactions,context_balanced,True,0.5633561643835616,0.5715300902800903,0.5633561643835616,0.559453062369729,584,30,26,0.5462441378066377,0.5456212768712768,0.5767621499839073,26
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,oof_pair_context_balanced_C0p25,oof_pair_meta,context_interactions,context_balanced,True,0.6116504854368932,0.6362120327511517,0.6116504854368932,0.6081270779485065,618,28,24,0.6194716705206216,0.6341437382062382,0.661502966381015,24
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,oof_pair_context_sqrt_pair_C0p25,oof_pair_meta,context_interactions,sqrt_pair_balanced,True,0.6070234113712375,0.6144706021491737,0.6070234113712375,0.5990184841613413,598,35,28,0.611202214038035,0.6074505686112829,0.6636237417563347,28
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,oof_pair_context_sqrt_pair_C0p25,oof_pair_meta,context_interactions,sqrt_pair_balanced,True,0.589041095890411,0.5954871517371517,0.589041095890411,0.5807449494949495,584,30,26,0.572665156024531,0.5712534687534687,0.5940349747881128,26
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,oof_pair_context_sqrt_pair_C0p25,oof_pair_meta,context_interactions,sqrt_pair_balanced,True,0.6132686084142395,0.6392722811351875,0.6132686084142395,0.592908252461824,618,28,24,0.6071442155358239,0.6203208712583713,0.6293122390683367,24
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,oof_pair_context_balanced_C0p10,oof_pair_meta,context_interactions,context_balanced,True,0.6120401337792643,0.6105988489024204,0.6120401337792643,0.5808813990242562,598,35,28,0.6107161163877581,0.6058862004397719,0.6271086428323498,28
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,oof_pair_context_balanced_C0p10,oof_pair_meta,context_interactions,context_balanced,True,0.571917808219178,0.5789934602434602,0.571917808219178,0.5664504168670835,584,30,26,0.5570304608585859,0.5557944370444371,0.5757250652648142,26
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2030,V2H-local-H2_E0,False,H2_E0_non_eeg,oof_pair_context_balanced_C0p10,oof_pair_meta,context_interactions,context_balanced,True,0.616504854368932,0.6423351688742879,0.616504854368932,0.613375480339766,618,28,24,0.6279033903159777,0.6432827473452473,0.6595253790375741,24
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2026,V2H-local-real,True,real_eeg,v2n_eeg_base_0p05,baseline_score_transform,none,none,False,0.7140468227424749,0.7262253057788771,0.7140468227424749,0.7490358001786573,598,35,28,0.7092797915185975,0.7083063200027484,0.607913918778202,28
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2026,V2H-local-real,True,real_eeg,v2n_eeg_base_0p05,baseline_score_transform,none,none,False,0.6335616438356164,0.6265426702926702,0.6335616438356164,0.6132549703383037,584,30,26,0.6062291441197691,0.6052570115070114,0.6152773307585023,26
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2026,V2H-local-real,True,real_eeg,v2n_eeg_base_0p05,baseline_score_transform,none,none,False,0.6682847896440129,0.6855015707140965,0.6682847896440129,0.6651993079671651,618,28,24,0.6810185346898633,0.690633760529594,0.5674210796162016,24
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2026,V2H-local-real,True,real_eeg,sqrt_margin_eeg_base0p05,baseline_score_transform,none,none,False,0.7140468227424749,0.7250724407867264,0.7140468227424749,0.7493192468906755,598,35,28,0.7078570351704679,0.7075365689204974,0.6075321069073238,28
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2026,V2H-local-real,True,real_eeg,sqrt_margin_eeg_base0p05,baseline_score_transform,none,none,False,0.6318493150684932,0.6263493450993451,0.6318493150684932,0.6144101731601732,584,30,26,0.6050795905483406,0.6039953102453102,0.6168866001501985,26
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2026,V2H-local-real,True,real_eeg,sqrt_margin_eeg_base0p05,baseline_score_transform,none,none,False,0.6682847896440129,0.6916708290157078,0.6682847896440129,0.6722379439343725,618,28,24,0.6843122495220397,0.6939843913802247,0.5693620449718011,24
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2026,V2H-local-real,True,real_eeg,margin_power0p25_base0p05,baseline_score_transform,none,none,False,0.7107023411371237,0.7107907965050824,0.7107023411371237,0.7369171304885591,598,35,28,0.7028853567659538,0.7003663548752834,0.608538701839639,28
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2026,V2H-local-real,True,real_eeg,margin_power0p25_base0p05,baseline_score_transform,none,none,False,0.6472602739726028,0.640434102934103,0.6472602739726028,0.6266169632836299,584,30,26,0.6182405528499278,0.6183090058090058,0.6215356006150986,26
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2026,V2H-local-real,True,real_eeg,margin_power0p25_base0p05,baseline_score_transform,none,none,False,0.6634304207119741,0.6866898538815462,0.6634304207119741,0.6605630744916461,618,28,24,0.6821613700984331,0.6941037897287897,0.573536951585732,24
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2026,V2H-local-real,True,real_eeg,oof_pair_score_equal_C0p25,oof_pair_meta,score_only,equal,True,0.6688963210702341,0.6612695307338164,0.6688963210702341,0.6719277124991412,598,35,28,0.6483481940944628,0.6453152271009414,0.5498090940645609,28
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2026,V2H-local-real,True,real_eeg,oof_pair_score_equal_C0p25,oof_pair_meta,score_only,equal,True,0.6284246575342466,0.6251436063936063,0.6284246575342466,0.6158651996151998,584,30,26,0.6166251803751803,0.6150993450993452,0.5180059364159784,26
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2026,V2H-local-real,True,real_eeg,oof_pair_score_equal_C0p25,oof_pair_meta,score_only,equal,True,0.610032362459547,0.6389251498916747,0.610032362459547,0.610351305440591,618,28,24,0.6293785468610643,0.6448686305977972,0.535962792060353,24
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2026,V2H-local-real,True,real_eeg,oof_pair_score_context_balanced_C0p25,oof_pair_meta,score_only,context_balanced,True,0.6705685618729097,0.6772323047323047,0.6705685618729097,0.6835074555074556,598,35,28,0.6483139497318602,0.6441232907304336,0.5538354737938216,28
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2026,V2H-local-real,True,real_eeg,oof_pair_score_context_balanced_C0p25,oof_pair_meta,score_only,context_balanced,True,0.6284246575342466,0.6211499148999149,0.6284246575342466,0.6080521484688152,584,30,26,0.6176532061688312,0.6164643227143227,0.5995422522619175,26
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2026,V2H-local-real,True,real_eeg,oof_pair_score_context_balanced_C0p25,oof_pair_meta,score_only,context_balanced,True,0.6585760517799353,0.6844168916058427,0.6585760517799353,0.6601579273900704,618,28,24,0.671960246435771,0.6835589179339179,0.6141507361019556,24
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,1,2026,V2H-local-real,True,real_eeg,oof_pair_context_equal_C0p25,oof_pair_meta,context_interactions,equal,True,0.6806020066889632,0.6745631815274672,0.6806020066889632,0.6861340617054903,598,35,28,0.6496705864616313,0.6442261475297189,0.5836167997223186,28
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,2,2026,V2H-local-real,True,real_eeg,oof_pair_context_equal_C0p25,oof_pair_meta,context_interactions,equal,True,0.6301369863013698,0.6263875013875014,0.6301369863013698,0.6220358345358346,584,30,26,0.5,0.5,0.5,26
V2-R,V2M-two_stage_user_local_reranker-v1,protocol_a_rollv2_cv3,3,2026,V2H-local-real,True,real_eeg,oof_pair_context_equal_C0p25,oof_pair_meta,context_interactions,equal,True,0.6148867313915858,0.6287208450495344,0.6148867313915858,0.5996452026809169,618,28,24,0.5,0.5,0.5,24
