score_variant,variant_family,real_candidate,control_candidate,control_type,mean_real_protocol_gauc,mean_control_protocol_gauc,delta_protocol_gauc,delta_protocol_macro_user_auc,delta_event_transfer_gauc,real_beats_control
margin_power0p25_base0p05,baseline_score_transform,V2H-local-real,V2H-local-H2_E0,H2_E0_non_eeg,0.6795761674784092,0.605343190042676,0.0742329774357332,0.0683721257269636,0.07392837880830383,True
margin_power0p25_base0p05,baseline_score_transform,V2H-local-real,V2H-local-shuffle,shuffle_eeg_control,0.6795761674784092,0.6405259988210716,0.03905016865733757,0.024063959305669513,0.03139482077911815,True
margin_power0p25_base0p05,baseline_score_transform,V2H-local-real,V2H-local-zero,zero_eeg_control,0.6795761674784092,0.6025196962937296,0.07705647118467962,0.07639806041346509,0.08145691505926456,True
oof_pair_context_balanced_C0p10,oof_pair_meta,V2H-local-real,V2H-local-H2_E0,H2_E0_non_eeg,0.6600233564132266,0.6023065672005747,0.05771678921265189,0.04791198122202256,0.05119346063201902,True
oof_pair_context_balanced_C0p10,oof_pair_meta,V2H-local-real,V2H-local-shuffle,shuffle_eeg_control,0.6600233564132266,0.6350698928007428,0.02495346361248385,0.00880500057017175,0.014812784692302072,True
oof_pair_context_balanced_C0p10,oof_pair_meta,V2H-local-real,V2H-local-zero,zero_eeg_control,0.6600233564132266,0.600933418814786,0.05908993759844061,0.05029927978463844,0.051152689112647254,True
oof_pair_context_balanced_C0p25,oof_pair_meta,V2H-local-real,V2H-local-H2_E0,H2_E0_non_eeg,0.659653898467744,0.6009832059785222,0.058670692489221854,0.0497615696944228,0.05412730065155269,True
oof_pair_context_balanced_C0p25,oof_pair_meta,V2H-local-real,V2H-local-shuffle,shuffle_eeg_control,0.659653898467744,0.6342247997133881,0.02542909875435595,0.013607853260148906,0.015700432287104493,True
oof_pair_context_balanced_C0p25,oof_pair_meta,V2H-local-real,V2H-local-zero,zero_eeg_control,0.659653898467744,0.5998031853307185,0.0598507131370255,0.0506433842158186,0.0537595086482483,True
oof_pair_context_equal_C0p25,oof_pair_meta,V2H-local-real,V2H-local-H2_E0,H2_E0_non_eeg,0.6609816286539603,0.5927796936476398,0.06820193500632044,0.0607781464403534,0.04827466479314135,True
oof_pair_context_equal_C0p25,oof_pair_meta,V2H-local-real,V2H-local-shuffle,shuffle_eeg_control,0.6609816286539603,0.6347173658269606,0.026264262826999674,0.010552929011531043,0.013758511791913675,True
oof_pair_context_equal_C0p25,oof_pair_meta,V2H-local-real,V2H-local-zero,zero_eeg_control,0.6609816286539603,0.5956075180581792,0.06537411059578102,0.05134257480709847,0.046259682043200634,True
oof_pair_context_sqrt_pair_C0p25,oof_pair_meta,V2H-local-real,V2H-local-H2_E0,H2_E0_non_eeg,0.6596946141001202,0.6041237918813278,0.05557082221879239,0.04427260669912492,0.05085136332934215,True
oof_pair_context_sqrt_pair_C0p25,oof_pair_meta,V2H-local-real,V2H-local-shuffle,shuffle_eeg_control,0.6596946141001202,0.6355462902873231,0.02414832381279708,0.008132475080936952,0.018582345355640073,True
oof_pair_context_sqrt_pair_C0p25,oof_pair_meta,V2H-local-real,V2H-local-zero,zero_eeg_control,0.6596946141001202,0.6025223329932559,0.05717228110686434,0.04325264944977514,0.05046601091016145,True
oof_pair_score_context_balanced_C0p25,oof_pair_meta,V2H-local-real,V2H-local-H2_E0,H2_E0_non_eeg,0.6607941140958945,0.6023577456125148,0.05843636848337974,0.04944489388834317,0.05089958040602549,True
oof_pair_score_context_balanced_C0p25,oof_pair_meta,V2H-local-real,V2H-local-shuffle,shuffle_eeg_control,0.6607941140958945,0.6365516388582593,0.02424247523763523,0.01366664649338234,0.010895287100483264,True
oof_pair_score_context_balanced_C0p25,oof_pair_meta,V2H-local-real,V2H-local-zero,zero_eeg_control,0.6607941140958945,0.6046682048484728,0.05612590924742167,0.04604294993725988,0.04832901365812037,True
oof_pair_score_equal_C0p25,oof_pair_meta,V2H-local-real,V2H-local-H2_E0,H2_E0_non_eeg,0.6604986443608312,0.60956212674454,0.050936517616291144,0.03792405081196448,0.04551435341197618,True
oof_pair_score_equal_C0p25,oof_pair_meta,V2H-local-real,V2H-local-shuffle,shuffle_eeg_control,0.6604986443608312,0.6343277298402575,0.02617091452057363,0.01210805406981963,0.013912799104059737,True
oof_pair_score_equal_C0p25,oof_pair_meta,V2H-local-real,V2H-local-zero,zero_eeg_control,0.6604986443608312,0.6018887145751264,0.058609929785704784,0.042985461192046825,0.05356963515323476,True
sqrt_margin_eeg_base0p05,baseline_score_transform,V2H-local-real,V2H-local-H2_E0,H2_E0_non_eeg,0.6772939977796371,0.5997888292802048,0.07750516849943223,0.07887085264227878,0.08059636522312974,True
sqrt_margin_eeg_base0p05,baseline_score_transform,V2H-local-real,V2H-local-shuffle,shuffle_eeg_control,0.6772939977796371,0.6366148825798872,0.04067911519974987,0.0343683101397978,0.03557770695601259,True
sqrt_margin_eeg_base0p05,baseline_score_transform,V2H-local-real,V2H-local-zero,zero_eeg_control,0.6772939977796371,0.5974382586040299,0.07985573917560718,0.08668490733756085,0.0848835702416405,True
v2n_eeg_base_0p05,baseline_score_transform,V2H-local-real,V2H-local-H2_E0,H2_E0_non_eeg,0.6760938781668874,0.5978013817985889,0.07829249636829849,0.07598500469148761,0.08105032271967816,True
v2n_eeg_base_0p05,baseline_score_transform,V2H-local-real,V2H-local-shuffle,shuffle_eeg_control,0.6760938781668874,0.6333373859923992,0.04275649217448818,0.03378666901375482,0.03891150500932572,True
v2n_eeg_base_0p05,baseline_score_transform,V2H-local-real,V2H-local-zero,zero_eeg_control,0.6760938781668874,0.5952295828889617,0.08086429527792571,0.08398787586073209,0.08715500681760746,True
