experiment_id,status,stage,model,seed,data_version,split_version,feature_set,git_commit,params,best_epoch,runtime_seconds,dev_gauc,dev_macro_auc,dev_auc,dev_logloss,dev_brier,dev_ece,test_access,test_gauc,test_macro_auc,test_auc,test_logloss,test_brier,test_ece,checkpoint,prediction_file,config_or_command,notes
P0_V1_H5_seed0_20260702,completed,P0,EEG_DGCN_v1CTR,0,strict_prectr_v1,legacy_strict_prectr_2487_355_716,user_item_meta_history_label_eeg_emotion,81b1021d065b2cf794d2f85be1bc1f2f54b0a2e2,304653,1,260.1,0.530534,0.548241,0.764228,0.535706,0.179890,,legacy_used_for_selection,0.555544,0.562940,0.776215,0.516698,0.173060,,log/v2/baseline_snapshot/H5_seed0_20260702_160145.pt,log/v2/baseline_snapshot/rec-EEG_DGCN_v1CTR-dev.csv,src/scripts/阶段3_v1保留eeg情况下开发探索/阶段3.3_EEG情绪步内对齐/run_stage3_H5_bilinear.sh,v1 historical reference; test participated in model selection
