stage,config,run_count,gauc_mean,gauc_std,h2_gauc_mean,delta_h2_gauc_mean,delta_shuffle_gauc_mean,macro_auc_mean,auc_mean,logloss_mean,brier_mean,ece_mean,h2_logloss_mean,h2_brier_mean,h2_ece_mean,correction_abs_mean,eeg_gradient_mean,zero_sensitivity_mean,shuffle_sensitivity_mean,normalization,pairwise_weight,pair_cap_per_user,hard_negative_pairs,listwise_weight,user_weight_power,correction_l2,elapsed_seconds
V2E,V2E-dynamic-gated-listwise-0p02,9,0.610948126518548,0.027710882578326216,0.6001685429303785,0.010779583588169599,0.015679179080692038,0.6146746399788728,0.6401600606231671,0.6317080417539472,0.21531973298981497,0.06149164521037783,0.6459003546303949,0.2214088744883515,0.06544786712992423,0.17413657729048282,0.20060901278996748,0.03671494729415928,0.016979791833566397,global_train_zscore,0.05,16,True,0.02,0.0,0.0,268.76529598236084
V2E,V2E-dynamic-gated-hardneg-cap16-p0p10,9,0.6085271358701629,0.0283740288305235,0.5987842738277382,0.00974286204242467,0.016765552979527927,0.6131278169092322,0.6299216298046753,0.6353051652692815,0.21680882660398682,0.07467911332134218,0.6477943021767909,0.22219321168174982,0.06539786512865933,0.1400259460335494,0.16309958975608818,0.033031924053324876,0.016272824208701624,global_train_zscore,0.1,16,True,0.0,0.0,0.0,216.62143278121948
V2E,V2E-dynamic-gated-userw0p5-listwise,9,0.6056727756285964,0.01839623253855656,0.5983086959835374,0.007364079645058931,0.014620856071644107,0.6093899702100761,0.6273724928630283,0.6392457511203343,0.2184637315976944,0.06390191057036455,0.6479250891646774,0.22222793376625935,0.06648245492641852,0.1500786090683606,0.20375644427959239,0.03549015391359313,0.015559008251228888,global_train_zscore,0.05,16,True,0.02,0.5,0.0,266.71372509002686
V2E,V2E-dynamic-gated-session-resid-shrink,9,0.6040265233132573,0.016167771917101746,0.6001685429303785,0.0038579803828788415,0.014578616749618134,0.6072538759129368,0.6168722649830131,0.6411486015452723,0.21946214325712074,0.06699477871563049,0.6459003546303949,0.2214088744883515,0.06544786712992423,0.12357055865383397,0.15535054523538655,0.026260604115830373,0.020531557638201373,session_residual,0.05,16,True,0.02,0.0,0.005,269.5899085998535
V2E,V2E-gated-cross-attn-subject-resid-shrink,9,0.6031185764305703,0.017846376498211133,0.5973447352660363,0.005773841164534104,0.008632033926328386,0.607326384361768,0.6064447644329841,0.6412560454836181,0.21944243554172616,0.05583484728649605,0.6472919004968392,0.22205233185368023,0.060762113334343816,0.0910531902651807,0.17771035255055379,0.015544044637206551,0.0110216313833007,subject_residual,0.05,16,True,0.02,0.0,0.005,250.49841809272766
